,카페이름
66,신천2동 해피살롱
67,대봉2동 스토크
68,신천4동 은승다방
69,불로동 벨빌베이크하우스
70,불로동 스타벅스 대구봉무점
71,안심3동 더리터 대구안심점
72,신암5동 커피콩
73,남산3동 그저모이기
74,공산동 카페산에
75,대봉1동 팔공티 경대병원역점
76,신천4동 리카페이
77,효목2동 대우커피숍
78,성내2동 블릭커피
79,봉무동 지중해의뜰
80,불로동 해리스
81,안심2동 이디야커피 대구율하세영점
82,봉무동 미진
83,대신동 큐브스테이크
84,대신동 조금남다른커피
85,남산2동 공차 대구동아쇼핑점
86,신천3동 티룸오후4시
87,성내1동 타르타르 대구동성로점
88,성내2동 스타벅스 대구반월삼성
89,신암4동 애리스커피스탠드
90,신암2동 일상다반사
91,신천4동 약사커피숍
92,공산동 카페레드하임
93,신천2동 카페 아리움
94,삼덕동 카페틸
95,동인동 더진스커피
96,불로동 땅땅식물랜드
97,봉무동 스펠 이시아
98,지저동 마실커피 동구청점
99,신천1동 카페플래닛
100,남산4동 카페오오디
101,신암4동 투썸플레이스 동대구환승터미널점
102,신암3동 아눅
103,해안동 파랑새다방
104,효목2동 블루샥효목
105,남산4동 줄라이모닝
106,대봉2동 리비
107,해안동 둔산카페
108,대봉1동 원애견카페
109,신암2동 카페이브나
110,도평동 갤러리디엠
111,남산3동 가듀
112,안심3동 킨다스윗
113,신암5동 러닝카페
114,남산1동 그저모이기
115,남산1동 노스밴
116,신암1동 헤이주
117,신천1동 카페루앤비 대구신천역점
118,신암2동 카페봄봄 대구 신암점
119,신암4동 더브릿지커피
120,삼덕동 티라레미수 대구삼덕점
121,삼덕동 미스터힐링 대구동성로점
122,남산3동 세븐카페
123,성내3동 요거프레소 서성네거리점
124,남산4동 공드리다
125,성내3동 코그커피
126,신천2동 프레임웍스커피
127,삼덕동 웰크레페 동성로점
128,성내2동 Romance papa
129,안심3동 치타커피 안심점
130,성내2동 스테드
131,효목1동 가로등커피
132,방촌동 초심
133,성내1동 스타벅스 대구시티센터
134,신암4동 파스쿠찌 대구신암점
135,남산1동 둥블랑
136,지저동 스테이블모먼트 반석점
137,지저동 카페누리2.28도 서관점대구동구시니어클럽
138,성내1동 룸즈에이 대구동성로점
139,남산2동 씨티씨커피로스터스
140,남산3동 아틀리에빈 남산역점
141,신암1동 해비치커피
142,성내2동 딥커피로스터스 향촌
143,성내3동 카페샌프란시스코
144,신천4동 컴포즈커피 대구신천점
145,신암2동 캔버스커피 대현점
146,신암4동 투썸플레이스 동대구점
147,성내1동 이얼즈
148,도평동 스타벅스 대구팔공로DT
149,대봉1동 카페스테이
150,지저동 오베이스 카페
151,남산4동 말그미옥상
152,안심2동 요거더봄
153,신암1동 아아커피
154,성내3동 이디야커피 대구만경관점
155,신암5동 살롱드루루
156,안심3동 졸리할리데이
157,신천4동 비숑
158,신천1동 모모상점
159,효목2동 까사메트로
160,신천3동 라운지온
161,효목2동 영카페
162,남산3동 소소남산
163,대봉1동 프롬오지
164,해안동 카페퀸
165,해안동 카페그레이스
166,안심1동 더리터 대구율하롯데점
167,신천1동 검은구상
168,효목1동 궁전커피숍
169,효목1동 스타빈
170,신암2동 득조다방
171,신천2동 뉴브리지
172,불로동 고바슨
173,봉무동 카페레임본
174,대봉1동 청춘그시절
175,성내3동 카페 1.14km
176,성내3동 아베끄
177,안심1동 컴포즈커피 대구율하점
178,방촌동 보케르커피 강촌점
179,봉무동 호미빙
180,대봉2동 벽돌집
181,성내3동 카페향촌
182,신암4동 위드로우
183,성내2동 카페향촌
184,해안동 갸또빌라쥬
185,신천4동 공차 동대구복합환승센터점
186,효목1동 우래커피숍
187,지저동 박정희라이브까페
188,신천3동 더리터 신암점
189,지저동 헵번(HEPBURN)1953
190,남산3동 남산제빵소
191,대봉2동 엘림의집
192,성내1동 투썸플레이스 대구동성로광장점
193,남산2동 빽다방 대구반월당현대점
194,신암5동 더리터 대구아양점
195,공산동 아미타
196,신암3동 카페블랑쉐
197,신암3동 모임다방
198,지저동 브루앤미
199,대신동 분홍커피
200,신암3동 인문공학 동대구
201,신천2동 아리에떼
202,불로동 투썸플레이스 대구이시아점
203,대신동 앗다방
204,신암3동 야미스토아
205,대신동 리틀빈
206,지저동 마시그래이 복현푸르지오점
207,봉무동 몬스터슬라임
208,신암5동 오세요 카페테리아
209,효목1동 카페봄봄 효목점
210,남산1동 부루잉
211,공산동 투썸플레이스 대구팔공산점
212,대봉1동 크롭투컵
213,신암1동 달토끼
214,신천2동 카페루앤비 대구신천역점
215,공산동 올라오니
216,신천2동 모브
217,신천3동 카페봄봄 동대구역점
218,효목1동 미애부 동촌유원지점
219,지저동 카페모퉁이
220,해안동 초심
221,신암4동 매스커피 동구청점
222,성내3동 정안다방
223,남산1동 다온누리차향
224,지저동 렌토
225,신암1동 제리집
226,안심2동 베리플라워
227,대봉2동 카페큐
228,안심2동 올이즈웰카페
229,남산2동 커피인구
230,안심2동 와우쥬
231,불로동 콩테커피
232,신암4동 봄날
233,방촌동 꿈을담다
234,성내1동 스타벅스 대구228중앙공원
235,신천2동 카페414
236,안심3동 카페나인먼스
237,방촌동 광복다방
238,불로동 다온 검단점
239,남산1동 아메리칸컨테이너 본점
240,효목2동 비타민카페 효목점
241,동인동 하샐요
242,남산1동 dna
243,봉무동 블랑카페
244,방촌동 오잉크
245,신암1동 텐퍼센트커피 대구신암점
246,효목2동 윤영
247,신천3동 안티고
248,해안동 빽다방 대구방촌상명점
249,안심2동 위드콩쓰
250,신암1동 모임다방
251,남산2동 GNI커피
252,성내2동 공차 대구동아쇼핑점
253,효목2동 가인다방
254,동인동 크로플덕오리아가씨 대구중구점
255,남산2동 이이알티키친
256,대신동 토프레소 대구서문시장점
257,성내1동 모노클
258,안심1동 무인다방 대구율하점
259,신암2동 만복당
260,성내1동 딥고잉
261,대봉1동 카페봄봄 김광석골목점
262,효목1동 가인다방
263,불로동 커피콩콩
264,남산2동 낮에해와밤에달카페
265,신암3동 헬로스위트
266,신암2동 청솔로9 대현점
267,신암4동 스타벅스 신세계대구8F R점
268,신천1동 브리플리
269,방촌동 키아베
270,안심3동 탑리터
271,신암2동 캔버스
272,지저동 카페봄봄 대구 동구청점
273,대봉2동 대구커피숍
274,성내3동 36언택트카페
275,봉무동 왓쿡왓커피 대구이시아점
276,동촌동 로키커피
277,남산3동 와우커피
278,신암4동 세라젬웰카페 대구신암직영점
279,대봉2동 에버유어스
280,도평동 벨빌베이크하우스
281,효목2동 더리터 대구아양점
282,효목2동 어글리
283,신암4동 백금당 2호점
284,신천4동 에그카페24 동대구역점
285,남산2동 겸카롱
286,효목1동 히네마
287,지저동 더드림커피 아양교역점
288,신암2동 메가MGC커피 대구대현점
289,지저동 더벤티 대구동구청점
290,신천3동 정담디
291,지저동 에이샵라이브카페
292,동촌동 드롭탑 홈플러스대구동촌점
293,안심1동 멜로소
294,성내3동 조은다방
295,남산1동 교대커피
296,신천4동 할리스 동대구환승센터점
297,도평동 설빙 이시아폴리스점
298,신암1동 극장문
299,동촌동 또르또르
300,신암5동 앤이랑커피
301,안심2동 유연제과
302,신암3동 내가꿈꾸는다락방
303,성내3동 정미다실
304,안심1동 보르딘 대구율하점
305,안심1동 더리터 대구신기점
306,봉무동 그대때문에늘봄날
307,성내3동 라디오데이즈
308,대봉1동 인투더와일드
309,신암4동 루멘
310,성내1동 랑데자뷰 대구동성로점
311,대신동 그린커피숖
312,효목1동 브라운베어
313,성내3동 토브사랑이야기
314,신암4동 덮
315,대봉2동 호안느
316,신천3동 언앨리
317,불로동 곰스크
318,성내2동 물댄동산
319,방촌동 커피앤드
320,신천1동 카패플래닛
321,성내1동 디캣
322,신천3동 다닐살롱
323,공산동 카페봄봄 지묘점
324,안심2동 커피왕 반야월점
325,효목2동 브라운헤어
326,남산2동 노벨커피
327,남산2동 스파이시커피
328,신암2동 게코타워
329,신천3동 두낫디스터브 동대구점
330,삼덕동 카페큐알
331,불로동 더리터 이시아폴리스점
332,대신동 핸즈커피 서문2지구점
333,대봉2동 오가닉모가
334,신암2동 하삼동커피 신천점
335,삼덕동 젠틀러에스프레소바
336,신암5동 민트봉봉
337,대신동 카페인중독 대구남산점
338,신암1동 더쪽
339,대봉1동 원파인트리
340,효목2동 스위트수기
341,남산3동 말그미옥상
342,안심3동 투썸플레이스 대구반야월역점
343,봉무동 읍천리382 대구이시아폴리스점
344,봉무동 딥딥딥
345,동인동 퓨어리즘
346,삼덕동 이디야커피 대구경북대병원점
347,남산1동 카페다온
348,대신동 건영다방
349,신암3동 동광다방
350,신암4동 언제나함께
351,방촌동 커피왕 방촌점
352,성내2동 빽다방 대구반월당현대점
353,신천2동 빵실과자점
354,효목1동 카페단아
355,대봉1동 덤럭
356,효목2동 테로부
357,성내2동 에스파스
358,안심3동 아틀리에빈 신서점
359,성내3동 블랙비버커피
360,지저동 정이담
361,동촌동 설빙 대구동촌유원지점
362,신천3동 마시그래이 신천점
363,동촌동 커피이야기 효목점
364,불로동 드롭탑 대구메가맥스타워점
365,동인동 피삼사(pisamsa)
366,신천3동 동일갤러리카페
367,안심3동 커피스미스 각산이마트점
368,대봉2동 읍천리382 대구중구점
369,봉무동 쉴만한물가
370,성내1동 애리스커피스탠드 교동점
371,신암4동 정이담
372,대봉2동 크롭투컵
373,도평동 땅땅식물랜드
374,성내2동 스타벅스 반월당점
375,해안동 라온데일리
376,해안동 밀크브라운스탠드
377,삼덕동 핸즈커피 대구다운타운점
378,도평동 빌라드샬롯카페 대구공항점
379,신천1동 디르페
380,신암1동 이디야커피 동대구우방유쉘점
381,신암3동 테이크인 커피
382,지저동 커피타임
383,신암3동 카페1990
384,성내1동 파스쿠찌 대구동성로광장점
385,지저동 하루카페
386,지저동 미스터아메리카노
387,해안동 은휼강
388,안심2동 정운다방
389,불로동 카페콩콩
390,신암2동 윈디커피
391,성내2동 드리퍼베이커
392,신암3동 래리커피
393,공산동 갓오브커피
394,안심2동 더리터 대구율하롯데점
395,남산3동 멜로우커피
396,신천4동 찐다방
397,남산3동 쿠덕쿠덕
398,성내2동 블루샥 동성로점
399,신암3동 더스키브라운
400,불로동 더벤티 대구이시아폴리스점
401,대봉2동 로스팅팟츠
402,도평동 선인장다방
403,동촌동 마실커피 아양기찻길점
404,성내3동 아파트먼트 대구중앙점
405,신천4동 류커피로스터스 신세계백화점 대구점
406,불로동 청솔로9 이시아폴리스점
407,효목2동 카페콤마
408,효목1동 더벤티 대구동구청점
409,도평동 더리터 이시아폴리스점
410,효목1동 라이브카페비틀즈
411,신천4동 리틀이탈리아 신세계점
412,불로동 레드애플 롯데아울렛이시아폴리스점
413,효목1동 더드림커피 아양교역점
414,남산2동 매스커피 반월당점
415,해안동 텐퍼센트커피 대구방촌역점
416,신천3동 스타벅스 신세계대구8F R점
417,도평동 퀸즈커피
418,신천1동 블럭패밀리
419,동촌동 소소한찻집
420,동인동 해브아워
421,안심1동 칼디
422,대봉1동 고이그
423,신천1동 홈카페24
424,성내3동 맨션5
425,성내2동 더플레이스카툰24
426,지저동 까르팡
427,신천3동 캐너커피스탠드 본점
428,해안동 마시그래이 강촌점
429,공산동 투썸플레이스 대구팔공순환로점
430,지저동 샘터루
431,신천4동 이디피샵
432,안심3동 헤브론
433,신암5동 88호랑이옛날통닭
434,지저동 짱커피
435,도평동 이시아카페
436,해안동 옛커피
437,방촌동 꽃길다방
438,봉무동 장커피
439,봉무동 청솔로9 이시아폴리스점
440,남산3동 정다방
441,성내2동 꽃자리다방
442,성내1동 마이커피컬로맨스
443,남산1동 커피다라
444,도평동 카페불로
445,성내2동 서스카페
446,신암5동 앤커피
447,지저동 88호랑이옛날통닭
448,공산동 다우산방
449,남산1동 메이커피
450,남산1동 클로저카페
451,남산2동 인더가든
452,신천1동 포라운지
453,해안동 메이드인
454,신천2동 로우동인
455,성내3동 나스커피로스터스
456,지저동 마사커피 대구공항점
457,안심3동 공차 대구각산역점
458,신천3동 동그리당
459,성내1동 동성로미술관
460,신암4동 차밍쌀디저트
461,신천2동 에그오
462,방촌동 솔트
463,삼덕동 화이트캐슬
464,대봉1동 공차 대구백화점플라자점
465,남산1동 카페머그
466,신천4동 엔제리너스 동대구터미널점
467,동촌동 더아양
468,효목2동 카페단아
469,신천2동 카페플래닛
470,대봉2동 마농 대봉점
471,성내1동 할리스 대구동성로점
472,신암5동 스타빈
473,남산2동 타르타르 대구동성로점
474,안심2동 드롭탑 롯데마트대구율하점
475,동인동 테넷
476,대봉1동 몬다코
477,동촌동 드롭탑 동촌유원지점
478,신천4동 만랩커피 대구신천점
479,불로동 쁘띠몽쉘
480,신암1동 만난상점
481,안심2동 종종
482,신암2동 카페봄봄 대현점
483,성내1동 도리안그레이
484,남산2동 모던다방
485,신천3동 청솔로9 신천센트럴자이점
486,대봉2동 미드웨이
487,신암3동 정담디
488,신천4동 도우맨도넛
489,대봉2동 헤이듀
490,신천4동 카페유어프레즌트 동대구점
491,신암4동 더벤티 대구동구청점
492,동인동 동인정취
493,신암1동 일상다반사
494,신천2동 사운즈프리미어
495,신암2동 헤이크로롱
496,신천4동 마시그래이 동대구역점
497,신천2동 올웨이즈베케이션클럽
498,동촌동 은정다방
499,대신동 커피부라노
500,삼덕동 다이벌스 삼덕점
501,대봉1동 파티세리 백산
502,삼덕동 주다방
503,신암1동 목로카페
504,신암3동 명화마을
505,공산동 도이창커피 대구점
506,효목1동 어글리
507,삼덕동 피컵요거트
508,신암3동 투썸플레이스 동대구환승터미널점
509,지저동 차밍쌀디저트
510,대봉1동 카페루엔
511,공산동 홍익차
512,신천1동 커피앤베이글
513,안심2동 꼬끄롱
514,봉무동 라라라티&커피
515,신암4동 대화다방
516,신천4동 엘리스커피
517,성내1동 북성로사람들
518,대봉2동 피플스커피
519,신암4동 더벤티 동대구역점
520,불로동 몬스터커피 이시아폴리스점
521,성내3동 탐앤탐스 롯데시네마프리미엄만경관점
522,신암3동 할리스 동대구환승센터점
523,효목2동 카페나눔
524,남산1동 카페인우드
525,신암1동 옥토끼
526,성내3동 황해다방
527,남산4동 나쁜 커피&북스
528,방촌동 마실커피 방촌시장점
529,남산1동 테라스57
530,신암1동 위치스43
531,해안동 키아베
532,성내3동 카타르시스
533,대봉2동 리노운
534,신암2동 이디야커피 동대구우방유쉘점
535,남산2동 더벤티 대구동아쇼핑점
536,신암5동 그레이스카페
537,효목2동 인문공학 동대구
538,신암2동 카푸루스비타
539,남산1동 세븐카페
540,성내2동 폴바셋 더현대 대구점
541,남산1동 탈린커피바
542,신천2동 홈카페24
543,도평동 카페봄봄 이시아폴리스점
544,공산동 라데팡스
545,안심1동 카페더라
546,남산4동 행복커피
547,도평동 작은행복
548,삼덕동 더벤티 경대병원점
549,성내3동 리엔뷰
550,신암5동 안녕하세요
551,공산동 비발트커피
552,동인동 카페로건
553,해안동 과일곳간
554,공산동 나무906
555,신암1동 왕궁커피숍
556,신암5동 카페봄봄 지저점
557,봉무동 땅땅식물랜드
558,신암1동 게코타워
559,성내2동 퍼센트14-3
560,안심1동 까페를도둑맞다 반야월점
561,대봉2동 학다방
562,성내2동 라디오데이즈
563,안심2동 파랑새다방
564,봉무동 커피원
565,안심1동 카페찐
566,남산3동 루프탑앤
567,효목1동 커피이야기 효목점
568,신암3동 옥토끼
569,신암4동 브루앤미
570,지저동 베로나커피
571,공산동 굿테이스트커피by커피맛을조금아는남자 팔공산점
572,대신동 굿데이마마
573,남산2동 이사빛
574,남산2동 메가MGC커피 대구메트로센타점
575,남산4동 서울메이트
576,삼덕동 너즈커피&바
577,동인동 마이앤써이즈쿠키
578,지저동 어글리
579,신천3동 오슬로
580,안심1동 밀크올로지
581,신천1동 EAT ART
582,신천3동 끼니카페
583,동인동 여름다방
584,남산3동 카페 카리타스 교구청점
585,대봉2동 로스팅 파츠
586,신천3동 소공녀
587,봉무동 작은행복
588,신천2동 안티고
589,남산3동 수테이블
590,대봉2동 문학서비스센터
591,남산1동 이디야커피 대구메트로센터점
592,해안동 만남
593,삼덕동 대구사주타로쪽집게천사
594,신암4동 카페스토리웨이 동대구역사점
595,남산3동 메가샵 크로플 남산점
596,신천3동 카페첼 본점
597,남산2동 경다방
598,남산1동 아나바커피
599,신암1동 커인시던스
600,안심1동 카페손수
601,남산4동 까치다방
602,신암5동 은정다방
603,대신동 별다방
604,안심3동 얌디저트
605,신암1동 투데이로스팅커피 신암점
606,삼덕동 모캄보 대구삼덕점
607,대봉2동 오브너
608,남산3동 퐁당
609,신암1동 HEJHEJ
610,안심3동 몬스터커피
611,신천3동 스타벅스 동대구터미널점
612,대봉1동 모노
613,동인동 852갤러리카페
614,대신동 서문
615,신천3동 카페아지트365
616,성내1동 접속
617,신암5동 더드림커피 아양교역점
618,방촌동 폴바셋 대구방촌DT점
619,신천2동 무드
620,동촌동 이디야커피 대구동촌유원지점
621,효목2동 투썸플레이스 대구동촌유원지점
622,효목1동 12파운드 효목점
623,성내1동 소일
624,성내2동 온정커피
625,방촌동 감성커피 대구방촌점
626,남산2동 테라스57
627,신암1동 타임투 포커스 TIME TO FOCUS
628,남산2동 망티커피 대구반월당점
629,남산4동 카페어노드
630,신암1동 아진커피숍
631,삼덕동 핸즈커피 경대병원점
632,안심3동 리터킹 각산점
633,신암5동 마시그래이 공항점
634,신천3동 모모
635,신천3동 무인다방 신천더샵센터시티점
636,방촌동 파스쿠찌 동촌유원지점
637,안심2동 공차 롯데마트대구율하점
638,도평동 노티스818카페
639,대봉2동 큐바이쿼트
640,방촌동 봄봄 둔산갤러리아점
641,신천3동 마녀가굽는크로플
642,신암5동 마고플레인 아양교점
643,신천2동 테넷
644,지저동 그레이스카페
645,동인동 이디야커피 대구MS재건병원점
646,남산4동 카페너와나여행
647,안심2동 카페설렘 율하점
648,안심1동 1리터커피다스 율하점
649,남산4동 스위치남산
650,대봉1동 커피명가 프라자점
651,안심1동 요거트아이스크림의정석 율하점
652,효목2동 떼아뜨르현
653,안심3동 정오커피숍
654,해안동 카페월화
655,도평동 공대생카페 불로봉무점
656,신천1동 하얀기억
657,성내2동 백금당 종로점
658,남산4동 더캄
659,신천1동 영과점
660,성내2동 쎄라비
661,성내3동 가든커피숍
662,안심2동 카페그레이스
663,성내3동 더 댄스
664,효목1동 정다운컴퍼니
665,안심1동 카페봄봄 율하점
666,신암1동 낙트리
667,대신동 스타지오네
668,안심1동 카페올리브
669,남산2동 두남
670,봉무동 커피폴리오
671,신천3동 스타벅스 신세계대구3F(티바나)점
672,성내3동 구디쉬
673,신천1동 보네티
674,신암2동 만난상점
675,신천3동 엔제리너스 동대구터미널점
676,남산1동 전람회
677,성내2동 이디야커피 대구만경관점
678,대신동 카페유
679,신천4동 어디
680,안심2동 커피하우스
681,봉무동 갤러리디엠
682,안심1동 코끼리다방
683,공산동 로스팅랩
684,동촌동 파라볼레 동촌유원지점
685,대봉1동 샌드록커피
686,지저동 은정다방
687,공산동 블랙쉽커피(Black sheep coffee)
688,신암2동 투썸플레이스 대구신암점
689,공산동 하삼동커피 연경점
690,신천2동 다올
691,남산4동 파스쿠찌 대구남산역점
692,도평동 샘다방
693,안심1동 삼더크 율하점
694,신암2동 헤이주
695,남산1동 메가MGC커피 대구메트로센타점
696,남산4동 정다방
697,신천4동 카페아띠
698,안심1동 공차 롯데마트대구율하점
699,신천4동 윈디스스토어(Windy+s store)
700,동인동 노웍스커피
701,효목1동 카페일리터 효목점
702,남산2동 탠지커피하우스
703,남산3동 카페발리하이
704,대봉2동 용주카페
705,신암2동 머머커피
706,대봉1동 므므커피
707,삼덕동 매스커피 경대병원역점
708,신암5동 BE FRESH (비프레시)
709,신천1동 무드
710,효목2동 다온디저트공방
711,신천3동 엘리트커피숍
712,대신동 사랑채 청라점
713,신암5동 코스모스커피
714,신천2동 커피본
715,안심2동 카페본나 롯데아울렛 대구율하점
716,남산4동 점프 중구남산점
717,방촌동 필림
718,신암2동 다옴커피
719,성내2동 커피팀버 서문점
720,효목1동 마고플레인 아양교점
721,삼덕동 하얀기억
722,남산3동 문포엠
723,봉무동 고바슨
724,남산3동 명진푸드
725,신암3동 투데이로스팅커피 신암점
726,도평동 이디야커피 대구이시아폴리스점
727,삼덕동 카페달달 동성로본점
728,남산3동 설빙 대구대명점
729,봉무동 카페이층공작소
730,남산1동 남산동커피
731,방촌동 래커
732,남산4동 아뜰리에빈 남산역점
733,남산1동 더리터 명덕역점
734,신천4동 시나본 신세계백화점 대구점
735,동촌동 스테이550 동촌유원지점
736,공산동 뷰
737,남산1동 화개제다청류다원
738,도평동 뉴카페
739,불로동 공대생카페 불로봉무점
740,신천3동 마노아카페협동조합
741,신암5동 샘터루
742,도평동 콩돈
743,삼덕동 카페헤이화
744,남산1동 노커커피 (휴업중)
745,대신동 서문커피
746,동촌동 더드림커피 아양교역점
747,도평동 공차 대구국제공항점
748,동촌동 하루카페
749,봉무동 카펠리체 이시아폴리스점
750,도평동 슬로우
751,남산4동 넬스커피
752,신암5동 해금다방
753,도평동 도로시
754,효목1동 바파바로
755,동인동 무오커피
756,삼덕동 삼더크
757,효목1동 더리터 대구아양점
758,동인동 카르멜인더시티
759,안심3동 카페 누
760,동촌동 헵번(HEPBURN)1953
761,성내3동 동경커피숍
762,삼덕동 머그컵
763,해안동 카페레브 퀸벨호텔점
764,신암2동 빽다방 경북대정문점
765,안심2동 카페충분
766,대봉1동 카페청라
767,남산1동 퐁당
768,안심1동 더벤티 롯데마트대구율하점
769,신천2동 보리가실 대구동신점
770,도평동 둥지찻집
771,효목2동 할미다방
772,해안동 꽃길다방
773,동인동 백련차와식사
774,신암1동 커피셀러 경대정문점
775,남산3동 블링빈스
776,방촌동 언제나 내곁에
777,신암1동 인어커피
778,봉무동 몬스터커피 이시아폴리스점
779,삼덕동 커피맛을조금아는남자
780,성내3동 루시드암스
781,대봉2동 노팅힐
782,대신동 원두
783,대봉1동 요거트렌디
784,봉무동 에쏘라인 이시아폴리스점
785,봉무동 공차 이시아폴리스점
786,신암4동 러닝카페
787,도평동 빽다방 대구봉무공원점
788,공산동 더벤티 대구연경점
789,남산2동 커피명가 반월당점
790,효목2동 인스퍼레이션디 동촌유원지점
791,봉무동 얌디
792,공산동 커피팩토리
793,효목1동 동촌커피
794,해안동 쿠프만 방촌점
795,지저동 안녕하세요베이커리&카페
796,안심1동 유연제과
797,대봉2동 제이갤러리카페
798,성내1동 이디야커피 대구동성로점
799,신천4동 더벤티 동대구역점
800,대신동 요요커피
801,안심1동 텐퍼센트커피 대구율하점
802,안심1동 모고우
803,남산1동 카페마시로
804,신암3동 예그리나
805,신천3동 가베오카페
806,신암5동 어글리
807,동촌동 카페데이원
808,불로동 샘다방
809,신암5동 빽다방 대구복현네거리점
810,안심1동 카페봄봄 신기점
811,남산3동 카페너와나여행
812,신암5동 핸즈커피 복현점
813,동인동 스튜디오지
814,공산동 딥오리진
815,남산1동 레프트뱅크
816,성내2동 투썸플레이스 대구종로점
817,방촌동 카페오렌지
818,안심1동 크로플덕오리아가씨 대구율하점
819,동촌동 마고플레인 아양교점
820,해안동 아웃스탠딩커피 혜진점
821,봉무동 뉴카페
822,대봉1동 슬라임앤만들기
823,공산동 홍차가게안단테
824,성내3동 온니컵로스터리
825,삼덕동 로망띠끄
826,신천1동 여름다방
827,남산3동 이디야커피 대구남산점
828,안심3동 옥이랑
829,봉무동 나이스커피
830,공산동 베르겐 에스프레소바
831,불로동 필원이앤비
832,봉무동 카페단산길19
833,성내2동 카페카리부
834,효목2동 카페모이바
835,대봉2동 선데이베이글마켓
836,신천4동 레프트뱅크
837,봉무동 드롭탑 대구메가맥스타워점
838,신암5동 커피얌
839,신천3동 워크
840,신천4동 가비오24시무인카페
841,대봉2동 대봉동 문
842,공산동 비팩토리
843,안심3동 바리스타비 신서점
844,신천3동 카페플라모
845,효목1동 동백다방
846,남산3동 플라잉빵차
847,동촌동 에스프레소바 파라볼레 카페 대구동촌유원지점
848,신천3동 모닉23
849,봉무동 팔공티 이시아폴리스점
850,신천2동 뷔프루타 본점
851,남산3동 헤이트먼데이
852,봉무동 4도
853,대신동 연화다방
854,도평동 왓쿡왓커피 대구이시아점
855,성내3동 향기든자리
856,도평동 파스쿠찌 대구봉무공원점
857,신암4동 설빙 대구동구청점
858,신천4동 카페플라모
859,안심1동 픽크닉
860,남산1동 댕댕 브라우니
861,남산1동 MORRIS COFFEE
862,도평동 마고플레인 아양교점
863,동인동 이디야커피 대구중구청점
864,동촌동 베로나커피
865,성내1동 버건디
866,성내2동 위시카페
867,효목2동 폴앤가토
868,남산2동 미도다방
869,방촌동 시즌커피숍
870,안심3동 투탐
871,지저동 더리터 대구아양점
872,신천4동 쁘띠팔레트
873,동촌동 카페니은
874,해안동 오빠티쉐
875,남산4동 쌔틀
876,성내3동 물댄동산
877,봉무동 더벤티 대구이시아폴리스점
878,대신동 다빈치커피 서문시장점
879,신암2동 커피셀러 경대정문점
880,동인동 서로의달
881,대신동 카페리즈
882,성내2동 러브모드
883,안심1동 온리투데이
884,신암5동 카페봄봄 영진전문대점
885,성내3동 커피뉴
886,성내3동 서스카페
887,신천3동 르씨엘 청구점
888,안심2동 카페mImL
889,성내1동 코즈
890,신암2동 미래찻집
891,공산동 소풍커피
892,성내3동 백금당 종로점
893,방촌동 만남
894,방촌동 새론
895,남산3동 수정다방
896,남산3동 점프 중구남산점
897,효목2동 BLT
898,신암2동 텐퍼센트커피 대구신암점
899,남산2동 스타벅스 대구반월삼성
900,남산3동 스위치남산
901,도평동 라라라티&커피
902,동촌동 커피정류장
903,대봉1동 브레드나인
904,지저동 부아페레아 양기찻길
905,신암2동 카페소남
906,성내2동 탐앤탐스 엘디스리젠트호텔점
907,봉무동 텐퍼센트커피 대구이시아폴리스점
908,남산2동 FOF
909,남산3동 롤러커피
910,성내1동 영원아카이브
