,카페이름
942,이천동 별책다방
943,대명11동 해가뜨다 대명점
944,평리3동 브레드앤밀
945,대명9동 Ur턴
946,내당2동 오커피샵
947,대명5동 몬스터커피 영대병원점
948,원대동 더리터 팔달노원점
949,대명4동 다온커피 카페
950,비산6동 남양커피숍
951,대명4동 다올
952,비산1동 카페비
953,비산6동 그때거기
954,대명5동 혜온
955,안심4동 청솔로9 동구점
956,내당2동 커피크릭
957,대명1동 더크
958,혁신동 오클리하우스
959,내당1동 윤스
960,내당3동 컴포즈커피 대구대신자이점
961,평리1동 카페마카다
962,평리2동 구공카페
963,내당4동 파스쿠찌 대구칠호광장점
964,대명4동 경운커피숍
965,평리4동 베베르
966,비산3동 남양커피숍
967,대명3동 플로우바이손수
968,내당1동 컴포즈커피 대구두류역점
969,대명4동 디어스윗
970,대명2동 놈코어카페
971,대명10동 카페보스 대명1호점
972,내당1동 카페포슬
973,평리1동 카페빌라주
974,대명5동 모미닝
975,비산4동 커피콩자리
976,평리3동 진보경커피숍
977,평리4동 친구야
978,비산1동 커피먼저
979,평리4동 아비앙또
980,대명6동 아눅앞산
981,대명9동 콤마투엔드
982,평리4동 카페로니
983,내당3동 매스커피 서문점
984,대명6동 에이치오오
985,이천동 우지현의 꽃차공감
986,안심4동 대구동구시니어클럽누리커피
987,비산4동 킹콩커피
988,봉덕1동 우물
989,대명6동 뜰
990,내당3동 발사랑
991,내당2동 디저트34
992,대명9동 보정당 앞산점
993,비산1동 유정다방
994,비산5동 케이클래스커피 노원점
995,비산7동 모란다방
996,평리1동 동양다방
997,안심4동 일공이카페(102 coffee)
998,비산6동 여명다방
999,평리3동 커피마을
1000,평리1동 커피샵
1001,비산5동 힐빙카페
1002,비산4동 나눔로또판매점
1003,비산7동 빈커피
1004,비산2동 뜨란뀔로(TRANQUILLO)
1005,대명11동 대경커피숍
1006,안심4동 졸리홀리데이
1007,비산5동 홍다방
1008,봉덕1동 테리카페
1009,고성동 서재를탐하다
1010,대명1동 잇츠댕
1011,평리3동 왕성레스구이
1012,평리5동 도자카페채움
1013,대명4동 카페신선25
1014,대명9동 플란트
1015,고성동 엔제리너스 대구침산점
1016,대명5동 멜로우
1017,평리2동 후문다방
1018,원대동 엔제리너스 대구북비산네거리점
1019,비산7동 신신
1020,비산5동 세컨바닐라
1021,이천동 대봉정
1022,평리2동 예그리나
1023,비산2동 아빠딸
1024,비산2동 더디퍼
1025,비산3동 매스커피 서문점
1026,평리3동 공차 대구평리점
1027,안심4동 바리스타비 신서점
1028,비산3동 만남이커피타임
1029,봉덕2동 혜이커피
1030,봉덕2동 커피더쿠
1031,봉덕2동 금상첨화
1032,평리5동 물레다방
1033,평리2동 설빙 대구서구청점
1034,혁신동 파스쿠찌 대구신서혁신도시점
1035,봉덕1동 명성커피숍
1036,혁신동 카페라우드
1037,평리2동 동양다방
1038,대명6동 운남차정
1039,대명11동 카페그윽
1040,원대동 카페앤펍
1041,상중이동 힐링하루
1042,대명5동 쉼표
1043,원대동 커피엔토스트
1044,내당1동 공's 커피 GONG's COFFEE
1045,평리5동 빽다방 대구서구청점
1046,평리4동 동양다방
1047,평리6동 꿀스커피대구엠월드점
1048,평리3동 백두산커피숍
1049,내당1동 달다
1050,대명9동 앞산더라운지
1051,비산1동 홍다방
1052,대명10동 스미스로
1053,상중이동 모캄보 대구내당점
1054,평리4동 데일리니드
1055,대명6동 메카
1056,비산1동 카페인
1057,평리6동 대구다방
1058,비산6동 MNS커피
1059,내당3동 마카다
1060,비산2동 하이오커피 대구비산점
1061,대명2동 마스가토
1062,이천동 써니쓰스위트투쓰
1063,대명4동 우토리
1064,원대동 핸즈커피 팔달시장점
1065,봉덕1동 커피라온
1066,대명2동 에브리데이에스프레소
1067,고성동 봉스커피
1068,안심4동 까페를도둑맞다 반야월점
1069,비산1동 정다방
1070,비산1동 카페클리어
1071,내당3동 커피앤번 서문시장점
1072,대명10동 카페하루
1073,상중이동 카페이음
1074,원대동 투썸플레이스 대구원대오거리점
1075,대명6동 포린
1076,대명6동 핑크커피숍
1077,비산7동 담소정
1078,비산2동 유정다방
1079,대명6동 명다방
1080,원대동 메가MGC커피 대구팔달시장역점
1081,대명11동 머묾
1082,대명4동 카페하루
1083,봉덕3동 텀브커피 대구봉덕점
1084,평리6동 바운드
1085,비산5동 더리터 팔달노원점
1086,평리5동 올람
1087,대명1동 스타벅스 대구앞산DT점
1088,내당3동 오스카페
1089,내당2동 서신다방
1090,대명4동 앰프티커피
1091,비산5동 메가MGC커피 대구팔달시장역점
1092,비산1동 좋은날
1093,평리6동 경아다방
1094,대명10동 미르커피
1095,대명9동 푸딩구루
1096,대명6동 커피&누룽지
1097,봉덕3동 프라이스커피 대구봉덕점
1098,대명10동 커피&누룽지
1099,대명1동 캔버스커피 대명역점
1100,대명4동 그리핀
1101,평리2동 못난이커피
1102,대명4동 카페린
1103,대명6동 한마음찻집
1104,비산5동 청담
1105,대명9동 월포리91
1106,대명11동 뜰
1107,봉덕2동 모던라이브
1108,상중이동 리커피
1109,평리6동 유캔두잇 중리점
1110,비산5동 핸즈커피 팔달시장점
1111,내당3동 커피왕 비산세종마트점
1112,대명6동 카페로커피
1113,대명6동 만남라이브카페
1114,대명5동 케이클래스커피 본점
1115,대명10동 아티세리
1116,내당3동 원두
1117,비산6동 영주창고카페
1118,비산2동 별다방
1119,봉덕2동 이디야커피 대구봉덕점
1120,내당2동 애플
1121,내당1동 포르테커피
1122,대명4동 커피루카스
1123,대명4동 잇츠댕
1124,평리4동 투샷커피
1125,내당1동 영자클럽 두류점
1126,비산4동 슬립리스인시애틀 서문시장점
1127,고성동 크로플팩토레
1128,대명10동 카페신선25
1129,비산4동 아이아이오
1130,비산4동 애플
1131,내당2동 커피왕 비산세종마트점
1132,내당3동 커피익스프레스
1133,이천동 이이알티 대구점
1134,비산2동 만남이커피타임
1135,원대동 커피집온
1136,상중이동 카페051 대구삼익뉴타운점
1137,평리3동 순풍다방
1138,평리5동 스탠다드테이블
1139,평리5동 스타벅스 대구평리DT점
1140,평리3동 그때거기
1141,대명9동 이나커피
1142,대명6동 시리즈커피
1143,대명1동 카페바니
1144,봉덕3동 에어
1145,대명11동 핑크커피숍
1146,평리6동 광명커피숍
1147,고성동 시선2
1148,봉덕1동 코지커피
1149,비산3동 뜨란뀔로(TRANQUILLO)
1150,평리6동 유진다방
1151,대명6동 새벽별
1152,대명11동 프레쉬프롯
1153,봉덕3동 카페제이나인
1154,대명11동 모토
1155,혁신동 붕스프레소
1156,평리1동 구공카페
1157,비산7동 OK레스카페
1158,비산7동 송이다방
1159,고성동 파스쿠찌 대구침산점
1160,대명10동 카페봄봄 대명역점
1161,평리2동 카페피네
1162,안심4동 펫티아카페그램츄 서호점
1163,내당3동 서울메이트
1164,이천동 로일당 카페
1165,비산1동 갈릴리호수카페
1166,봉덕1동 에어
1167,상중이동 커피상점국화원
1168,평리4동 희동이네
1169,이천동 카페봄봄 대구대봉점
1170,내당3동 조금남다른커피
1171,비산6동 카페빌라주
1172,대명3동 알록꼬
1173,대명6동 트리플에이카페
1174,평리4동 여왕다방
1175,대명6동 인디안
1176,내당4동 아에이오우커피
1177,내당2동 슬립리스인시애틀 서문시장점
1178,내당3동 서문커피
1179,대명2동 앵커커피컴퍼니
1180,내당4동 카페하라
1181,대명2동 카페오헤
1182,대명9동 더크
1183,안심4동 에이에스라이브카페
1184,대명2동 마시그래이 교대점
1185,상중이동 하삼동커피 평리지점
1186,평리3동 갈릴리호수카페
1187,평리2동 몬스터커피 서구청점
1188,봉덕1동 아이비
1189,고성동 카페도도
1190,평리6동 동양다방
1191,비산6동 카페비
1192,평리3동 이루팜 비산점
1193,봉덕1동 모던라이브
1194,대명5동 카페인중독 대구영대병원점
1195,봉덕2동 카페피넛
1196,대명1동 오마모리
1197,봉덕3동 굿스위트
1198,평리4동 하이오커피 대구서구청점
1199,비산6동 백두산커피숍
1200,비산5동 뜻대로카페
1201,평리5동 카페봄봄 중평점
1202,평리6동 카페봄봄 서구청점
1203,대명11동 커피셀러 성당못점
1204,이천동 노즈커피하우스 대봉점
1205,봉덕3동 라니카페
1206,대명9동 159센티미터
1207,내당3동 트란퀼로
1208,상중이동 보리수다방
1209,이천동 카와올라
1210,평리2동 달서카페로뎀나무
1211,원대동 헬륨카페
1212,봉덕2동 그다방
1213,내당4동 투썸플레이스 대구7호광장점
1214,대명3동 카페루바토
1215,원대동 몬스터커피 비원점
1216,혁신동 수앤청
1217,평리2동 투썸플레이스 대구신평리점
1218,원대동 코너커피 침산점
1219,평리6동 YTD216
1220,평리5동 백두다방
1221,대명2동 팔라우 2호점
1222,비산7동 경아다방
1223,비산2동 꿀벌커피숍
1224,상중이동 카페인중독 대구내당점
1225,봉덕2동 카페제이나인
1226,평리4동 St.22-6
1227,상중이동 몰랑몰랑슬라임
1228,대명9동 카페 벤
1229,혁신동 메인스테이
1230,평리4동 카페인
1231,대명6동 카페복만네
1232,내당4동 그란데
1233,비산1동 대화레스카페
1234,대명6동 빵장수단팥빵 카페소담 대명점
1235,대명2동 커피특별시
1236,대명9동 뵈르카페 앞산직영점
1237,상중이동 러블리리본츄
1238,내당2동 매스커피 대신남산점
1239,대명6동 하늘아래
1240,고성동 올드캐슬
1241,비산4동 설렘카페
1242,고성동 초이스커피숍
1243,비산2동 카페나인원
1244,내당2동 매스커피 서문점
1245,평리1동 영주창고카페
1246,대명6동 오르다카페
1247,비산3동 서재를탐하다
1248,평리3동 물레다방
1249,대명2동 하우
1250,대명10동 또다
1251,평리3동 케냐커피 평리점
1252,혁신동 회선
1253,안심4동 커피스미스 각산이마트점
1254,비산4동 남양커피숍
1255,고성동 코르코르커피
1256,안심4동 점핑퀸&편백찜질
1257,비산3동 커피앤번 서문시장점
1258,고성동 플랜 침산점
1259,비산2동 민월재
1260,안심4동 커피베이 대구각산점
1261,안심4동 소소커피
1262,비산2동 남양커피숍
1263,평리4동 플랜 서구청점
1264,내당4동 크런치데이
1265,봉덕3동 카페굿모닝
1266,대명1동 이집
1267,비산2동 서재를탐하다
1268,비산5동 마시그래이 팔달점
1269,대명5동 반반다방
1270,내당1동 빈스커피
1271,비산3동 지(G)블루브라운
1272,대명3동 카페롤링
1273,평리5동 카페인중독 대구내당점
1274,대명4동 말자커피
1275,평리5동 카페인창고
1276,평리5동 더벤티 서대구IC점
1277,고성동 설빙 대구침산점
1278,이천동 브라운슈가
1279,대명6동 이루팜 대명점
1280,평리1동 커피마을
1281,대명4동 점핑바우
1282,내당2동 하이오커피 대구비산점
1283,대명4동 파가니니
1284,내당3동 매스커피 대신남산점
1285,평리3동 알로하베이킹
1286,내당4동 베로에스프레소 광장점
1287,비산5동 투썸플레이스 대구원대오거리점
1288,평리1동 사랑다방
1289,대명1동 커피마시는 고양이
1290,비산2동 서문다방
1291,내당4동 카페내당
1292,봉덕2동 고산골과일카페
1293,고성동 이디야커피 대구시민운동장점
1294,내당3동 MNS커피
1295,평리2동 카페봄봄 서구청점
1296,비산5동 낙조다방
1297,비산2동 맥커피숍
1298,평리1동 카페로니
1299,대명11동 카페 늘
1300,비산1동 카페봄봄 비산점
1301,평리1동 이디야 비산점
1302,봉덕2동 엠엠프로젝트카페
1303,비산5동 태왕레스
1304,대명4동 너머
1305,평리1동 민레스카페
1306,비산1동 메가MGC커피 대구팔달시장역점
1307,평리1동 설빙 대구서구청점
1308,평리4동 이디야서 구청점
1309,비산4동 카페봄봄 비산점
1310,봉덕1동 까페다윤
1311,비산7동 청구커피숍
1312,혁신동 티타임커피 영남지사
1313,평리4동 카페내당
1314,상중이동 카페재충천
1315,내당3동 마시그래이 서문시장점
1316,비산6동 슈크레
1317,이천동 김진수로스터리카페
1318,내당2동 서울메이트
1319,고성동 커피스토아
1320,평리6동 러블리리본츄
1321,비산3동 투썸플레이스 대구고성3가점
1322,원대동 진흥다방
1323,대명1동 마리아쥬커피
1324,봉덕1동 이디야커피 대구봉덕점
1325,봉덕3동 다비아
1326,이천동 달려라커피왕
1327,봉덕1동 카페엘마르
1328,평리2동 커피프리
1329,내당4동 까치다방
1330,평리6동 더벤티 서대구IC점
1331,봉덕3동 비쉬란티
1332,평리4동 감성커피 대구중리점
1333,평리1동 카페봄봄 서구청점
1334,원대동 진커피숍
1335,비산7동 루비
1336,고성동 커피한잔
1337,봉덕3동 카페시드
1338,대명5동 카페마노
1339,평리4동 요거트아이스크림의정석 서구점
1340,고성동 청솔로9 침산점
1341,안심4동 요거트베이지
1342,내당3동 커피 제5지구
1343,대명9동 올가나스토리
1344,비산5동 사랑투다방
1345,대명4동 멍석 사주카페
1346,대명10동 대명마을문화창작소 카페베아또
1347,대명5동 핑크
1348,비산5동 메이크어턴
1349,안심4동 더치앤빈 대구신서점
1350,고성동 마시그래이 대구FC점
1351,내당1동 카페놀이터
1352,대명3동 덕영커피
1353,대명6동 카페아이니
1354,평리3동 스탠다드테이블
1355,평리1동 욜로커피
1356,대명3동 세문다방
1357,원대동 수커피숍
1358,고성동 코헨커피
1359,대명10동 카페몬트
1360,평리1동 달서카페로뎀나무
1361,원대동 케이클래스커피 노원점
1362,비산6동 카페봄봄 비산점
1363,혁신동 예니가
1364,봉덕1동 칼라스
1365,비산6동 카페더프리티
1366,평리4동 S&T커피
1367,비산7동 영미레스카페
1368,안심4동 윈썸
1369,비산3동 건영다방
1370,비산2동 울트라커피
1371,봉덕3동 그레이스커피
1372,내당1동 카페설렘 두류점
1373,내당1동 커피타임
1374,평리1동 카페카리타스 서구점
1375,대명11동 투데이로스팅커피 대명1호점
1376,대명6동 라겟옴
1377,고성동 쥬스식스
1378,내당1동 황제다방
1379,대명1동 향수커피숍
1380,대명3동 골목커피
1381,비산1동 울트라커피
1382,대명4동 벌컥커피 직영점
1383,비산6동 만남이커피타임
1384,비산3동 아빠딸
1385,이천동 카페어울림
1386,내당4동 카페311호
1387,봉덕2동 엔젤하우스
1388,대명6동 파스쿠찌 대구대명역점
1389,상중이동 카페봄봄 서대구점
1390,평리1동 메가MGC커피 대구비산점
1391,대명3동 라지트
1392,대명11동 즉흥적인
1393,비산1동 아름드리
1394,내당1동 요거트월드 서구점
1395,원대동 감프커피
1396,대명4동 비아또
1397,내당3동 카페유
1398,비산6동 반짝콩
1399,비산3동 MNS커피
1400,대명5동 란다방
1401,봉덕1동 카페제이나인
1402,대명3동 커피눔
1403,비산1동 소피의커피테이블 서구비산동점
1404,봉덕2동 다비아
1405,봉덕3동 몽땅연필
1406,대명3동 리얼라이즈카페
1407,혁신동 카페봄봄 각산점
1408,혁신동 카페소스페소
1409,대명2동 세컨드블럭
1410,혁신동 카페봄봄 대림점
1411,비산1동 카페봄봄 팔달점
1412,내당4동 아잇쿠키
1413,대명9동 앞산커피하우스
1414,봉덕2동 컴포즈커피 대구봉덕점
1415,평리3동 데일리니드
1416,내당4동 코페아커피
1417,비산5동 황금다방
1418,대명6동 식물가게온화
1419,대명11동 장미카페 본점
1420,혁신동 커피스미스 대구혁신점
1421,내당3동 커피셀러
1422,봉덕3동 다원
1423,내당4동 미스터힐링 두류광장점
1424,상중이동 성원다방
1425,비산2동 커피숲
1426,내당2동 빙내가
1427,이천동 선데이스너글
1428,대명11동 명다방
1429,고성동 커피식스 침산점
1430,평리2동 이루팜 비산점
1431,비산7동 은하다방
1432,비산4동 오커피샵
1433,대명9동 옐로우브런치
1434,평리4동 카페문득
1435,봉덕2동 진주커피숍
1436,상중이동 퀸스퓨전
1437,비산1동 까만스레스카페
1438,대명2동 크로플각 대명점
1439,평리4동 예그리나
1440,비산6동 카페마실
1441,비산3동 카페화이트레인보우
1442,대명10동 투썸플레이스 대구가톨릭병원대로점
1443,대명3동 사미헌
1444,평리2동 커피타나바
1445,내당2동 컴포즈커피 대구대신자이점
1446,내당2동 리틀빈
1447,비산3동 제니스커피
1448,평리2동 플랜 서구청점
1449,비산2동 브릿지커피
1450,내당2동 서문커피
1451,내당3동 여명다방
1452,대명9동 단정
1453,이천동 모얼덴그이상
1454,평리2동 씨어스 c-us
1455,비산1동 카모밀레
1456,대명1동 페코
1457,대명4동 갓요거트
1458,비산7동 미인커피숍
1459,평리2동 커피그리다
1460,혁신동 쏠커피
1461,대명11동 더리터 대명역점
1462,대명3동 빈이커피 대명점
1463,비산6동 커피주
1464,비산6동 달서카페로뎀나무
1465,대명5동 띤또카페
1466,대명11동 몬딘커피
1467,비산1동 힉스커피 비산점
1468,이천동 카페1015
1469,비산3동 우주라이크커피 대구비산점
1470,비산1동 행복
1471,대명2동 캔버스 교대점
1472,고성동 행복나무
1473,봉덕1동 어필
1474,이천동 큐
1475,대명2동 피카소
1476,비산6동 커피익스프레스
1477,이천동 카페모비딕
1478,비산1동 조은레스카페
1479,비산1동 알로하베이킹
1480,평리4동 커피그리다
1481,봉덕1동 이디야 대구이천점
1482,비산2동 MNS커피
1483,대명4동 베니떼
1484,비산2동 인디엔드
1485,내당1동 엔앨리 디저트카페
1486,비산1동 설기로운
1487,대명6동 카페1593
1488,봉덕1동 다원
1489,대명10동 베니떼
1490,비산3동 카고
1491,평리4동 요아정 대구서구점
1492,대명2동 메이드바이헬로우
1493,비산1동 퀸레스카페
1494,대명4동 명성다방
1495,대명4동 미앤유
1496,평리6동 스타벅스 대구평리DT점
1497,평리5동 몰랑몰랑슬라임
1498,봉덕1동 조이앤제이
1499,내당3동 카페더프리티
1500,내당2동 스타지오네
1501,비산3동 주원카페
1502,비산6동 힉스커피 비산점
1503,비산4동 마이브라운노트
1504,혁신동 미스터브리즈커피 대구혁신도시점
1505,봉덕3동 카페휩
1506,평리3동 이디야커피 대구서구청점
1507,평리2동 까페로더
1508,상중이동 써밋
1509,내당2동 커피부라노
1510,평리1동 주원카페
1511,대명6동 공간빈둥빈둥
1512,대명5동 스테이어스
1513,안심4동 마실커피 뉴타운점
1514,혁신동 두스마일
1515,평리3동 커피먼저
1516,대명2동 베어쉽하우스
1517,대명9동 카펠라
1518,평리1동 몬스터커피 서구청점
1519,대명1동 슈만과클라라
1520,내당1동 엔앨리
1521,평리5동 감성커피 대구중리점
1522,봉덕2동 어필
1523,비산4동 디저트34
1524,봉덕1동 엔젤하우스
1525,내당1동 파스쿠찌 대구두류점
1526,안심4동 다음의계절
1527,안심4동 덴스크
1528,대명4동 카페점보
1529,고성동 빠삐용
1530,내당4동 블루나인
1531,대명11동 현대다방
1532,대명2동 나의집
1533,비산6동 제니스커피
1534,봉덕3동 아킨니
1535,대명5동 동네커피 대명점
1536,대명1동 카페유얼턴
1537,평리4동 홍실다방
1538,혁신동 더리터 대구혁신점
1539,대명5동 송학
1540,비산1동 동백다방
1541,대명11동 하늘아래
1542,대명3동 인카페
1543,혁신동 빽다방 대구혁신1호점
1544,평리5동 커피프리
1545,대명11동 카페051 대구서부정류장점
1546,내당1동 아담브릿지
1547,비산6동 함COFFEE
1548,상중이동 까치다방
1549,봉덕3동 모던라이브
1550,고성동 요거프레소 침산푸르지오점
1551,비산5동 진이레스카페
1552,대명9동 낯선익숙함
1553,봉덕3동 빅터로스팅팩토리
1554,비산2동 크래프터갸또
1555,이천동 시즌
1556,평리2동 마루카페
1557,대명4동 좋았더라
1558,내당2동 오스카페
1559,내당2동 어메이징요거빙수
1560,내당3동 디저트34
1561,원대동 뜻대로카페
1562,내당2동 카페마실
1563,대명2동 코페아커피
1564,평리4동 모캄보 대구내당점
1565,대명1동 낯선익숙함
1566,안심4동 커피1994
1567,비산5동 수정커피숍
1568,혁신동 무인카페
1569,평리6동 쏘울메이트(SOUL MATE) 평리점
1570,평리6동 이디야커피 대구서구청점
1571,이천동 달콤한점빵
1572,대명6동 아티세리
1573,안심4동 몰타 반야월점
1574,대명2동 삼영다방
1575,대명10동 커피컨넥트
1576,비산1동 메이크어턴
1577,내당1동 일오일
1578,평리2동 동백다방
1579,대명9동 허니잘
1580,대명10동 카페봄봄 카톨릭병원점
1581,내당4동 아담브릿지
1582,안심4동 달레스커피
1583,비산1동 아빠딸
1584,평리3동 동백다방
1585,내당2동 MNSCoffe e
1586,평리2동 요거트아이스크림의정석 서구점
1587,대명1동 설빙 앞산점
1588,내당1동 스타벅스 대구두류DT점
1589,비산4동 신은다방
1590,평리5동 오늘다방
1591,대명11동 카페아늑
1592,평리1동 반짝콩
1593,비산4동 커피앤번 서문시장점
1594,내당4동 카페인당
1595,원대동 메이크어턴
1596,평리2동 카페이랑
1597,원대동 로지트 2호점
1598,혁신동 카페마리안느
1599,대명3동 모두가콤마
1600,대명10동 베베커피
1601,비산6동 꿀벌커피숍
1602,내당3동 어메이징요거빙수
1603,대명5동 커피대구협동조합
1604,상중이동 카페봄봄 중평점
1605,상중이동 까페예그리나
1606,안심4동 카페2022
1607,봉덕1동 원기커피 남구청점
1608,비산5동 우송다방
1609,봉덕2동 이디야 대구이천점
1610,봉덕3동 쌍쌍커피
1611,대명4동 그라운드페퍼(Ground_Pepper)
1612,대명5동 커피 향을 담다
1613,비산1동 이디야커피 대구팔달시장점
1614,평리5동 몬스터커피 서구청점
1615,대명3동 스위트팩토리
1616,대명2동 블루블루스 교대점
1617,내당2동 커피 제5지구
1618,평리1동 바닐라빌리지
1619,비산4동 빽다방 대구대신자이점
1620,내당2동 핸즈커피 서문시장점
1621,대명9동 촉
1622,대명3동 또또커피
1623,비산2동 커피익스프레스
1624,비산1동 태왕레스
1625,평리3동 달달해
1626,비산2동 카페쉼
1627,평리2동 또또다방
1628,비산4동 서문커피
1629,비산6동 나눔로또판매점
1630,평리5동 데일리니드
1631,대명10동 이집
1632,원대동 물례커피숍
1633,대명10동 까페소울
1634,평리5동 커피그리다
1635,대명10동 새벽별
1636,내당1동 디웨이브
1637,평리4동 YTD216
1638,평리6동 스탠다드테이블
1639,봉덕1동 커피눔
1640,대명9동 주전자
1641,대명4동 해피블루밍
1642,봉덕1동 화성커피숍
1643,혁신동 모모라카페
1644,상중이동 친구야
1645,평리1동 순풍다방
1646,대명9동 책상
1647,혁신동 하루스타
1648,비산7동 수박레스커피
1649,대명6동 카페경혜네
1650,봉덕2동 명다방
1651,비산5동 빽다방 대구팔달노원점
1652,내당2동 카페알로
1653,대명3동 파라다이스
1654,이천동 메모리인히어
1655,대명3동 타미즈바이올렛
1656,이천동 대봉상점
1657,대명3동 더캄
1658,평리1동 카페봄봄 비산점
1659,대명6동 스타벅스 대구앞산스카이타운점
1660,대명1동 로우시티
1661,봉덕2동 별을품은아이
1662,안심4동 카페인중독 대구각산점
1663,비산6동 카페알로
1664,상중이동 올람
1665,비산2동 건영다방
1666,대명5동 매머드익스프레스 대구영대병원점
1667,평리5동 꿀스커피대구엠월드점
1668,평리4동 커피정원
1669,대명2동 시샘달닷새
1670,대명11동 카페안다미로
1671,혁신동 카페게이트 대구혁신점
1672,평리4동 힐링하루
1673,원대동 빽다방 대구팔달노원점
1674,상중이동 감성커피 대구중리점
1675,봉덕2동 오 그레이
1676,평리5동 블렉카페
1677,평리2동 온나다방
1678,봉덕3동 무하커피&타로
1679,대명1동 카페더빈
1680,원대동 도그플레이스
1681,원대동 코헨커피
1682,내당4동 세븐커피숍
1683,상중이동 원다방
1684,내당4동 토닥이다
1685,혁신동 탑리터 혁신점
1686,안심4동 진저트
1687,혁신동 프리독
1688,평리5동 오도커피
1689,대명9동 앞산밑북카페
1690,평리5동 마시그래이 중리점
1691,내당3동 킹콩커피
1692,비산7동 경아커피
1693,대명6동 카페봄봄 대명역점
1694,봉덕1동 다비아
1695,대명1동 월포리91
1696,비산2동 오퍼커피 서문시장점
1697,평리1동 브레드앤밀
1698,평리2동 데일리니드
1699,대명2동 스트롤커피
1700,원대동 테리커피로스터스
1701,내당4동 카페로마노
1702,비산7동 친구야커피숍
1703,평리3동 아비앙또
1704,평리1동 청다방
1705,대명9동 시그널카페
1706,대명6동 믹스커피
1707,비산2동 청다방
1708,비산2동 제니스커피
1709,봉덕1동 화다방
1710,대명3동 더치미
1711,대명2동 데이즈
1712,비산7동 세종다방
1713,내당1동 메리메리
1714,원대동 B움
1715,대명1동 송학
1716,비산4동 스타지오네
1717,봉덕3동 원기커피 남구청점
1718,비산5동 동락다방
1719,원대동 제일다방
1720,대명2동 에모리인
1721,비산4동 핸즈커피 서문시장점
1722,대명2동 이투(E2)
1723,대명2동 비밀프로젝트
1724,비산4동 빙내가
1725,내당3동 MNSCoffe e
1726,혁신동 스위트무드
1727,평리3동 씨어스 c-us
1728,대명4동 송우
1729,비산7동 정찻집
1730,대명3동 이층집
1731,대명10동 파스쿠찌 대구가톨릭대로DI점
1732,대명9동 매그놀리아
1733,혁신동 아틀리에빈 혁신대림점
1734,대명6동 가연레스카페
1735,이천동 프롬오지
1736,내당3동 카페밤비
1737,평리1동 S&T커피
1738,대명4동 루비커피숖
1739,비산4동 메종드샤베르
1740,비산2동 카페피네
1741,평리1동 커피프리
1742,안심4동 스윕
1743,비산4동 옥루몽 대구서문점
1744,혁신동 쉐리체리
1745,대명3동 천호커피숍
1746,평리2동 마이브라운노트
1747,대명6동 핸즈커피 써니킨점
1748,비산3동 인디엔드
1749,평리5동 뜰안
1750,상중이동 스타벅스 대구평리DT점
1751,대명4동 로얄커피숍
1752,대명2동 역앞카페
1753,평리2동 빽다방 대구서구청점
1754,상중이동 리스커피
1755,비산5동 설기로운
1756,혁신동 어싱카페
1757,혁신동 매스커피 각산혁신점
1758,평리3동 예그리나
1759,평리6동 공차 대구평리점
1760,비산3동 온나다방
1761,내당1동 비나이다
1762,비산7동 둥지레스카페커피
1763,대명6동 워밍업스토어
1764,원대동 제이커피 침산점
1765,평리3동 하나다방
1766,내당1동 빈즈드랍
1767,고성동 피쉬마운트커피 침산점
1768,상중이동 쏘울메이트(SOUL MATE) 평리점
1769,봉덕3동 카페봉덕
1770,평리5동 설빙 대구서구청점
1771,대명3동 카페 모인모인
1772,대명2동 화정플라워카페
1773,평리4동 황제다방
1774,이천동 카르투시아
1775,비산6동 한성커피숍
1776,평리3동 이디야서 구청점
1777,대명11동 페브
1778,봉덕3동 무드부스터
1779,내당1동 아틀리에빈 두류점
1780,평리2동 은다방
1781,봉덕1동 화이트고릴라앤츄떡
1782,비산4동 카페알로
1783,비산6동 미소다방
1784,원대동 청담
1785,고성동 노프릴스피플
1786,원대동 카페봄봄 팔달점
1787,대명6동 릴렉스
1788,대명3동 돈애오라지
1789,비산4동 오퍼커피 서문시장점
1790,대명3동 예니네 베이커리카페 대구점
1791,대명10동 막
1792,대명3동 마농
1793,비산2동 슈크레
1794,혁신동 마시그래이 혁신새론점
1795,비산3동 브릿지커피
1796,대명3동 카페사계
1797,내당4동 더리터 두류역점
1798,대명10동 커피루카스
1799,평리2동 레프트뱅크 서구청점
1800,내당3동 몬스터커피 서문시장점
1801,평리6동 원다방
1802,평리5동 제이베리
1803,혁신동 카페루앤비 대구혁신도시점
1804,내당3동 커피팀버 서문점
1805,비산7동 해바라기다방
1806,혁신동 테라1053
1807,내당4동 상미다방
1808,봉덕2동 라벨라마띠나
1809,내당2동 지(G)블루브라운
1810,대명1동 카페 림
1811,비산3동 청다방
1812,비산7동 수연커피숍
1813,내당4동 커피엔
1814,평리3동 위치카페 평리점
1815,비산3동 백림다방
1816,혁신동 더벤티 대구신서혁신도시점
1817,비산7동 단비다방
1818,대명10동 푸른커피숍
1819,대명9동 커피대구협동조합
1820,비산2동 투썸플레이스 대구고성3가점
1821,평리5동 대우다방
1822,평리4동 원다방
1823,비산2동 온나다방
1824,평리2동 오도커피
1825,평리1동 도자카페채움
1826,안심4동 보케르커피 반야월만남광장점
1827,봉덕3동 에셀
1828,혁신동 카페 테이스티니(Cafe Tastiny)
1829,봉덕1동 씨엘로커피
1830,내당3동 이디야커피 대구대신중앙점
1831,비산3동 별다방
1832,대명3동 오프더스트릿
1833,비산4동 매스커피 서문점
1834,혁신동 오늘여기
