,카페이름
921,고산3동 위라이크케이크
922,범물1동 에녹커피클레식
923,고산3동 커피명가 시지점
924,이곡2동 커피볶는집커피데이
925,범물2동 마리
926,송현1동 블랙커피
927,상인3동 달콤한오후
928,두류2동 덕자네커피
929,고산2동 핑퐁커피 알파시티점
930,상인3동 그레이스커피
931,본리동 파이메이트
932,상인1동 몬스터커피 상인점
933,화원읍 오늘커피
934,구지면 예전커피숍
935,이곡2동 폐이쓰커피
936,성당동 셉템버9
937,범물2동 말카커피
938,용산1동 커피한잔의여유
939,지산2동 풍요디저트카페
940,지산2동 happyhappyhappy
941,지산2동 카페두다트 대구수성못점
942,고산2동 빽다방 대구알파시티점
943,화원읍 핑거커피
944,월성2동 이디야커피 대구신월성점
945,송현1동 썸8.90
946,다사읍 공차 대구서재점
947,본리동 쏭쏭계란빵 성당점
948,죽전동 늘봄
949,옥포읍 화이트펜슬 스터디카페 대구옥포점
950,두류2동 행복한찻집
951,두류3동 공대생카페
952,상인2동 마실커피 상인점
953,월성1동 팔공티 대구신월성점
954,상인2동 빽다방 대구상인월배로점
955,용산2동 힐링숲라파 대구 용산점
956,유가읍 호호리
957,유천동 투썸플레이스 대구진천아이팜메디타워점
958,이곡1동 배달의카페 성서점
959,가창면 MMM
960,범물1동 카페프랑세(cafe francais)
961,고산2동 아틀리에빈 고산점
962,감삼동 공차 대구본리점
963,상인1동 카페봄봄 월곡점
964,진천동 이디야커피 수목원점
965,다사읍 카페봄봄 세천점
966,유천동 아잉카페
967,현풍읍 재동커피
968,구지면 마시그레이 현풍구지점
969,신당동 전원카페초가마실
970,현풍읍 솔다방
971,신당동 론데일
972,본리동 포스트커피로스터리
973,범물1동 카페봄봄 범물점
974,송현2동 바람모티
975,본리동 카페테라스
976,도원동 조은다방
977,용산1동 숲으로
978,유천동 옐로우딥커피
979,고산1동 카페1234
980,감삼동 웨이비
981,유가읍 공차 대구과학관점
982,상인1동 칠분의이커피
983,현풍읍 카페라떼라노
984,가창면 할리스커피 대구힐크레스트점
985,두류3동 나우커피 대구감삼점
986,이곡1동 카페수련
987,유가읍 졸리제이
988,신당동 오디커피
989,감삼동 짹슨커피 감삼점
990,유가읍 비베카
991,범물2동 제임스딘라이브클럽
992,지산1동 카페디디
993,본리동 카페크럼브
994,고산3동 요거트월드 시지점
995,상인2동 레프트뱅크 상인네거리점
996,지산2동 써니라이브
997,상인3동 꽃이랑커피랑
998,유천동 주커피 대구진천점
999,용산2동 린
1000,다사읍 빽다방 대구대실역점
1001,성당동 진쌀롱
1002,송현2동 테스커피
1003,고산2동 카페다이노소어
1004,송현1동 마사커피 삼일병원점
1005,범물2동 더리터 지산점
1006,지산2동 카페크림
1007,월성1동 컴포즈커피 대구월성중앙점
1008,두류1동 스탬프커피
1009,월성1동 카페 달달
1010,현풍읍 드롭탑 대구테크노폴리스점
1011,용산1동 마마
1012,죽전동 해리스카페 대구의료원점
1013,상인3동 호두 베리케이크
1014,논공읍 매스커피 대구옥포점
1015,본리동 개스트하우스
1016,범물2동 듀오커피
1017,지산2동 핸즈커피 수성못점
1018,도원동 운터커피
1019,지산2동 뮤즈
1020,논공읍 74운경
1021,상인1동 레프트뱅크 상인점
1022,논공읍 핸썸커피 옥포지점
1023,용산2동 달콩카페
1024,옥포읍 커피연구공간
1025,진천동 에이치코너
1026,감삼동 커피바이트 감삼점
1027,용산1동 마쵸펍
1028,가창면 꽃뜨락
1029,용산2동 숲으로
1030,두류2동 코지커피샵
1031,본리동 카페봄봄 두류시장점
1032,유천동 더리터 대곡역점
1033,구지면 노버트
1034,구지면 홍다방
1035,두류3동 대구달서시니어클럽HalmiCafe
1036,상인1동 청솔로9 상인점
1037,유가읍 하연
1038,범물1동 빽다방 대구범물시티월드점
1039,범물2동 빈이커피 범물점
1040,월성1동 더벤티 대구신월성점
1041,구지면 약속다방
1042,상인1동 식스에비뉴
1043,도원동 카페 1.14km
1044,송현2동 매화양과
1045,용산2동 비하겐커피
1046,두류2동 파티세리은
1047,고산2동 더하트2016커피
1048,상인2동 아는카페
1049,죽전동 해몬드
1050,두류3동 워크업커피
1051,논공읍 청춘다방
1052,두류3동 카페엔
1053,월성1동 컴포즈커피 대구신월성점
1054,진천동 로지트
1055,두류1동 쏠
1056,지산2동 틈카페
1057,범물1동 보임예다원
1058,본리동 달달
1059,송현2동 서울다방
1060,진천동 커피팀버 대곡점
1061,지산2동 팜테이블 수성못점
1062,두류2동 달다
1063,월성1동 빽다방 대구신월성점
1064,송현1동 수목다방
1065,두류3동 카페코소보
1066,구지면 쿠잉버터
1067,지산1동 어벤더치커피 대구 지범점
1068,송현2동 커피셀러 성당못점
1069,유가읍 퍼플리
1070,유가읍 멜로우엔
1071,상인3동 피오레
1072,월성2동 베스트프레즐 대구월성점
1073,월성2동 버미지아
1074,본리동 몬스터커피 죽전역점
1075,용산2동 이디야커피 대구성서점
1076,용산2동 카페캔버스 용산점
1077,용산2동 디저트덤덤
1078,두류1동 카페SSOL
1079,상인3동 카페봄봄 월곡점
1080,유천동 핑크슬라임
1081,장기동 몬스터커피 죽전역점
1082,죽전동 동향커피
1083,죽전동 다복커피
1084,지산2동 스타벅스 대구두산DT
1085,신당동 카페드케냐
1086,월성1동 마시그래이 월성점
1087,지산1동 카페봄봄 범물점
1088,지산1동 모든순간
1089,지산1동 그루잠
1090,고산2동 홀리데이 마카롱
1091,이곡2동 뉴욕쟁이디저트 대구성서계대점
1092,장기동 쓰담쓰담
1093,유가읍 나우커피 대구테크노폴리스점
1094,지산2동 제이블리
1095,송현2동 헤븐
1096,범물2동 초야월
1097,유가읍 레이카페앤쿡
1098,가창면 까페 라까데미아Cafe LAccademia
1099,유천동 마시그래이 대곡역점
1100,용산2동 나에게n오란다
1101,도원동 로맨스빠빠
1102,지산1동 봉자마켓
1103,현풍읍 332카페
1104,두류1동 스무디킹 대구이월드점
1105,두류1동 카페조이
1106,두류2동 카페오헤이
1107,진천동 더벤티 대구진천역점
1108,상인1동 카페피에
1109,지산1동 애드업(add up)
1110,고산2동 디저트39 알파시티점
1111,가창면 발넷이야
1112,성당동 율리상점
1113,고산1동 매스커피 신매역점
1114,화원읍 카페설화
1115,지산2동 발리
1116,용산2동 레인
1117,현풍읍 제리민
1118,송현1동 오후세시
1119,용산1동 목매화
1120,용산1동 문작가의카페
1121,장기동 별다방
1122,용산2동 도피오커피 대구학생문화센터점
1123,죽전동 커매진에스프레소
1124,두류2동 공차 대구이월드점
1125,신당동 메가MGC커피 대구계명대동산병원점
1126,상인1동 루홀 잉글리쉬커피하우스
1127,송현2동 상사현카페
1128,유가읍 카페봄봄 테크노폴리스점
1129,유가읍 카페정이
1130,두류2동 ddd커피
1131,신당동 빽다방 대구계명대점
1132,범물1동 카페헤이닷
1133,용산2동 커피하리
1134,송현1동 해리스
1135,고산3동 카페 프롬에스
1136,신당동 아마스빈 계명대점
1137,용산1동 에그모니나(EGGMONINA)
1138,상인2동 이포트로스터리카페
1139,두류1동 비나이다
1140,월성1동 공감앤카페
1141,상인3동 몬스터커피 도원점
1142,이곡2동 레프트뱅크
1143,범물2동 카페프란체스코
1144,송현1동 문스
1145,장기동 일루스터테이블
1146,이곡2동 다옴디저트카페
1147,구지면 바빈스커피 대구현풍점
1148,죽전동 죽전그카페
1149,고산1동 다올
1150,진천동 매머드익스프레스 대구진천역점
1151,다사읍 썬솔
1152,화원읍 히몽
1153,장기동 카페봄봄 용산역전자공고점
1154,고산2동 댐퍼커피 알파시티점
1155,논공읍 커피연구공간
1156,다사읍 카페봄봄 동화점
1157,"고산3동 오늘, 너와"
1158,진천동 커피마을 대곡점
1159,두류2동 카페오늘은여기
1160,상인1동 더리터 대구상인점
1161,범물1동 커피베이 대구범물점
1162,지산2동 커피맛을 조금아는남자 지산점
1163,상인1동 뜨오르
1164,송현2동 대한다방
1165,용산2동 펄라이브
1166,두류1동 엄마스
1167,진천동 천씨씨커피 대구진천역점
1168,현풍읍 블랜즈
1169,유천동 잼북카페
1170,구지면 어름 구지점U'rm 구지점
1171,이곡2동 커피플로라
1172,화원읍 그라운드커피 대구점
1173,지산2동 낫온리커피어반델리
1174,도원동 오커피샵
1175,송현2동 커피신
1176,다사읍 브리즈힐
1177,범물1동 그라운드플로어
1178,두류1동 에브리데이 차미점
1179,고산1동 컴포즈커피 신매시장점
1180,장기동 공차 홈플러스성서점
1181,진천동 이디야커피 대구월배점
1182,고산1동 제일구락부 시지점
1183,월성2동 대퍼카페
1184,현풍읍 커피에반하다 대구중리점
1185,상인2동 에이치콤마
1186,도원동 예투카페
1187,가창면 캔버스
1188,고산3동 나우커피 대구매호점
1189,상인2동 쏭쏭계란빵
1190,고산3동 고르다수제간식
1191,고산3동 설빙 대구시지점
1192,구지면 카페콤마
1193,도원동 백림다방
1194,유천동 감성커피 유천점
1195,유천동 포코아포코
1196,두류1동 덕자네커피
1197,고산1동 더드림커피 대구신매점
1198,유가읍 더카페제이
1199,범물1동 카페소소
1200,고산2동 카페플랜 시지점
1201,지산2동 푹(PUK)
1202,두류3동 캔버스
1203,고산3동 리터킹 시지점
1204,상인2동 카페19일
1205,화원읍 가비당1274
1206,고산3동 플러터
1207,구지면 카페서른날
1208,진천동 물꼬방
1209,지산2동 웰스프링
1210,현풍읍 향기다방
1211,가창면 카페노리터
1212,두류2동 아틀리에빈 두류점
1213,죽전동 오놀
1214,두류1동 더카페 대구이월드점(1층)
1215,월성1동 슈에뜨
1216,신당동 카피707
1217,신당동 하삼동커피 대구호산점
1218,논공읍 드롭탑 논공휴게소광주방향점
1219,월성2동 카페정&베이킹스튜디오
1220,화원읍 자연카페
1221,성당동 투데이 플라워&커피
1222,옥포읍 스프링캔 대구옥포점
1223,상인1동 161커피스튜디오 상인점
1224,본리동 블루웨이
1225,용산1동 카페홀리데이
1226,범물2동 카페공깨비
1227,본리동 공차 대구본리점
1228,월성2동 투썸플레이스 대구월성점
1229,용산2동 빽다방 대구용산점
1230,이곡1동 커피랑도서관 성서이곡점
1231,감삼동 캔버스 죽전점
1232,죽전동 요거트월드 대구두류점
1233,상인1동 바빈스커피 대구상인점
1234,고산2동 더로즈
1235,죽전동 구공카페 서남시장점
1236,고산3동 카페고주
1237,신당동 덩치브루어스
1238,범물1동 하삼동커피 대구지산범물점
1239,고산3동 라이크유
1240,두류3동 버블독스 두류공원점
1241,다사읍 투썸플레이스 대구세천점
1242,옥포읍 엘씨로스팅랩
1243,진천동 라뜰리에
1244,유천동 요이파이브 대구진천점
1245,두류2동 바리스타B
1246,장기동 687커피플레이스
1247,신당동 BB마켓
1248,지산1동 60맨션
1249,장기동 커피랑도서관 대구죽전점
1250,송현1동 몬딘
1251,고산1동 커피그리고
1252,유천동 그라운드커피 대구점
1253,송현1동 송현다방
1254,논공읍 스프링캔 대구옥포점
1255,성당동 더리터 달서시장점
1256,두류2동 영자클럽 두류점
1257,유천동 윈지
1258,다사읍 꼬모맨션 다사점
1259,고산1동 카페오딜리
1260,월성2동 마시그래이 월성점
1261,범물1동 카페차차
1262,월성1동 커피랑도서관 대구월성점
1263,두류1동 코어샌드 커피
1264,다사읍 지지피
1265,논공읍 정원
1266,고산1동 CAFE RETRO
1267,월성2동 공차 대구월성점
1268,감삼동 구공카페 감삼점
1269,유천동 하이오커피 대구월배점
1270,성당동 라포
1271,월성1동 시스영
1272,유천동 카페봄봄 대곡역점
1273,이곡2동 공원다방
1274,유가읍 모멘트핸드드립카페
1275,이곡1동 마시그래이 이곡점
1276,송현2동 킹밥
1277,월성2동 커피집
1278,상인3동 애니씽앤즈
1279,죽전동 달그릇공방 대구점
1280,송현2동 정은레스카페
1281,유가읍 우주라이크커피 대구테크노폴리스점
1282,용산1동 카페세라
1283,현풍읍 프랑스가고싶다 현풍테크노점
1284,본리동 마시멜로
1285,옥포읍 케이커 :리CAKER:LEE
1286,옥포읍 모모
1287,신당동 멜로우옐로우(mellow yellow)
1288,송현2동 은화
1289,범물2동 스타벅스 동아수성점
1290,상인1동 밀크티900
1291,두류1동 쏭쏭계란빵&cafe
1292,유가읍 디저트39 대구 테크노폴리스점
1293,송현2동 MK프리마켓
1294,범물2동 달고나디저트
1295,상인1동 커피톡
1296,상인3동 카이스스트릿트샵
1297,논공읍 카페조이원
1298,현풍읍 마로니에
1299,고산3동 아틀리에빈 신매점
1300,본리동 그릿 죽전점
1301,용산2동 마사커피 용산점
1302,상인2동 풍자
1303,감삼동 루츠루츠
1304,현풍읍 젤로
1305,월성1동 블루샥 대구신월성점
1306,송현1동 카페다올
1307,구지면 봄봄커피숍 테크노폴리스2호점
1308,지산2동 더포켓
1309,진천동 잭스커피
1310,고산1동 탑리터 시지점
1311,이곡2동 빽다방 대구성서롯데점
1312,고산2동 배터리커피스탠드
1313,본리동 몬스터커피 달서시장점
1314,옥포읍 카페블로썸 전기차충전소
1315,다사읍 카페봄봄 대구다사역점
1316,유가읍 설렘 테크노점
1317,감삼동 달콤하마
1318,지산1동 브라우네스트커피 로스터스
1319,죽전동 카페인중독 대구죽전역점
1320,이곡1동 밥스딜라잇 성서점
1321,고산3동 엘아르카 티그리스점
1322,이곡2동 수연다방
1323,송현2동 로브카페
1324,지산1동 하삼동커피 대구지산범물점
1325,장기동 몬스터커피 장기점
1326,상인1동 테라
1327,이곡1동 르쁘띠팔레드 고바슨 성서점
1328,두류1동 카페 내당힐
1329,범물1동 메숲
1330,고산2동 웜톤커피
1331,성당동 모조리
1332,상인3동 캠핑카페제주
1333,논공읍 카페와이
1334,감삼동 텐퍼센트커피 대구죽전역점
1335,성당동 멜빵커피 성당점
1336,상인1동 더리터 상인월곡점
1337,가창면 트리하우스
1338,월성1동 에이더블유씨
1339,고산1동 카페봄봄 시지점
1340,유천동 카페또보아
1341,유가읍 유가양과점
1342,이곡2동 래리커피
1343,상인3동 아는카페
1344,유가읍 오디너리히어로즈
1345,유가읍 청솔로9 현풍점
1346,화원읍 오로다커피
1347,고산3동 조예빈라이브
1348,상인1동 지유명차 대구달서구점
1349,용산1동 봉쥬르디저트
1350,죽전동 금정다례원
1351,죽전동 크로쿤
1352,가창면 노즈커피
1353,고산2동 모카덴
1354,월성2동 도케비커피 신월성점
1355,도원동 커피한잔
1356,구지면 보물350
1357,가창면 보니72
1358,용산2동 하삼동커피 대구이곡점
1359,송현2동 셉템버9
1360,논공읍 씨제이프레시웨이
1361,진천동 핸즈커피 대곡점
1362,도원동 고바슨 아레나점
1363,현풍읍 위치커피 현풍점
1364,신당동 래리커피
1365,현풍읍 카페솔례단길
1366,다사읍 카페봄봄 다사점
1367,상인1동 다모아7080라이브클럽
1368,죽전동 띠아모커피 대구더열린병원점
1369,두류2동 달달스텝
1370,가창면 RULLYCOFFEE
1371,두류3동 공차 대구광장점
1372,상인1동 캠핑카페제주
1373,화원읍 카페봄봄 명곡점
1374,범물2동 나주커피
1375,성당동 행복카페
1376,두류1동 드롭탑 대구이월드점
1377,송현2동 또요거트
1378,화원읍 에크피
1379,장기동 할리스 대구본리점
1380,유가읍 606커피
1381,본리동 젤로
1382,상인3동 카페봄봄 대구도원점
1383,상인3동 땡스투유
1384,월성2동 프라우송
1385,상인1동 크로플천 앤 카페 상인점
1386,월성2동 매머드익스프레스 대구신월성점
1387,이곡2동 탐앤탐스 대구계명대학교점
1388,감삼동 파이메이트
1389,범물1동 머그카페
1390,이곡2동 공주다방
1391,송현1동 컴포즈커피 대구서부정류장점
1392,범물1동 공부인
1393,월성2동 할리스 대구월성CGV점
1394,이곡2동 주머니커피숍
1395,지산1동 코디깅베이크샵
1396,상인2동 슈드해브커피
1397,옥포읍 아메리카페
1398,다사읍 덤덤커피바
1399,송현2동 빈
1400,화원읍 연화당
1401,옥포읍 구름슬라임카페
1402,송현2동 원드링크 행복점
1403,이곡1동 감성커피 대구성서점
1404,도원동 정미다실
1405,성당동 머묾
1406,상인2동 카페봄봄 월배점
1407,화원읍 카페드올라
1408,두류1동 카페오헤이
1409,장기동 메가MGC커피 죽전아이위시점
1410,성당동 컵스쿠쿠
1411,지산2동 커피명가 어나더 랩
1412,두류3동 놈놈놈
1413,상인1동 플랜 상인점
1414,두류3동 포르테커피
1415,송현2동 카페반달
1416,두류1동 행복한찻집
1417,다사읍 하삼동 다사역힐스테이트점
1418,범물2동 esc 범물점
1419,유가읍 아이방방
1420,상인2동 리틀멜번
1421,진천동 그린그루브 본점
1422,논공읍 에그카페24
1423,이곡2동 나우커피 이곡점
1424,송현1동 카페인중독 대구송현점
1425,고산3동 더리터 시지사월점
1426,월성1동 소리제이
1427,옥포읍 오로다커피
1428,구지면 턴커피
1429,용산2동 카페봄봄 용산점
1430,유천동 카페보스
1431,죽전동 구스켓인더크로 플 죽전점
1432,죽전동 달의정원
1433,송현1동 팔공티 관문시장점
1434,송현2동 아뜰리에R
1435,상인3동 카페온나
1436,송현2동 카페로사
1437,논공읍 cafe joyone
1438,고산2동 카페봄봄 고산점
1439,논공읍 카페올데이
1440,성당동 카페빵빵
1441,본리동 마더품 성당점
1442,가창면 더츠커피
1443,용산1동 카페미당 용산점
1444,범물2동 몬스터커피 범물점
1445,용산2동 그여행 용산점
1446,감삼동 사운즈커피
1447,상인1동 공차 롯데상인점
1448,장기동 두번째산책
1449,두류2동 더카페 대구이월드83타워점
1450,두류1동 캣월드
1451,다사읍 쿠주
1452,월성1동 벌크커피 신월성점
1453,장기동 컴포즈커피 대구죽전아이위시점
1454,상인2동 모투이(Motui)
1455,감삼동 요거트월드 대구두류점
1456,감삼동 밀루유떼베
1457,두류1동 칼터커피
1458,옥포읍 스테이오오공
1459,범물2동 스무디킹
1460,유가읍 카페인중독 대구유가점
1461,지산2동 아트플렉스
1462,유가읍 필레몬스카페
1463,죽전동 더리터 대구감삼점
1464,진천동 마시그래이 진천점
1465,진천동 테이블동이
1466,월성2동 댄싱컵 신월성점
1467,신당동 오아시스오브데저트
1468,지산2동 빌라데스테
1469,도원동 동네카페
1470,고산1동 모모베이커리카페
1471,지산1동 쭈롱베이크샵
1472,고산3동 만나
1473,상인1동 프렌치홈
1474,송현1동 디어커피
1475,두류3동 카페트리빈
1476,범물1동 하바나커피
1477,성당동 송우카페
1478,유가읍 컴포즈커피 현풍테크노폴리스점
1479,다사읍 카페봄봄 대실역점
1480,성당동 더블유더블유더블유 www.와플주소
1481,도원동 윌리커피 (멤피스커피로 상호변경)
1482,현풍읍 애플커피
1483,진천동 커피쿡 대구진천점
1484,가창면 카페봄봄 대구파동점
1485,도원동 더리터 대구서문시장점
1486,상인3동 획
1487,두류1동 윤스
1488,상인3동 금탑다방
1489,감삼동 커피집
1490,월성2동 카페봄봄 월성삼정점
1491,용산1동 카페도레미
1492,용산1동 마린다방
1493,신당동 앤위고커피
1494,지산1동 꿀리
1495,지산1동 쥬씨 지산범물점
1496,신당동 몬스터커피 호림점
1497,다사읍 로스팅시고
1498,두류1동 팜앤애플
1499,범물1동 만랩커피 대구수성범물점
1500,월성1동 카페봄봄 신월성점
1501,유천동 카페브릿지
1502,구지면 트리플에이 대구구지점
1503,고산3동 카페트리
1504,이곡2동 카페꽃이피다 성서계대점
1505,상인3동 두어커피
1506,화원읍 온 카페
1507,구지면 헤이데어
1508,도원동 라일락뜨락1956
1509,이곡2동 풀필커피
1510,고산3동 달콤한 피아노
1511,장기동 땡큐다방
1512,이곡1동 카페도노
1513,감삼동 유고커피
1514,고산1동 커피지베
1515,가창면 비그릭
1516,범물1동 피어오르
1517,이곡2동 플랜 성서계대점
1518,지산1동 카페콤마
1519,유천동 아로마
1520,신당동 코지똑독
1521,유가읍 하삼동커피 대구엠스퀘어점
1522,지산1동 모하커피
1523,고산2동 까페페르보이
1524,이곡1동 랩디 성서점
1525,두류3동 스무디킹 대구롯데시네마광장점
1526,용산1동 펄라이브
1527,월성2동 빽다방 대구신월성점
1528,송현2동 카페그룬
1529,진천동 감성커피 월배점
1530,구지면 쉴꽃디저트카페
1531,논공읍 카페구슬이네
1532,상인3동 다온
1533,범물1동 달고나디저트
1534,화원읍 맨드라미
1535,지산2동 에그트리
1536,고산3동 위너스커피 매호점
1537,범물1동 카페 로사
1538,도원동 카타르시스
1539,송현2동 도도
1540,송현1동 코카브
1541,진천동 엘아르카 레푸스 진천점
1542,도원동 Romance papa
1543,고산3동 카페봄봄 시지점
1544,두류3동 켄버스
1545,본리동 카페온
1546,월성2동 감성커피 대구신월성점
1547,다사읍 유아독존
1548,월성2동 기분좋은집
1549,범물1동 엘리먼트비
1550,감삼동 무인카페온 감삼43-2점
1551,고산1동 카페욱수
1552,다사읍 로스팅아울
1553,상인3동 다문
1554,상인3동 커피 이야기
1555,상인3동 카페비올레타
1556,화원읍 카페온니담
1557,옥포읍 매스커피 대구옥포점
1558,이곡2동 이크디저트
1559,옥포읍 옥포다육카페
1560,가창면 갤러리카페산딸기
1561,화원읍 카페낙원
1562,월성1동 모도
1563,진천동 주커피 대구수목원점
1564,유천동 카페051 대구월배점
1565,도원동 깡통라이브카페
1566,두류2동 더카페 대구이월드점(1층)
1567,범물1동 제임스딘라이브클럽
1568,이곡2동 커피두이후인
1569,이곡1동 빌리브라운
1570,옥포읍 정원
1571,고산3동 디저트엘
1572,송현2동 수꽃차 친환경공방카페
1573,도원동 서재를탐하다
1574,상인2동 마로나
1575,월성1동 빽다방 대구월성원더풀점
1576,월성2동 MNT
1577,상인1동 차얌 대구상인역점
1578,화원읍 나우커피
1579,도원동 모닝커피
1580,성당동 삼성커피숍
1581,두류1동 두번째이야기 커피팩토리
1582,성당동 바리스타비 성당점
1583,유천동 카페 에스프라하
1584,진천동 주커피 대구진천점
1585,고산2동 아티잔
1586,성당동 데이데이커피
1587,다사읍 커피마마 문양역점
1588,이곡1동 카페봄봄 이곡점
1589,지산2동 가오커피
1590,가창면 나드리커피
1591,범물2동 몬스터커피 지산점
1592,죽전동 마쵸펍
1593,장기동 다다 티앤커피
1594,범물2동 바우어
1595,감삼동 단단호박
1596,용산1동 디저트덤덤
1597,화원읍 이디야커피 화원점
1598,유가읍 마이 리틀 차차
1599,유천동 레드파인카페
1600,지산1동 예담청
1601,지산1동 바이썬 하이문
1602,성당동 카페인프룻
1603,현풍읍 니즈커피
1604,상인2동 일월
1605,송현1동 앤(&)커피
1606,범물1동 예쁜하루디저트카페
1607,송현2동 한일다방
1608,다사읍 템푸스
1609,현풍읍 팬도로시 디지스트점
1610,고산1동 풍경
1611,장기동 평온
1612,송현1동 카페77
1613,장기동 캔버스 죽전점
1614,논공읍 웜브리즈
1615,옥포읍 쥬씨 옥포지구점
1616,본리동 베어프룻
1617,도원동 그랜마오븐
1618,송현1동 복합문화공간 갤러리소호
1619,장기동 별들의다방 장기점
1620,고산2동 셀프바리스타 시지점
1621,두류2동 영지다방
1622,유가읍 마시그래이 현풍테크노폴리스점
1623,월성2동 카페아지트
1624,본리동 보노미아
1625,도원동 건영다방
1626,신당동 더벤티 계명대점
1627,논공읍 마시그래이 옥포점
1628,두류3동 홍콩다방 두류점
1629,감삼동 요거트아이스크림의정석
1630,이곡2동 스타벅스 대구계명대점
1631,현풍읍 선다방
1632,상인2동 더 램브
1633,옥포읍 나우커피 대구달성옥포점
1634,화원읍 아틀리에빈 화원점
1635,가창면 더포켓
1636,상인3동 에프닷커피
1637,신당동 헤이트먼데이 성서점
1638,상인3동 커피예찬
1639,월성1동 쌍도커피 달서구점
1640,다사읍 커피멍
1641,본동 coffee Ro
1642,상인2동 하삼동커피 상인역3번출구점
1643,범물2동 커피명가 지산점
1644,두류3동 맨리스커세권 두류공원점
1645,도원동 비개인날
1646,장기동 공부인스터디카페대구감삼센터
1647,감삼동 달달
1648,지산2동 이디야커피 수성못점
1649,고산3동 스타벅스 대구시지점
1650,다사읍 시오케키
1651,송현1동 달빛다방
1652,옥포읍 카페설화
1653,이곡1동 카페탬스
1654,구지면 스위트가든&카페스위트
1655,다사읍 컴포즈커피 대구서재점
1656,상인1동 리리카페
1657,죽전동 더커피
1658,두류1동 버블앤
1659,상인1동 커피에반하다 대구상인점
1660,월성1동 설빙 대구신월성점
1661,범물2동 로은
1662,상인1동 오마이그릭
1663,송현1동 버터문
1664,상인3동 읍천리382 대구상인점
1665,상인1동 금탑다방
1666,고산3동 빨대
1667,논공읍 옐브커피
1668,성당동 우성커피숍
1669,상인1동 카페봄봄 월서점
1670,화원읍 카페칸
1671,용산1동 훈카롱
1672,유천동 보름
1673,용산1동 구움도
1674,고산3동 시레나커피
1675,본리동 멜빵커피 성당점
1676,월성2동 U커피
1677,본동 월성다방
1678,고산1동 카페벨
1679,현풍읍 텐퍼센트커피 대구테크노폴리스점
1680,이곡1동 M카페
1681,현풍읍 디포타
1682,이곡1동 카페린
1683,이곡2동 T.S카페
1684,범물2동 카페마일드
1685,상인3동 베를린에스프레소바
1686,진천동 푸푸커피 진천점
1687,용산1동 달콩카페
1688,월성2동 스트릿츄러스 대구월성점
1689,지산2동 크림슨래빗
1690,용산1동 생각나는커피
1691,가창면 슬립리스인시애틀 스파밸리점
1692,다사읍 이디야커피 대구서재미르점
1693,범물2동 보임예다원
1694,두류3동 컴포즈커피 대구감삼역점
1695,감삼동 이디야커피 대구죽전역점
1696,이곡2동 이탈리아
1697,범물1동 북카페커피하우스
1698,이곡2동 메가MGC커피 대구성서점
1699,지산1동 이런커피
1700,용산2동 카페도노
1701,유가읍 아라남
1702,가창면 약속다방
1703,지산1동 티스테이
1704,월성1동 더리터 월성점
1705,이곡1동 메가MGC커피 이마트성서점
1706,고산2동 마노커피
1707,월성1동 알파커피
1708,송현1동 크로플덕오리아가씨 달서구점
1709,월성1동 스노우비바리스타비
1710,이곡1동 카페빈
1711,상인2동 더킹 상인점
1712,송현1동 블루빈
1713,고산1동 공차 대구시지점
1714,유가읍 매스커피 현풍테크노점
1715,두류2동 오티움
1716,상인2동 비치클럽커피 상인역점
1717,신당동 커피앤번
1718,진천동 제이랑디저트
1719,고산1동 카페 블루밍
1720,다사읍 텐퍼센트커피 대구대실역점
1721,범물2동 피쉬마운트 범물점
1722,송현1동 대한다방
1723,상인1동 매머드익스프레스 대구상인점
1724,두류1동 이루팜 두류점
1725,두류2동 버블앤
1726,고산2동 카페키다리
1727,진천동 그린혼
1728,현풍읍 카페오롯
1729,도원동 카페보네르
1730,용산1동 비하겐커피
1731,이곡2동 슬로우터틀 성서롯데시네마점
1732,이곡2동 복커피숍
1733,송현1동 다미차
1734,감삼동 민커피숍
1735,논공읍 읍천리382 화원옥포점
1736,상인2동 크림크림크림
1737,감삼동 블루웨이샐러드 달서본리점
1738,고산2동 달콤푸릇 시지점
1739,용산1동 푸유
1740,화원읍 카페봄봄 대곡역점
1741,두류3동 스탬프커피
1742,용산2동 카페캔버스 상리공원점
1743,상인3동 나인엣지
1744,죽전동 티드커피
1745,진천동 빅밸리
1746,본동 기분좋은집
1747,신당동 뉴포트비치커피
1748,이곡1동 나우커피 이곡점
1749,고산1동 마이본 시지점
1750,도원동 빠삐용
1751,유가읍 투케이커피
1752,죽전동 수정다방
1753,유천동 피키
1754,유천동 더브릿지 15호점
1755,송현1동 공간
1756,지산2동 카페포켓
1757,용산2동 마시찌롱
1758,두류2동 카페포슬
1759,이곡2동 요미학
1760,옥포읍 빅토리아파크
1761,장기동 만지고놀고 슬라임카페
1762,고산2동 인D커피
1763,용산1동 커피1번가
1764,송현1동 커피꽃으로물들다
1765,본리동 카페반달
1766,지산1동 하바나커피
1767,장기동 단내음
1768,논공읍 엔엘리오
1769,유가읍 리프패럿 테크노폴리스점
1770,범물2동 카페HIH
1771,이곡1동 카페드아담
1772,이곡1동 그린그루브아카데미 성서점
1773,본리동 미니카페
1774,범물2동 카페소소
1775,도원동 박물관이야기
1776,가창면 666도그플레이
1777,논공읍 벧엘외국인센터
1778,월성1동 언더스코어
1779,고산1동 카페하늘 민들레
1780,지산1동 92커피
