,카페이름
91,유천동 마시그래이 대천점
92,이곡2동 크레마을카페
93,가창면 고요의 숲
94,지산2동 카페투인
95,이곡2동 공차 계명대점
96,범물2동 범물다방
97,고산3동 디어투
98,화원읍 가져가커피
99,이곡1동 솔커피디저트
100,지산1동 슈미제
101,옥포읍 비올라
102,논공읍 가이아카페
103,월성2동 다다 티앤커피
104,장기동 데일리스위트
105,현풍읍 카페오키도키
106,죽전동 몹시커피
107,용산1동 멜로우
108,상인2동 딥우드
109,이곡1동 인블라썸
110,다사읍 더벤티 대구세천점
111,감삼동 이삐커피 죽전역점
112,상인3동 컴포즈커피 대구도원점
113,용산2동 헬로우맘
114,진천동 숭구리달당
115,지산1동 엑트
116,논공읍 러브크레페
117,이곡1동 우성다방
118,고산3동 안단테
119,월성2동 카페 달달
120,논공읍 달곰
121,이곡2동 수채화커피숍
122,장기동 커피나무
123,장기동 바나다커피
124,용산2동 카페더케냐
125,두류1동 파티세리은
126,고산1동 아임붕어 시지점
127,진천동 오마모리 진천점
128,용산1동 이디야 성서점
129,범물1동 브릴란테타타
130,지산2동 케이지
131,상인2동 메종드빈
132,용산2동 마카다
133,상인2동 해리스커피바
134,진천동 감성커피 대곡점
135,두류1동 한독커피숍
136,유천동 펌프커피
137,고산1동 알리바바 무인로봇카페 대구수성점
138,이곡1동 콩이네 과일가게
139,상인1동 획
140,가창면 대구목공카페
141,도원동 온니컵로스터리
142,고산2동 플라림비
143,월성1동 하이오커피 신월성점
144,지산2동 어라운드크림
145,본리동 르아쇼
146,고산1동 리더스커피
147,현풍읍 포산다방
148,범물2동 카페아미
149,유가읍 청하다
150,화원읍 SSAW커피
151,고산1동 플로미슈X아제트
152,범물2동 투썸플레이스 지산광장점
153,월성1동 컵넛 월성점
154,상인3동 스타벅스 대구월곡DT점
155,유천동 더벤티 대구유천점
156,이곡2동 달달한하루 계대동문점
157,두류3동 허니넛
158,상인3동 더리터 상인월곡점
159,용산1동 카페보담
160,상인2동 에프닷커피
161,두류2동 비엔나커피숍
162,용산2동 핸즈커피 이곡점
163,이곡1동 코페아커피 이곡점
164,이곡1동 서로커피 이곡점
165,본동 젤리커피
166,이곡2동 카페온연히
167,고산3동 BK스터디
168,범물2동 예쁜하루디저트카페
169,유가읍 달창카페
170,화원읍 카페꽃이피다 화원점
171,범물1동 몬스터커피 범물점
172,화원읍 카페앙쥬
173,신당동 원데이
174,송현1동 MK프리마켓
175,송현2동 카페그린
176,월성2동 아마스빈 신월성점
177,논공읍 소유커피
178,현풍읍 해이드
179,지산1동 커피맛을 조금아는남자 지산점
180,도원동 서스카페
181,화원읍 마시그래이 대곡역점
182,유천동 에이오케이그라운드 대구점
183,월성2동 텐퍼센트커피 대구신월성점
184,이곡1동 커피볶는집커피데이
185,가창면 보니또
186,가창면 카페865
187,지산1동 써니라이브
188,상인3동 비지스
189,신당동 달콩디저트
190,월성1동 하삼동커피 대구월성점
191,본리동 고양이랑 카페놀이
192,진천동 헬리빈커피 진천역점
193,두류3동 브루업
194,상인1동 더벤티 상인점
195,상인1동 엘모 상인점
196,화원읍 이야기가있는집
197,상인2동 반할커피 상인점
198,범물2동 아인스
199,지산2동 버치브롯
200,죽전동 알페도아이스크림
201,이곡2동 원이커피
202,두류3동 레프트뱅크
203,현풍읍 보람베이킹카페
204,두류3동 더꾸움
205,고산3동 노천사랑방 고산로점
206,구지면 도란도란카페
207,도원동 물댄동산
208,지산1동 카페스테이골드
209,범물1동 듀오커피
210,장기동 동방다방
211,신당동 1LL Maestro
212,상인3동 마시그래이 상인점
213,다사읍 호두당 대구다사점
214,성당동 카페아늑
215,논공읍 생짠카페
216,진천동 몬탁에서 만나
217,상인2동 틔움
218,도원동 구트오피스커피
219,두류2동 카페블랙
220,구지면 제이에이치커피
221,장기동 해아림상담
222,현풍읍 핑퐁커피 현풍점
223,신당동 콩볶는아저씨
224,구지면 카페보스 대구구지점
225,용산1동 뚜바비앙 오브점
226,송현1동 카페약초학당
227,지산2동 더리터 지산목련점
228,범물2동 공차 대구범물점
229,월성2동 핸썸커피 신월성점
230,두류2동 엄마스
231,지산1동 빽다방 대구범물시티월드점
232,두류2동 버블독스 두류공원점
233,유가읍 구례뜰
234,성당동 보노미아
235,신당동 공차 동산병원점
236,진천동 와플칸 대구진천점
237,두류3동 졸음쉼터카페
238,지산1동 코올드커피
239,범물1동 디오커피&잉크
240,장기동 마시그래이 용산역점
241,이곡1동 읍천리382 대구성서점
242,고산3동 공차 대구시지점
243,성당동 미니카페
244,고산2동 올웨이즈카페
245,상인2동 설렘 상인점
246,성당동 좋았더라
247,이곡1동 카페오브유
248,범물2동 디오커피&잉크
249,진천동 그린플레이트
250,본리동 단단호박
251,고산2동 더리터 대구알파시티점
252,논공읍 엔드포인트
253,진천동 스캠프커피
254,두류1동 영자클럽 두류점
255,논공읍 달성보애견카페
256,옥포읍 꽃차그리고커피
257,월성1동 카페아토
258,상인3동 엠트리카페
259,고산3동 테라
260,송현1동 테스커피
261,죽전동 1리터 맥스 두류점
262,고산2동 아울스튜디오
263,옥포읍 몬스터커피 옥포점
264,상인1동 카페봄봄 상인점
265,다사읍 플로우인
266,상인3동 비티케
267,장기동 또바기북카페
268,장기동 해성
269,장기동 본인
270,가창면 핸즈커피 가창점
271,두류2동 빈스커피
272,장기동 스타벅스 대구죽전역점
273,상인2동 차너달베이킹스튜디오
274,장기동 경이로운커피 대구점
275,고산1동 요거트월드 시지점
276,현풍읍 더플러스커피
277,화원읍 작가와커피
278,상인2동 탑클래스커피 상인점
279,고산2동 커피마마 노변점
280,도원동 넌테이블
281,두류3동 디웨이브
282,도원동 빌리웍스
283,지산1동 호작질 지산점
284,송현1동 소나무
285,용산2동 콩드립
286,옥포읍 에이딘치
287,가창면 비트리커피
288,송현1동 카페버니보느
289,이곡1동 카페캔버스
290,신당동 한량가비점
291,고산2동 원쿡 대구스타디움점
292,두류3동 디딤사주카페
293,범물1동 스무디킹
294,용산2동 이디야커피 대구용산점
295,상인3동 에이비오보
296,상인2동 비무샌드
297,본리동 쥬스커피
298,이곡2동 헤이트먼데이 성서점
299,현풍읍 베이크앤드
300,송현2동 드롭인
301,가창면 666DOGPLAY
302,성당동 미아모르카페
303,송현1동 큐리코
304,도원동 파스쿠찌 대구태평메가타워점
305,범물2동 카페프랑세(cafe francais)
306,고산3동 카페블루
307,송현1동 모네꽃을그리다
308,유천동 더바나
309,고산1동 돌페리
310,고산3동 카페캔버스 신매점
311,장기동 카페데이
312,상인2동 커피엘
313,옥포읍 웜브리즈
314,도원동 카페818
315,성당동 컴인커피
316,화원읍 카페23
317,구지면 어썸데이
318,화원읍 쏠트카페앤플라워
319,용산1동 토스트라이크
320,화원읍 2프로부족한공간
321,화원읍 화신다방
322,성당동 부석다방
323,도원동 매스커피 서문점
324,지산2동 채송화라이브봄날카페
325,송현1동 커피앤쥬스
326,본리동 커피플러스
327,옥포읍 이디야커피 대구설화명곡점
328,이곡1동 커피스토아
329,범물2동 그라운드플로어
330,용산1동 카페캔버스 상리공원점
331,두류3동 달달하지롱
332,다사읍 컴포즈커피 대구다사점
333,논공읍 모모
334,송현1동 도그C
335,용산2동 힐링숲카페
336,두류2동 카페조이
337,지산1동 989라운지
338,진천동 더리터 대구진천역점
339,옥포읍 자작스터디카페 옥포점
340,지산1동 드롭탑 대구지산점
341,두류3동 카페 꽃이피다 감삼점
342,이곡2동 카페드케냐
343,유가읍 논페이지
344,도원동 카페고성
345,지산1동 몬스터커피 지산점
346,송현2동 스테이골드
347,유가읍 포레스트45
348,진천동 읍천리382 대곡점
349,이곡1동 투썸플레이스 대구이곡점
350,상인1동 로렌디저트
351,성당동 나눔카페
352,범물1동 피쉬마운트 범물점
353,고산3동 모마
354,두류1동 델라파체
355,두류3동 카페봄봄 광장점
356,월성2동 보키네강아지
357,두류3동 청솔로9 감삼점
358,두류1동 영지다방
359,가창면 이즈
360,고산1동 테리커피
361,구지면 커피읽어주는남자
362,이곡2동 카페콤마
363,고산2동 블레스유커피로스팅
364,화원읍 미당떡방앗간
365,가창면 파르크우록
366,다사읍 필레몬스
367,다사읍 읍천리382 대구대실점
368,지산1동 온기카페
369,화원읍 썸데이아이윌
370,유가읍 비슬휴게실
371,현풍읍 헨젤과그레텔
372,두류1동 빈스커피
373,신당동 아이러브독도
374,죽전동 하이오커피 대구중리점
375,신당동 카페꽃이피다 성서계대점
376,용산1동 나에게n오란다
377,현풍읍 고향다방
378,범물2동 북카페커피하우스
379,범물2동 쥬씨 지산범물점
380,고산3동 바솜
381,죽전동 청솔로9 죽전점
382,장기동 탑7 카페(TOP7 카페)
383,죽전동 더드림커피 서남시장점
384,성당동 소쿠리과자점
385,도원동 정안다방
386,진천동 안지아로
387,성당동 카페봄봄 두류시장점
388,현풍읍 나우커피 현풍점
389,월성2동 스타벅스 대구월성점
390,구지면 카페예현768
391,고산3동 4월
392,고산1동 코페아커피
393,현풍읍 디저트카페딥앤딥
394,본동 헝그리커피
395,월성1동 읍천리382 신월성점
396,상인3동 지유명차 대구달서구점
397,고산3동 달콤커피 대구시지점
398,논공읍 몬스터커피 옥포점
399,두류3동 아더와이즈커피
400,도원동 태광커피숍
401,현풍읍 상아다방
402,고산1동 반코
403,도원동 투썸플레이스 대구고성3가점
404,월성2동 더리터 월성점
405,성당동 카페 오프(CAFE AUBE)
406,죽전동 진다방
407,고산2동 산너머그집꿀
408,성당동 서원다방
409,이곡1동 린
410,상인2동 가유
411,옥포읍 광PC카페 옥포직영점
412,감삼동 컴포즈커피 대구죽전아이위시점
413,범물1동 공차 대구범물점
414,장기동 커피명가 아리아점
415,고산1동 음
416,송현2동 유진커피숖
417,두류2동 카페설렘 두류점
418,범물1동 머그커피하우스
419,유천동 카페라아
420,고산2동 Cafe B1.84
421,용산1동 데인티 용산점
422,용산2동 올리브레스카페
423,상인1동 팔공티 대구상인점
424,범물1동 디플랫
425,두류1동 아이구름솜사탕
426,범물1동 마이하우스
427,이곡1동 할리스 대구성서점
428,월성2동 팔공티 대구신월성점
429,신당동 동남플라워&커피
430,이곡2동 엔피스 카페테리아36.5
431,가창면 커피예가
432,송현1동 셈프레카페
433,죽전동 카페체크
434,죽전동 모캄보 대구미래여성병원점
435,논공읍 이디야커피 대구옥포점
436,범물2동 예쁜하루
437,도원동 이씨씨커피
438,송현1동 카페 티그레
439,두류3동 크로앙쥬 대구두류역점
440,고산1동 레전드라이브
441,상인1동 더벤티 대구상인2호점
442,상인2동 민타로
443,죽전동 부명다방
444,송현1동 일로아
445,장기동 카페따숲
446,화원읍 셀렉토커피 대구화원사문진점
447,지산1동 그로우커피
448,지산1동 공차 대구황금점
449,다사읍 아바분나커피
450,상인3동 아트스페이스이엔
451,유천동 카페70도씨 본점
452,범물2동 K&S
453,유가읍 백금당 현풍점
454,월성1동 공차 대구월성점
455,장기동 아임프룻
456,다사읍 하삼동커피 대구다사점
457,본리동 빈방
458,두류3동 일하
459,고산1동 소피아네
460,도원동 크로플팩토레
461,두류2동 파도다방
462,신당동 피피피
463,지산1동 차우림
464,가창면 상띠에
465,도원동 카페쉼
466,장기동 숲으로
467,본리동 스타벅스 대구감삼DT점
468,감삼동 늘봄
469,고산3동 리더스커피
470,용산1동 카페캔버스 용산점
471,월성1동 매머드익스프레스 대구월성래미안점
472,본리동 카페인프룻
473,이곡1동 셀렉토커피 대구성서롯데시네마점
474,장기동 웨이비
475,신당동 카페봄봄 와룡점
476,범물2동 카페봄봄 범물점
477,논공읍 동건커피&빌리아드
478,옥포읍 161커피스튜디오 화원명곡점
479,장기동 아트디벨로
480,송현1동 빈
481,논공읍 킹스빙스커피
482,용산2동 데인티 용산점
483,월성1동 감성커피 대구신월성점
484,범물1동 디데이492
485,용산1동 레인
486,가창면 네이처파크 소나무정원
487,신당동 원디렉션
488,화원읍 구름슬라임카페
489,장기동 스타벅스 대구감삼DT점
490,두류2동 MANY MAKE
491,가창면 구르미머무는
492,고산2동 카페꽃이피다 시지점
493,송현2동 공간
494,상인1동 1515yumoon
495,월성1동 카페오드
496,범물1동 커피온리 동아백화점수성점
497,도원동 초이스커피숍
498,상인3동 레프트뱅크 상인점
499,옥포읍 유정청
500,월성1동 공차 대구월배점
501,고산2동 갓샐러드 시지점
502,죽전동 알리바바 대구감삼점
503,범물2동 트리오브헤븐
504,진천동 만랩커피 대구진천역점
505,다사읍 공차 대구죽곡점
506,옥포읍 여우와늑대
507,두류2동 델라파체
508,고산3동 박스커피
509,고산3동 미미다방미미식당
510,상인2동 showpiece
511,성당동 보눔
512,논공읍 솔라이트커피
513,옥포읍 바람이불어오는곳
514,가창면 마메종
515,본리동 해든커피
516,감삼동 카페봄봄 두류시장점
517,유가읍 읍천리382 대구현풍점
518,두류2동 비나이다
519,유가읍 마실커피 테크노폴리스점
520,고산2동 마커스커피
521,고산2동 프리울리
522,용산2동 설빙 대구성서점
523,범물1동 선향찻집
524,성당동 크레센트
525,다사읍 카페봄봄 서재점
526,죽전동 보경커피숍
527,이곡1동 빌리브라운 이곡점
528,옥포읍 공차 대구화원점
529,신당동 달달한하루 계대동문점
530,이곡2동 스카이 라이브
531,용산2동 카페홀리데이
532,이곡1동 카페리치
533,이곡1동 스타벅스 대구성서IC DT점
534,유천동 동네커피
535,본리동 제이스베이커리
536,신당동 설빙 대구성서계명대점
537,현풍읍 카페비슬애
538,지산2동 로우틴커피
539,상인1동 정담디
540,두류2동 칼터커피
541,고산1동 카페드엘
542,현풍읍 빛30족욕카페
543,죽전동 혜성다방
544,본리동 블루웨이샐러드 달서본리점
545,월성1동 단아한디저트
546,송현2동 률 cafe
547,유천동 카페에브라임
548,현풍읍 중앙다방
549,이곡1동 이디야커피 대구이곡점
550,두류2동 무인커피공장
551,죽전동 락슈가
552,고산2동 라우디
553,송현1동 서로커피
554,용산1동 크로플각
555,본리동 커피앤과일프렌즈
556,화원읍 몬스터커피 화원점
557,범물2동 하바나커피
558,용산1동 마시찌롱
559,현풍읍 커피코모리(COFFEE KOMORI)
560,도원동 라디오데이즈
561,현풍읍 탑리터 현풍점
562,송현2동 그룬
563,두류2동 베스트트레이딩
564,화원읍 스테이오오공
565,성당동 한일다방
566,범물2동 하삼동커피 대구지산범물점
567,지산1동 안전제일구역
568,상인2동 오늘하루
569,두류3동 롱블랙
570,월성1동 베스트프레즐 대구월성점
571,장기동 공차 대구본리점
572,고산1동 커피인피니티
573,범물2동 카페 로사
574,본리동 커피&과일친구
575,두류2동 팜앤애플
576,장기동 마시찌롱
577,죽전동 브로커피
578,지산2동 부바스
579,진천동 유고
580,범물1동 다방공방
581,"두류1동 카페, 휘월"
582,지산2동 반미콩 수성못점
583,이곡2동 카페빈
584,상인3동 카페카멜레존
585,송현1동 노천사랑방
586,가창면 우록갤러리
587,죽전동 환다방
588,화원읍 카페봄봄 대구 화원점
589,송현2동 달보드레
590,이곡1동 마을카페 콩닥콩닥
591,화원읍 공차 대구화원점
592,월성1동 대퍼카페
593,진천동 카페봄봄 진천점
594,고산1동 커피랑도서관 대구시지점
595,상인2동 카페꽃이피다 상인점
596,용산1동 힐링숲라파 대구 용산점
597,범물1동 말카커피
598,두류2동 카페SSOL
599,구지면 도동스토리
600,논공읍 나우커피 대구달성옥포점
601,도원동 홀란드 뮤지엄
602,상인1동 커피예찬
603,성당동 더맛있는카페
604,옥포읍 핸썸커피 옥포지점
605,지산1동 위니드
606,두류3동 코페아커피
607,두류3동 수수방앗간
608,이곡1동 탑리터
609,상인2동 커피묵짜
610,감삼동 마마플레이트 죽전점
611,장기동 내일카페
612,두류2동 우분투
613,두류2동 한독커피숍
614,본리동 베어프룻cafe
615,월성2동 이루다스터디카페
616,월성2동 컴포즈커피 대구신월성점
617,상인2동 레드하우스
618,두류3동 헤드스페이스커피
619,본동 커피집
620,죽전동 카페하라
621,용산1동 샌드선샤인 죽전점
622,진천동 빽다방 대구진천역점
623,이곡1동 아리수라이브카페
624,죽전동 커피바이트 감삼점
625,진천동 오더블유오 대구점
626,죽전동 커피상점국화원
627,성당동 달달구리
628,송현1동 청다방
629,고산3동 매스커피 신매역점
630,현풍읍 리970
631,고산3동 커피로뎀
632,본리동 핸즈커피 성당점
633,감삼동 청솔로9 장기점
634,지산1동 이디야커피 대구지산녹원점
635,두류1동 카페루고 대구이월드점(4층)
636,월성1동 코타커피 월성점
637,구지면 369떡카페
638,범물2동 머그커피하우스
639,지산2동 스카이
640,감삼동 개스트하우스
641,장기동 커피스토아
642,가창면 카페쁘띠씨엘
643,본리동 메가MGC커피 죽전아이위시점
644,옥포읍 에크피에스빠스
645,두류2동 스무디킹 대구이월드점
646,본리동 은화
647,감삼동 달그릇공방 대구점
648,논공읍 카페돌리아 논공점
649,송현1동 선택의자유
650,두류3동 투썸플레이스 두류공원점
651,논공읍 유정청
652,송현2동 로브카페 로브커피
653,용산2동 금강다방
654,송현2동 젤리커피
655,송현1동 용커피숍
656,유천동 텐퍼센트커피 대구월배점
657,두류1동 MANY MAKE
658,상인1동 미메이트커피
659,본리동 마사커피 성당점
660,상인1동 도토리창고
661,도원동 핑크맨
662,진천동 하삼동커피 대구대곡점
663,두류2동 더카페 대구이월드점(2층)
664,용산1동 사거리커피숍
665,죽전동 카페재충천
666,유천동 하삼동커피 대구월배점
667,유가읍 이디야커피 대구현풍로점
668,지산2동 글리코카페
669,월성2동 설빙 대구신월성점
670,용산2동 빽툰만화
671,용산2동 달콤블리
672,월성1동 매머드익스프레스 대구신월성점
673,상인2동 모모커피
674,다사읍 메가MGC커피 대구다사점
675,월성2동 하이오커피 신월성점
676,용산1동 공차 홈플러스성서점
677,상인3동 커피라네
678,다사읍 달다구니 세천점
679,월성2동 카페게이트 월성본동점
680,범물1동 초야월
681,본리동 반할커피
682,감삼동 제이스베이커리
683,지산1동 카페오기
684,"두류2동 카페, 휘월"
685,지산1동 커피구락부
686,월성2동 팔공티 대구월성점
687,성당동 마사커피 성당점
688,범물2동 다방공방
689,감삼동 중앙커피숍
690,송현1동 상사현카페
691,다사읍 설빙 죽곡점
692,감삼동 달의정원
693,범물1동 아인스
694,죽전동 노다지커피
695,범물1동 내가디저트
696,논공읍 커피마을
697,두류1동 커피와담소사이
698,월성2동 브릴란테
699,구지면 와와카페
700,성당동 송우
701,유가읍 설롱커피
702,월성1동 텐퍼센트커피 대구신월성점
703,도원동 아파트먼트 대구중앙점
704,고산3동 더벤티 시지매호점
705,송현2동 dan coffee
706,유가읍 청솔로9
707,유천동 더떡케이크하우스 쿵떡쿵
708,월성1동 카페굄
709,성당동 쉴만한물가
710,논공읍 신라다방
711,진천동 커피허브
712,지산1동 몬스터커피 황금캐슬점
713,상인3동 다모아7080라이브클럽
714,두류2동 코어샌드 커피
715,상인2동 인웨이브
716,유천동 신원아이엔디
717,두류3동 매스커피 두류역점
718,본리동 파나쉬블랑
719,구지면 현풍카페 이주연에스테틱
720,두류3동 오븐정원
721,구지면 보타닉
722,두류1동 반달커피 두류점
723,월성2동 블루샥 대구신월성점
724,상인2동 메가MGC커피 대구상인역점
725,송현2동 핸즈커피 성당점
726,현풍읍 카페라이더
727,가창면 커피온니두
728,송현2동 커피랑도서관 대구본동점
729,가창면 카페룩스
730,고산2동 무인다방 알파DT
731,송현2동 마시그래이 월촌역점
732,범물2동 영자클럽 대구범물점
733,용산2동 카페수련
734,다사읍 샹그릴라
735,다사읍 투썸플레이스 대구강정보디아크점
736,월성2동 빠다롤더테라스
737,월성1동 블루샥 대구월성점
738,본동 좋은날다방
739,감삼동 카페리포레
740,용산1동 모리(Mori)
741,옥포읍 더리터 대구옥포점
742,지산1동 타샤커피
743,용산2동 작은숲리틀포레스트
744,유천동 영커피 대구유천점
745,성당동 커피하우스
746,송현2동 거성커피숍
747,고산1동 천미리다방 시지점
748,유천동 코에케
749,구지면 팔공티 대구구지점
750,이곡2동 밤샘커피 성서점
751,고산1동 길다방
752,유가읍 커피다커피
753,이곡1동 엔피스 카페테리아36.5
754,두류3동 빅웨이브 광장점
755,이곡2동 바리스타비 이곡점
756,도원동 동진커피
757,고산1동 아마스빈 대구시지점
758,용산2동 인블라썸
759,죽전동 대동커피숍
760,용산1동 카페온(cafe on)
761,구지면 카페라떼라노
762,송현1동 머무름
763,두류2동 프라이스커피
764,도원동 경복커피숍
765,이곡1동 스카이 라이브
766,화원읍 바람이불어오는곳
767,진천동 하삼동커피 대구 진천역점
768,논공읍 카페봄봄 옥포점
769,이곡1동 파스쿠찌 대구성서이곡점
770,본동 까메오
771,성당동 오유디(OUD)카페
772,용산2동 구움도
773,용산1동 달콤블리
774,월성2동 크림 대구월성점
775,장기동 트리니티카페
776,용산2동 제이제이커피
777,유천동 썸
778,두류1동 베스트트레이딩
779,진천동 스테디커피 진천본점
780,가창면 황금다방
781,성당동 앤하우스커피
782,구지면 카페몽글다
783,고산3동 버터즈
784,고산3동 행복한커피볶는집
785,지산2동 놀이터
786,범물1동 트리오브헤븐
787,구지면 마시그래이 현풍구지점
788,상인3동 카페지인
789,지산2동 뮤직카페M
790,옥포읍 솔트
791,두류2동 쏠
792,논공읍 카페조요네
793,가창면 가창카페 아트도서관
794,상인3동 레드하우스
795,이곡2동 아마스빈 대구이곡점
796,감삼동 알리바바 대구감삼점
797,상인2동 무온
798,상인1동 파이데이아북스
799,구지면 엘리시아
800,감삼동 만지고놀고 슬라임카페
801,도원동 맥커피숍
802,월성2동 월성다방
803,고산2동 몬스터커피 알파시티점
804,두류2동 두번째이야기 커피팩토리
805,월성2동 벌크커피 신월성점
806,본동 전다방
807,용산1동 에스프레소인뉴욕 용산점
808,월성1동 컴포즈커피 대구월성삼정그린코아점
809,화원읍 더리터 대곡역점
810,지산2동 할리스 대구수성못점
811,본리동 투썸플레이스 대구죽전하늘채점
812,신당동 커피랑도서관 성서계명대점
813,고산1동 팔레트카페
814,용산1동 커피하리
815,상인3동 미메이트커피
816,가창면 카페공가
817,유천동 청솔로9 화원점
818,용산2동 하삼동커피 대구용산점
819,월성1동 카페봄봄 월성삼정점
820,송현1동 커피땡겨
821,월성1동 토이토핑슬라임
822,이곡2동 오렌지제과점
823,고산1동 카페봄봄 시지퍼스트점
824,감삼동 리노크
825,신당동 탐앤탐스 대구호산점
826,송현1동 광성다방
827,감삼동 띵크어바웃커피
828,고산2동 안순금갤러리카페
829,지산1동 스타지오네
830,범물1동 투썸플레이스 대구범물점
831,두류1동 카페설렘 두류점
832,구지면 카페루크미
833,유가읍 심플카페
834,옥포읍 숲사랑카페
835,고산1동 조예빈라이브
836,장기동 위메이크브랜드 케이더블유
837,이곡1동 라이브빈카페
838,고산2동 플라워&커피어울림
839,상인2동 요아정 대구상인점
840,지산2동 체크인치즈
841,신당동 카페얀
842,월성2동 몬스터커피 신월성점
843,성당동 쏭쏭계란빵 성당점
844,송현2동 포레스트플로어
845,용산1동 다빈치커피 홈플러스성서점
846,월성1동 수북하이 신월성점
847,현풍읍 어닷
848,두류2동 윤스
849,성당동 로얄커피숍
850,범물1동 나주커피
851,상인2동 그릿 상인점
852,구지면 탑리터 구지점
853,용산1동 티파티커피
854,용산1동 화스플라워앤티
855,지산2동 스타벅스 수성레이크점
856,지산2동 mijiro
857,상인1동 드롭탑 대구상인점
858,고산2동 토리커피
859,월성2동 읍천리382 신월성점
860,화원읍 어굿
861,성당동 체리디저트
862,구지면 해이드
863,구지면 카페99
864,구지면 더리터 구지점
865,옥포읍 셀렉토커피 대구화원사문진점
866,용산1동 마사커피 용산점
867,용산2동 퓨로쥬스 대구용산점
868,논공읍 누리
869,고산2동 마이리틀퐁
870,월성2동 공감앤카페
871,이곡2동 카페70도씨 이곡점
872,구지면 메종드마벨
873,상인2동 작은별
874,본리동 애플커피
875,상인2동 배달의카페 상인점
876,송현1동 리뎀
877,이곡2동 이층카페
878,"고산2동 마고커피,갤러리"
879,월성1동 아마스빈 신월성점
880,송현2동 그린다방
881,고산2동 바바빈 애견미용호텔
882,고산1동 요거드숑
883,월성2동 토이토핑슬라임
884,용산2동 다빈치커피 용산꿈의대화점
885,화원읍 퍼시스턴스커피
886,송현2동 세렌디피티
887,화원읍 구스켓인더크로플 화원점
888,범물2동 디데이492
889,감삼동 피넛그레잇
890,화원읍 에이딘치
891,가창면 센스컵
892,본리동 코미짱의디저트가게
893,두류3동 조이팝
894,논공읍 엔제리너스 논공휴게소 대구방향점
895,도원동 트란퀼로
896,옥포읍 카페소예 옥포점
897,신당동 공차 계명대점
898,현풍읍 탐앤탐스 현풍휴게소현풍방향점
899,화원읍 끌리다
900,가창면 갤러리아르떼카페
901,상인1동 엠트리카페
902,성당동 레오나렌
903,범물2동 크크크크
904,두류1동 프라이스커피
905,논공읍 킹스빙스
906,지산1동 반려동물과함께
907,용산1동 커피지상주의
908,고산1동 다담
909,상인1동 키토생활
910,두류2동 FRICE COFFEE
911,고산1동 이레커피
912,송현1동 금곡다방
913,가창면 까페라까데미아
914,옥포읍 자갈자갈 에스프레소바
915,구지면 청솔로9 구지점
916,신당동 카페콰이트
917,월성2동 전다방
918,이곡1동 카페 라쎄느
919,신당동 보케르커피 성서모다아울렛점
920,송현1동 스테이1953
