사업장명,경도,위도,,
폴바셋롯데백화점대구점,128.5955651,35.87605699,,
카페얼바인,128.5457502,35.92346388,,
공간,128.5873605,35.87994412,,
몬스터커피,128.544553,35.92743972,,
칼디커피,128.5632519,35.94334198,,
다빈치커피숍,128.6103841,35.90528982,,
flapper(플래퍼),128.5534952,35.93765552,,
포핸즈,128.611942,35.89627747,,
구름나무,128.5455714,35.94023047,,
이디야커피대구대현점,128.6063918,35.88410547,,
카페봄봄매천점,128.547442,35.91323231,,
캐틀앤비대구점,128.5955651,35.87605699,,
몬스터커피금호점,128.5098819,35.8983131,,
카페봄봄,128.5116527,35.896744,,
커피파리스,128.5433359,35.91373655,,
코코반대현점,128.6098656,35.88053874,,
감성커피팔거역점,128.5573757,35.94388094,,
비쥬카페,128.5672166,35.94824391,,
티앤오T.N.O,128.5924775,35.89138178,,
사랑,128.5673971,35.89023923,,
달담커피,128.5939072,35.88232599,,
핸즈커피인터불고엑스코점,128.6112887,35.90709762,,
카페꽃이피다침산점,128.5896578,35.89151079,,
피상리,128.6190218,35.94459872,,
헤세드,128.5451795,35.94430921,,
탐앤탐스(TOM N TOMS)강북마루점,128.5525669,35.95170826,,
탐앤탐스(TOM N TOMS)대구강북점,128.5475066,35.92469491,,
아이엠,128.6163097,35.9067469,,
탐앤탐스(TOM N TOMS)대구강북점,128.5475066,35.92469491,,
대일,128.6062851,35.88357027,,
언덕다방,128.6030429,35.89205421,,
풍년다방,128.5733378,35.88904412,,
새목련다방,128.56201,35.89055589,,
나드리커피숍,128.6208599,35.8927267,,
유림다방,128.5783708,35.89516738,,
신도다방,128.6065568,35.87761271,,
우송다방,128.5514119,35.94599115,,
무림다방,128.5894836,35.89716856,,
명성다방,128.5727543,35.89422405,,
황실다방,128.5644831,35.88963111,,
대화다방,128.5743418,35.89324461,,
본전다방,128.6133952,35.91391074,,
물레다방,128.5481246,35.91574933,,
선다방,128.6127644,35.89592652,,
수다방,128.6073871,35.898541,,
불티다방,128.5784079,35.89298523,,
한영다방,128.5626992,35.89132227,,
무림다방,128.5894836,35.89716856,,
명성다방,128.5727543,35.89422405,,
황실다방,128.5644831,35.88963111,,
대화다방,128.5743418,35.89324461,,
본전다방,128.6133952,35.91391074,,
물레다방,128.5481246,35.91574933,,
선다방,128.6127644,35.89592652,,
수다방,128.6073871,35.898541,,
불티다방,128.5784079,35.89298523,,
모임다방,128.5716461,35.9004915,,
청자다방,128.5673285,35.88914199,,
토토커피숍,128.5485503,35.93132088,,
미도다방,128.6071495,35.88321257,,
아젤리아커피숍,128.5953029,35.87698054,,
국제다방,128.5808347,35.89357807,,
하나다방,128.5700447,35.89006577,,
달리는다방,128.5734049,35.89832167,,
지하철커피숍,128.6055774,35.87578649,,
가을과소나무,128.5817751,35.88574864,,
강변,128.5965128,35.90144547,,
반도다방,128.575247,35.89605926,,
빙그레 커피숍,128.5574713,35.89324204,,
가인다방,128.5509583,35.92540011,,
유정다방,128.5807873,35.89030746,,
동금다방,128.5795734,35.89986273,,
화진다방,128.5774703,35.89518958,,
제일다방,128.5697678,35.88873237,,
송도다방,128.6214253,35.89212963,,
통일다방,128.6105175,35.89840461,,
대구다방,128.5693188,35.89661125,,
꽃다방,128.6023962,35.91784797,,
진흥다방,128.5816259,35.89004689,,
로얄다방,128.5989658,35.87874303,,
노원다방,128.5684683,35.88893823,,
진다방,128.5734255,35.89121184,,
반반다방,128.6238699,35.89460527,,
어썸브루커피,128.6107875,35.89454656,,
커피프렌즈(COFFEE FRIENDS),128.5501112,35.91898907,,
애하,128.5934776,35.88957885,,
애하,128.5934776,35.88957885,,
옹크,128.5995334,35.88632795,,
소몽,128.6075288,35.89265801,,
카페다움,128.6203698,35.89942776,,
마실래,128.5435259,35.90844466,,
승승삼겹(칠곡3지구점),128.5617289,35.94296116,,
위치스케틀,128.6115791,35.88531901,,
커피와빵,128.609712,35.89377672,,
하바나익스프레스,128.6089197,35.89291973,,
슈,128.5495682,35.9139422,,
뮤페라,128.5922872,35.88348355,,
만난상점,128.6108605,35.88476868,,
필레스카페,128.5961751,35.89883134,,
설렘경북대점,128.6053897,35.89417747,,
엘모,128.5497699,35.94514791,,
팔공티(대구보건대점),128.5446206,35.92681976,,
설렘커피칠곡점,128.5446288,35.93020272,,
다옴,128.6085367,35.87856593,,
보헤아(BOHEA),128.6046319,35.93845244,,
소디스커피,128.5603477,35.9434908,,
착한커피,128.6201165,35.90621006,,
사이섬,128.5520301,35.92529642,,
켈리,128.6190187,35.90532274,,
사계커피랩,128.5837033,35.88073269,,
마실커피경북대점,128.6081024,35.89243343,,
카페354(CAFE354),128.5535682,35.95380405,,
(주)에스디인터내셔날나인블럭대구2가든점,128.5881842,35.88338893,,
커피셀러경대정문점,128.6135339,35.88532511,,
푸른하늘은하수,128.558201,35.93598734,,
플러스,128.5445881,35.92403412,,
목로카페,128.6166892,35.88916261,,
고바슨롯데백화점대구점,128.5955651,35.87605699,,
노리터(N.R.T),128.5795564,35.90238778,,
레이지모닝,128.5653226,35.95006396,,
브리타니아카페,128.5896578,35.89151079,,
우리동네커피대장,128.5490444,35.92206465,,
베르데(Verde),128.6080527,35.89300487,,
브리딩(Breathing),128.5593821,35.94248614,,
수북하이,128.5874149,35.88165179,,
덴스(Thence),128.552288,35.9546877,,
쇠네스독일앤틱독일빈티지독일카페대구칠곡점,128.5640332,35.94297855,,
카페-온,128.5564675,35.95058844,,
카페181,128.5480643,35.91215472,,
더로컬스,128.5865365,35.8932701,,
요거트월드,128.5527235,35.94396321,,
카페원(cafe ONE),128.5597717,35.93856041,,
카페랑...,128.60938,35.89503213,,
수커피(su coffee),128.618986,35.89053527,,
일리카페칠성침산점,128.5896709,35.88014047,,
레알카페,128.5654581,35.95073678,,
바루베이크샵,128.5469802,35.92053752,,
(주)신신까페,128.5812086,35.89081907,,
마시그래이대구FC점,128.5874149,35.88165179,,
플라낭,128.569838,35.93849485,,
쉼카페,128.5158411,35.89561838,,
달보드레,128.6080962,35.90167566,,
비엔나커피하우스오페라삼정점,128.5914693,35.88481186,,
청년다방,128.5603477,35.9434908,,
까페그립소,128.611466,35.90056696,,
비엔나커피하우스,128.5914693,35.88481186,,
쉼커피,128.5685572,35.95074092,,
