,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
10,대명9동 퍼스널스커피,퍼스널스커피,초기값,37,2,대구 남구 대명남로 151 1층,"10:30 - 20:30
20:00 라스트오더",0507-1466-1997,https://www.instagram.com/personals_coffee,"모든사람의 퍼스널 커피취향을 찾아떠나는 공간입니다^^
퍼스널스만의 분위기와 다양한 커피,디저트를 경험해보아요!
언제나 여러분들을 맞이 할 준비되어 있습니다",공사중,"{'커피가 맛있어요': '30', '인테리어가 멋져요': '25', '디저트가 맛있어요': '21', '친절해요': '20', '매장이 청결해요': '18', '음료가 맛있어요': '13', '특별한 메뉴가 있어요': '9', '사진이 잘 나와요': '8', '좌석이 편해요': '7', '음식이 맛있어요': '4', '대화하기 좋아요': '4', '화장실이 깨끗해요': '4', '컨셉이 독특해요': '1', '아늑해요': '1', '음악이 좋아요': '1', '오래 머무르기 좋아요': '1'}"
