,카페이름
824,루머팡 수성점
825,청자다방
826,커피쿡 대구사수점
827,슈가스푼
828,미소커피숍
829,카페뚤레 대구침산점
830,H커피
831,마실커피 범어로데오점마실9호
832,올라파티&케이크
833,커피모아
834,청솔로9 연경점
835,커피나라
836,캔버스
837,푸른하늘은하수
838,사주인카페
839,마스터
840,아아수혈 경북대점
841,흐드러진커피
842,올인 홀덤카페 보건대점
843,리브레드카페 칠성점
844,소울리브
845,카페드크래프트
846,예담청
847,요아정 경북대점
848,첼로레스카페
849,에스페소
850,핸즈커피 범어점
851,커피데이
852,오터
853,디어라마
854,마시그래이 매천점
855,어바웃타임
856,카페올드클로젯
857,보케르커피
858,데지데
859,레조넌스
860,모먼트
861,와우크림커피
862,이프로더치커피
863,커피정찬
864,설렘 경북대점
865,처음
866,봄날
867,제스처커피
868,카페인헤븐
869,아티자나
870,빈스마운틴
871,소연당
872,이층공작소
873,정카페
874,미니플러스
875,웨이비커피
876,카페여기
877,가로장
878,설빙 대구침산점
879,다빈치커피숍
880,카페마엔코 대구동천첨
881,바게리
882,바질커피
883,하이다과점
884,코펜하겐커피
885,망티커피 경북대북문점
886,빽다방 대구수성3가점
887,헤이트먼데이 경북대점
888,커피아나
889,몰타 범어점
890,어썸(awesome)
891,카페스테이
892,커피요정
893,레드데이
894,헬로우어게인
895,투썸플레이스 북대구IC주유소DT점
896,아마스빈 대구보건대점
897,빽다방 대구범어KBS점
898,아담브릿지
899,디어쥬디
900,통일다방
901,아필립라이브바
902,토브디저트
903,황실다방
904,EAT ART
905,노원다방
906,드롭탑 경북대북문점
907,닿은
908,빈플래닛
909,꼬팽
910,더파티
911,더블유컬렉션 산격점
912,커피친구
913,아띠랑스
914,푸푸커피 침산점
915,마마91
916,골목&
917,땅땅식물랜드
918,수야모커피
919,콰이어트타임인어시티
920,로비아네
921,커피맛을조금아는남자 본점
922,온새미로커피
923,캐피톨커피
924,하루
925,스페이스무태
926,무인카페 쉼
927,마시그래이 만촌메트로점
928,mijiro
929,빵실과자점
930,더달빙&디저트
931,주스에그 경북대점
932,플랜어트립
933,설빙 경북대점
934,블렌즈
935,에쏘라인 이시아폴리스점
936,몰타
937,썸
938,끌림카페
939,파스텔
940,리베
941,카페허니비
942,카페반반
943,요거프레소 대구불로점
944,비웨이커피
945,슬로우
946,빙그레커피숍
947,청솔로9 구지점
948,김선생커피
949,스타벅스 대구봉무점
950,한솔다방
951,카페(CAFE) 653
952,허유산 대백프라자점
953,커피스미스
954,스테이
955,따뜻한데이
956,투썸플레이스 대구침산점
957,쥬카롱
958,스토니벨벳
959,야노쉬
960,쥬씨 보건대점
961,히즈베이커리카페
962,모쿠 816 대구경북대점
963,핑거커피
964,카페홀트
965,대구그랜드호텔 더라운지
966,청솔로9 매천점
967,베르데
968,시나본 대구범어점
969,이명재커피
970,텐퍼센트커피 대구범어그랜드점
971,달코미
972,Rhema카페&기독서점
973,무림다방
974,카페보토나
975,매스커피 수성구청점
976,아웃스탠딩커피 현수점
977,그로잉
978,킹콩쥬스&커피 칠곡태전점
979,더리터 대구사수점
980,카페99
981,득조다방
982,눈에꽃
983,홍실커피숍
984,해머스미스커피 대구수성점
985,뵈르카페
986,시즈닝로스터스
987,포미
988,만랩커피 대구범어법원점
989,이디야커피 대구칠곡홈플러스점
990,스테이블모먼트 반석점
991,나인블럭 투가든대구점
992,일센치
993,디카프리커피로스터스 본점
994,스테이모먼트
995,상큼한남자들 사수동점
996,카페레브릭
997,가까운숲
998,주식회사 몬스터
999,로이노엘
1000,젠코커피
1001,옴니포턴트
1002,티타임커피 동천점
1003,코헨커피
1004,마루모리
1005,인스토리
1006,제로디스턴스
1007,오도씨
1008,컴포즈커피 대구이시아폴리스점
1009,투데이로스팅커피 경대점
1010,숲을바라보다
1011,더 THE맛있는과일1L커피 대구범어점
1012,모아나
1013,솔레이빛나는마카롱
1014,청솔로9 수성시장역점
1015,카페더힐
1016,씨엘
1017,이디야커피 대구산격동점
1018,마카다카롱
1019,팔공티 동변점
1020,아마스빈 대구범어점
1021,설래당
1022,고바슨 롯데백화점 대구점
1023,선인장다방
1024,레토
1025,삼십육점오(36.5)
1026,키다리아저씨의커피볶는집
1027,아마스빈 대구칠곡점
1028,커피명가 엑스코점
1029,고타스커피컴퍼니
1030,카페 아틀란
1031,맘쓰랩
1032,성지다방
1033,델리쇼콜랑쥬 호텔인터불고엑스코
1034,스피티코 대구
1035,골목서재
1036,페이지103
1037,카페봄봄 보건대점
1038,또리커피 수성점
1039,제리치즈
1040,아트플렉스
1041,마시그레이 현풍구지점
1042,슬로우하우스
1043,설빙 대구만촌점
1044,레알카페
1045,빌리웍스
1046,카페발견자
1047,커피엔토스트
1048,그레이스
1049,미소
1050,비아토르
1051,팔공티 이마트칠성점
1052,두두앙
1053,실버라운지
1054,카페에서
1055,공차 대구수성점
1056,카페봄봄 칠곡 도남점
1057,기치
1058,보테가라운지
1059,이디야커피 경북대점
1060,아니스커피
1061,커피50210
1062,네일n카페
1063,커피명가 경대북문점
1064,모모상점
1065,커피맛을조금아는남자
1066,쥬스식스
1067,오가다 수성점
1068,조이커피
1069,청담커피 황금점
1070,카페나우 북구청소년회관점
1071,구름
1072,히스
1073,하이라운지
1074,아틀리에빈경북대점
1075,애그플란트
1076,갤러리디엠
1077,스니프
1078,리터킹 대현점
1079,카페67
1080,카페스테이골드
1081,파스쿠찌 대구침산점
1082,피에스수성
1083,쌀로베이킹
1084,카페에녹
1085,빙그레다방
1086,로스터고
1087,퍼즈X멜트베이커리
1088,신신카페
1089,32커피
1090,모리커피 수성시장역점
1091,빽다방 대구칠곡점
1092,오가다 대구대백프라자점
1093,요얼쓰
1094,로브커피
1095,이탈리코
1096,커피명가 이시아폴리스점
1097,teo
1098,위치커피 산격점
1099,감성커피 대구팔거역점
1100,핸씸커피도남점
1101,우송다방
1102,몬스터커피 보건대점
1103,제이콥아츠
1104,제크와콩나무
1105,엔제리너스 대구침산로점
1106,스테노커피(STENO COFFEE)
1107,카페얌
1108,헬로72번가
1109,토끼야놀자
1110,설빙 수성못점
1111,예술공간화선
1112,마시그래이 수성범어점
1113,텐퍼센트커피 대구범어동천초점
1114,까페그립소
1115,PARIENTESS
1116,산격찜질카페 힐링
1117,더리터 칠곡메가박스점
1118,리움
1119,카페앤펍
1120,발루토커피
1121,벨로체
1122,달아요
1123,옐로루테이프
1124,더벤티 대구칠곡점
1125,수커피숍
1126,장미카페 칠곡점
1127,카페디치엘로
1128,요아정 황금동점
1129,이디야 만촌역점
1130,마을카페
1131,그대도카페
1132,노티스818카페
1133,카페빈어스
1134,클로버카페
1135,카페봄봄 청구점
1136,한영다방
1137,더브릿지
1138,아드리아
1139,베스트프레즐 대구수성점
1140,세이커피스탠드
1141,포베오
1142,유정다방
1143,사운즈커피 본점
1144,커피에반하다 대구상동점
1145,카페엘림
1146,브마롱
1147,까페라파 라파청
1148,카페100
1149,르셀
1150,아아커피
1151,오늘하루
1152,모카덴
1153,하즐커피
1154,본아패띠
1155,대우받는카페
1156,젤로
1157,써드스페이스 커피
1158,커널스커피
1159,카페봄봄 두산점
1160,빌라데스테
1161,희루커피 수성직영점
1162,카페바닐라
1163,라온카페
1164,에브리커피 침산점
1165,브라운103
1166,참새과자점
1167,베이스먼트
1168,더리터 대구태전동점
1169,페이지하우스 아트북카페
1170,레스트커피룸
1171,보네스트커피
1172,피콜로라비타
1173,커피음65
1174,배영다방
1175,몬스터커피 이시아폴리스점
1176,스타벅스 대구동천점
1177,텐퍼센트커피 대구대현점
1178,푸푸커피 칠곡점
1179,모나코플레이스
1180,커피맘스
1181,카페아일렛
1182,달토끼
1183,커피왕
1184,론론
1185,유니크베뉴
1186,청수67카페
1187,플리트비체
1188,곰스크
1189,잔향
1190,소지숍
1191,몬스터커피 대구연경점
1192,레프트뱅크
1193,한훤당고택 바이소가
1194,카페포인트
1195,아몬즈베이크
1196,수정다방
1197,커피아델
1198,매스커피 대구은행역점
1199,도현당
1200,라온
1201,플랜 대구경북대점
1202,얼터커피
1203,식스센스
1204,커피앤번 보건대점
1205,커피유
1206,더드림커피 대구태전2호점
1207,아그레망
1208,온댕
1209,우바두커피
1210,푸루푸루 푸딩
1211,헬로우
1212,구름나무
1213,정글몬스터
1214,투썸플레이스 파동가창점
1215,다도화
1216,메가MGC커피 대구복현아이파크점
1217,그린빈
1218,커피놀
1219,보타닉
1220,J&M커피컴퍼니
1221,세라젬웰카페 대구수성직영점
1222,푸키쿠키
1223,쿠스커피
1224,커피식스 침산점
1225,나우커피 만촌점
1226,카페게이트 수성구청점
1227,사랑채 범어점
1228,더벤티 대구동서변점
1229,우리다원
1230,정스콘
1231,수다방
1232,우즈베이커리포레스트
1233,카페봄봄 매천점
1234,카페봄봄 대구법원점
1235,이바구
1236,잎새달닷새
1237,카페불로
1238,카페희
1239,연화다방
1240,오늘도통통
1241,더블유컬렉션
1242,HALO coffee
1243,커피볶는다락방
1244,스트릿퍼플커피
1245,베이글닥터 들안길점
1246,청솔로9 범어점
1247,커피왕 경대남문점
1248,게코타워
1249,모로커피
1250,설빙 이시아폴리스점
1251,티타임ing
1252,서로커피 만촌점
1253,12h 대구백화점 프라자점
1254,비네스트
1255,시공커피
1256,사루비아
1257,카페룩스
1258,그림커피숍
1259,어라운드크림
1260,차그리고공감
1261,쉼플
1262,갤러리앤카페
1263,투썸플레이스 대구경북대점
1264,미지미카페
1265,위드모데스티
1266,그카페
1267,루다커피
1268,카페지금여기
1269,약꾹옆에서
1270,커피왕 범어점
1271,라이크먼데이
1272,배로에스프레소 산업정보대점
1273,올리버브라운 대구복현점
1274,레프트뱅크 황금점
1275,마시그래이 칠성시장점
1276,혼자로512
1277,로우틴커피
1278,브랜치카페 KBS점
1279,미니미
1280,커피1번지
1281,이디야커피 대구복현오거리점
1282,매머드익스프레스 대구수성
1283,카페뜰
1284,시에로
1285,헬로어게인 북문점
1286,코너커피 침산점
1287,읍천리382 대구경북대점
1288,커피베이 대구동천점
1289,목련양과
1290,공대생카페 불로봉무점
1291,브라운커피&라디오비어
1292,카페루프앤 범어점
1293,투데이로스팅커피 국우점
1294,에이엣디
1295,라포미 범어점
1296,아마스빈 대구침산점
1297,멜번레인
1298,마시그래이 산격대우점
1299,살롱드순카페
1300,단케이크
