,카페이름
384,덕자네커피
385,설렘카페
386,서울다방
387,쥬스식스
388,카페봄봄 대평리시장점
389,라이크멍
390,파스쿠찌 대구침산점
391,메모리인히어
392,앵두다방
393,요거트렌디
394,커피수
395,맨리스커세권 두류공원점
396,레오니
397,호동다방
398,카페드로
399,뵈르카페 앞산직영점
400,원다방
401,점핑퀸&편백찜질
402,커피참
403,카페몬트
404,봄날
405,예니가
406,몬스터커피 감삼역점
407,스테이어스
408,투데이로스팅커피 대명1호점
409,옥루몽 대구서문점
410,커피플라자
411,두번째이야기
412,막
413,공원다방
414,마시다
415,카페루바토
416,카페인당
417,작은숲리틀포레스트
418,본아미
419,동구전자 영남지사(본사공식 직영점)
420,자문커피숍
421,이디야커피 대구봉덕점
422,두낫디스터브앞산
423,피쉬마운트커피 반야월점
424,새벽별
425,빽다방 대구팔달노원점
426,보케르커피 반야월만남광장점
427,베어쉽하우스
428,투썸플레이스 두류공원점
429,무하커피&타로
430,향미다방
431,카페잇 대구가톨릭대학교병원점
432,만남이커피타임
433,우미우미
434,월넛커피
435,1리터(L)맥스커피 남구점
436,화이트고릴라앤츄떡
437,미앤유
438,매화커피숍
439,수연커피숍
440,까페를도둑맞다 반야월점
441,우주라이크커피 대구비산점
442,메가MGC커피 대구비산점
443,카페온오프 동구점
444,청다방
445,까만스레스카페
446,성당못 빌
447,원두
448,한성커피숍
449,오성
450,나우커피 대구이천점
451,쉼표플라워앤카페
452,빵장수단팥빵 카페소담 대명점
453,분홍카페
454,커피하우스
455,홀란드 뮤지엄
456,이층집
457,대우다방
458,비개인날
459,스마일
460,몬스터커피 비산점
461,커피더쿠
462,옐로우브런치
463,꽃길레스카페
464,비밀프로젝트
465,혜이커피
466,나우커피 대구시각산점
467,doux&
468,파라다이스
469,캔버스 영남이공대점
470,울트라커피
471,카페더빈
472,유이이유
473,장미카페 본점
474,큐샵
475,칼라스
476,붕붕커피숍
477,카페봄봄 대구대봉점
478,올가나스토리
479,써니커피 대명점
480,은빛다방
481,달레스커피
482,청자다방
483,쿠커피
484,아틀리에빈 두류점
485,몬스터커피 서문시장점
486,빙내가
487,하나커피숍
488,포린
489,금빛정카페
490,카페봄봄 중평점
491,반야월에반하다
492,힐링하루
493,꿀다방
494,5.7다방
495,시류
496,모캄보 대구혁신도시점
497,순풍다방
498,잇츠댕
499,카페봄봄 안지랑점
500,커피팀버 서문점
501,핑크
502,릴리오브더벨리
503,더리터 대구신기점
504,구수하니 팔달점
505,수정다방
506,꿀벌다방
507,스테얼웨이투러브 영남이공대점
508,빈즈드랍
509,행운커피숍
510,카페봄봄 남구청점
511,커피마을
512,해가뜨다 대명점
513,커피숲
514,현대다방
515,어싱카페
516,하루스타
517,마리아쥬커피
518,카페설렘 두류점
519,대명마을문화창작소 카페베아또
520,삼영커피숍
521,우송다방
522,세븐커피숍
523,리스커피
524,레프트뱅크(LEFTBANK)
525,커피농부
526,이디야커피 대구이노밸리점
527,레프트뱅크 교대점
528,옥산로스터리
529,수림다방
530,앤하우스커피
531,억수
532,카페점보
533,로지트 2호점
534,카페고성
535,스위트팩토리
536,감성커피 대구혁신도시점
537,제니스커피
538,몬딘커피
539,또또다방
540,프라이스커피
541,더리터 송현점
542,황금다방
543,컴포즈커피 대구대신자이점
544,컴포즈커피 대구혁신점
545,만남라이브카페
546,노랑하우스
547,카페올리브
548,카페소스페소
549,또다
550,크롭투컵
551,메종드림
552,탑커피
553,이소(ISO)
554,공차 대구평리점
555,맨즈더블유호이차
556,맥커피숍
557,포르테커피
558,카페나우
559,카페복만네
560,OK레스카페
561,여명다방
562,애플
563,아티스트바이
564,설기로운
565,유리커피숍
566,카메라타카페
567,아라커피
568,수빈레스카페
569,더벤티 대구봉덕점
570,카페코나
571,원대로북카페
572,다모임카페
573,어젠틀맨
574,미소다방
575,별다방
576,스트롤커피
577,민들레다방
578,슬립리스인시애틀 서구청점
579,진보경커피숍
580,혜온
581,베베커피
582,카페린
583,카페인중독 대구내당점
584,그린하실래요
585,달콤한점빵
586,해로다방
587,금복다방
588,커피타임
589,스탠바이미
590,더리터 대명역점
591,석화다원
592,더리터 두류역점
593,버터먹은붕어빵 이천점
594,별아리카페
595,몰타 반야월점
596,스탬프커피
597,명다방
598,카페유럽
599,아비앙또
600,브레드앤밀
601,하우
602,마시그래이 대구FC점
603,우물
604,영주창고카페
605,한마음찻집
606,커피맘
607,카페수다
608,보석다방
609,더벤티 대명계대점
610,유림커피숍
611,이루팜 비산점
612,7080정철라이브
613,카페1015
614,그란데
615,퀸스퓨전
616,오마모리
617,더치앤빈 대구신서점
618,파이브커피
619,세컨바닐라
620,말자커피
621,진이레스카페
622,초코마샹스
623,카페앤브런치정원
624,마시그래이 혁신새론점
625,갓요거트
626,로얄커피숍
627,에녹커피 북구청점
628,정오
629,모미닝
630,라니카페
631,동락다방
632,나의집
633,커피앤번 서문시장점
634,인디엔드
635,설빙 앞산점
636,시그널카페
637,유니커리
638,동네커피 대명점
639,요요커피
640,엔앨리 디저트카페
641,카페리즈
642,메리메리
643,사랑채
644,커피셀러
645,카페하라
646,카페텀블루
647,요거트월드 서구점
648,프리지아
649,더하당
650,설렘 두류점
651,매스커피 신서혁신점
652,에브리데이에스프레소
653,엔제리너스 대구북비산네거리점
654,카페인창고
655,프롬오지
656,쏠커피
657,카페쉼
658,다온커피 카페
659,모모달
660,투썸플레이스 대구신평리점
661,카페그윽
662,벌컥커피 직영점
663,수박레스커피
664,알로하베이킹
665,커피가있는공간
666,B움
667,카페오헤
668,분홍커피
669,K작업실앤카페
670,커피&쥬스
671,열두광주리
672,멍석 사주카페
673,퀸스라이브카페
674,물례커피숍
675,카페몽티603베이커리
676,카페드롬
677,피카소
678,스윗베이크
679,앨리스인원더랜드
680,마시그래이 신서혁신도시점
681,디저트34
682,동백다방
683,머묾
684,카페 늘
685,담소정
686,카페어울림
687,투썸플레이스 대구가톨릭병원대로점
688,란다방
689,메인스테이
690,월럿커피
691,욜로커피
692,고산골과일카페
693,투썸플레이스 대구남구청희망로점
694,오늘만다방
695,하녹
696,피쉬마운트커피 침산점
697,폰스
698,이디야커피 고성점
699,구스켓인더크로 플 죽전점
700,보정당 앞산점
701,서부주차장구내다방
702,더리터 대구혁신점
703,핸즈커피 서문2지구점
704,진커피숍
705,사미헌
706,카페지지씨
707,더벤티 대구두류이편한점
708,카모밀레
709,손호출카페
710,카페 벤
711,카페피네
712,카페이랑
713,줄라이모닝
714,플로우바이손수
715,카페땡뚱쁘띠끄
716,커피프리
717,진저트
718,메가MGC커피 대구팔달시장역점
719,카페엔
720,크로뿔
721,카페오트
722,요거트월드 대명점
723,오븐정원
724,라벨라마띠나
725,대구동구시니어클럽누리커피
726,카페경혜네
727,파스쿠찌 대구신평리네거리점
728,카페롤링
729,빽다방 대구혁신1호점
730,코지모먼트
731,명성커피숍
732,페코
733,루비
734,스미스로
735,카페5.0
736,믹스커피
737,대봉동 문
738,투썸플레이스 대구성당점
739,달달해
740,브라운슈가
741,크럼키
742,카페엘마르
743,뜻대로카페
744,올람
745,159센티미터
746,구공카페 서남시장점
747,카페봄봄 신서혁신점
748,이이알티 대구점
749,마시그래이 중리점
750,델리브
751,대덕다방
752,히읗카페
753,스윗
754,어필
755,구공카페 팔달점
756,보리수다방
757,너머
758,몬스터커피 대명점
759,선데이스너글
760,카페빅플랫
761,못난이커피
762,예니네 베이커리카페 대구점
763,시커먼스
764,카페마실
765,투샷커피
766,남경커피숍
767,아카페
768,커피주
769,에이치오오
770,카페1052
771,카페나인원
772,설빙 대구침산점
773,커피컨넥트
774,두류댕댕
775,타쎄카페
776,화개제다청류다원
777,스타벅스 대구앞산스카이타운점
778,그때거기
779,명덕로88
780,빽다방 대구대봉점
781,풍년다방
782,카페엠트리 서부점
783,피르스트커피로스터스
784,요있찌(YOITZZY)
785,코너커피
786,카페루앤비 대구혁신도시점
787,오늘다방
788,이집
789,카페051 대구서부정류장점
790,코타빈스
791,온나다방
792,카페굿모닝
793,감프커피
794,더디퍼
795,에어
796,빅터로스팅팩토리
797,백림다방
798,별별
799,수커피숍
800,시실리
801,스타벅스 대구서부정류장역점
802,퀸즈크라운베이커리카페
803,디저트부티크 엠 남구점
804,신은다방
805,물레다방
806,바운드
807,9블럭
808,카페화이트레인보우
809,촉
810,에그카페24 남구점
811,커피엔토스트
812,텀브커피 대구봉덕점
813,코너커피 침산점
814,플러시커피스탠드
815,죠니
816,커피207
817,빈스커피
818,청솔로9 침산점
819,그랜마오븐
820,팔팔커피
821,마시그래이 교대점
822,시샘달닷새
823,까페영선
824,몬스터커피 서구청점
825,카페봉덕
826,꿈을파는사람
827,이디야커피 대구시민운동장점
828,대경커피숍
829,모란다방
830,몽구네애견카페
831,영자클럽 두류점
832,홈인팜스
833,대구달서시니어클럽HalmiCafe
834,커피한잔도
835,웅자커피
836,이디야 앞산점
837,카페빙수야 남구점
838,제이앤제이커피하우스
839,굿데이마마
840,커피에프7
841,플란트
842,카페마마
843,도월
844,커피그리다
845,장수다방
846,카페내당
847,투썸플레이스 대구가톨릭대학교병원점
848,엘아르카 테라중리점
849,진주커피숍
850,애리아
851,커피왕 비산세종마트점
852,소쿠리과자점
853,구공카페
854,백두다방
855,커피대구협동조합
856,앵커커피컴퍼니
857,펠리즈커피
858,베로에스프레소 광장점
859,미도커피숖
860,에셀
861,발사랑
862,카펠라
863,빌라드모리
864,건영다방
865,오도커피
866,카페이음
867,킹콩커피
868,마니메이크
869,하늘아래
870,만타식스
871,크로플팩토레
872,카페카리타스 서구점
873,텐퍼센트커피 대구침산점
874,핑크커피숍
875,S&T커피
876,커피셀러 성당못점
877,카페마카다
878,카페안다미로
879,후문다방
880,카페놀이터
881,환다방
882,홍실다방
883,늘봄다방
884,푸른커피숍
885,카고
886,카페이륜당 대구남구점
887,카페사코
888,커피스토아
889,테리컴퍼니
890,미인커피숍
891,향기레스카페
892,오스카페
893,역앞카페
894,놈코어카페
895,책상
896,투썸플레이스 대구7호광장점
897,댐퍼커피
898,청솔로9 남구점
899,산마루다방
900,와따멍
901,빽다방 대구서구청점
902,라겟옴
903,카페밤비
904,던커피(Done Coffee)
905,카페앤펍
906,캔버스커피 대명역점
907,커피익스프레스
908,윈썸
909,시선2
910,리시트
911,브렌치카페
912,카페맥피
913,데일리니드
914,더치미
915,감프커피 대구혁신점
916,카페대령
917,비나이다
918,까치다방
919,브랜치카페
920,커피루카스
921,몽퍼센트
922,스윕
923,초이스커피숍
924,명지현
925,카페큐
926,빽다방 대구두류점
927,102커피
928,강낭시에
929,커피트리
930,카페더프리티
931,지(G)블루브라운
932,미소짓다사주타로카페
933,예그리나카페
934,리스너
935,몬스터커피 비원점
936,상미다방
937,카페우물
938,크로플각 대명점
939,졸리홀리데이
940,꽃라떼
941,봉스커피
942,사랑다방
943,로우시티
944,감성커피 대구중리점
945,커피샵
946,핸즈커피 서문시장점
947,띤또카페
948,고성다방
949,노프릴스피플
950,카페수아
951,하고 그림책카페
952,메가MGC커피 대구두류역점
953,운남차정
954,팔공티 대구영대병원점
955,시애틀의 잠못이루는밤
956,맨리스커세권 현충로점
957,카페신선25
958,커피마시는 고양이
959,카페조이
960,몰랑몰랑슬라임
961,커피 와리(COFFEE WARI)
962,카페유
963,마고플레인비스타
964,테라1053
965,타임
966,하나다방
967,커피엔
968,코페아커피
969,카페2022
970,오어앤
971,메트로
972,토프레소 대구서문시장점
973,제이갤러리카페
974,요아정 대구서구점
975,이디야커피 대구대신중앙점
976,카페휩
977,나미상점
978,소소커피
979,엔젤하우스
980,슈만과클라라
981,요거트베이지
982,해피블루밍
983,써밋
984,트란퀼로
985,청수커피숍
986,카페311호
987,쉴만한물가
988,킹덤와플카페
989,연화다방
990,이투
991,빈이커피 대명점
992,동기부여
993,카페생명나무
994,사랑투다방
995,시즌
996,에이에스라이브카페
997,그라운드페퍼(Ground_Pepper)
998,더벤티 대구신서혁신도시점
999,제이커피 침산점
1000,카페홀릭
1001,카페클리어
1002,코르코르커피
1003,카페청라
1004,샘물
1005,소울메이트 평리점
1006,물보다더조은물 대구본사
1007,미스터힐링 두류광장점
1008,랑데부
1009,카페더라
1010,베니떼익스프레스
1011,쿠키쿠
1012,점핑바우
1013,커피&버블
1014,워크업커피
1015,Ur턴
1016,요거트아이스크림의정석 서구점
1017,이디야 대구이천점
1018,커피타나바
1019,무스
1020,플랜 침산점
1021,문포엠
1022,쉐리체리
1023,투데이로스팅커피 내당점
1024,어메이징요거빙수
1025,커피스테이지
1026,브릭스
1027,몰타
1028,셀파파
1029,리틀빈
1030,더캄
1031,유캔두잇 중리점
1032,반할커피 남구점
1033,토브카페
1034,파스쿠찌 대구앞산정은점
1035,마루카페
1036,청담
1037,수수방앗간
1038,카페피넛
1039,샌디
1040,카페 모인모인
1041,에이치카페
1042,코지커피샵
1043,치팅파티
1044,또또커피
1045,힉스커피 비산점
1046,카페제이
1047,유진다방
1048,소희커피숍
1049,커피스미스 각산이마트점
1050,하마카페
1051,일공이카페(102 coffee)
1052,케냐커피 평리점
1053,마이브라운노트
1054,커피베테랑
1055,명성다방
1056,아빠딸
1057,구움
1058,아이비
1059,카페2.28
1060,비원휴카페
1061,천호커피숍
1062,커피식스 침산점
1063,딸기다방
1064,홈그라운드카페&펍
1065,데이즈
1066,앞산더라운지
1067,신신
1068,타이거살롱
1069,카페 달 199-8
1070,쉘터
1071,시리즈커피
1072,날마다커피향
1073,진흥다방
1074,스타벅스 대구가톨릭대학교병원점
1075,카페봄봄 카톨릭병원점
1076,친구야커피숍
1077,연인다방
1078,커피정원
1079,까페다윤
1080,린(Lyn)커피
1081,캔버스 교대점
1082,아름드리
1083,서재를탐하다
1084,타미즈바이올렛
1085,컴포즈커피 대구봉덕점
1086,슬립리스인시애틀 경북예고점
1087,지니샐디
1088,달서카페로뎀나무
1089,노즈커피하우스 대봉점
1090,커피부라노
1091,카페마노
1092,카페봄봄 팔달점
1093,그린페이스카페
1094,꿀스커피대구엠월드점
1095,카페포슬
1096,수정커피숍
1097,MANY MAKE
1098,디엘샐러드카페
1099,동양다방
1100,서문커피
1101,다빈치커피 광장롯데시네마점
1102,티타임커피 영남지사
1103,송학
1104,무인다방 건들바위역점
1105,어라운드
1106,커피 제5지구
1107,카페봄봄 서구청점
1108,28커피
1109,달트카페
1110,일오일
1111,편지7080추억속으로라이브포차
1112,수화다방
1113,조금남다른커피
1114,설카페
1115,쉼터커피
1116,제리킹커피
1117,백두산커피숍
1118,바리스타비 성당점
1119,카페봄봄 대림점
1120,브아
1121,아에이오우커피
1122,대화레스카페
1123,라비앙로즈
1124,커피라온
1125,카페테리아
1126,씨엘로커피
1127,더크
1128,드롭탑 대구웨딩비엔나점
1129,캠핑독
1130,핸즈커피 앞산점
1131,다담
1132,한점푸르른땅
1133,커피 향을 담다
1134,데일리앞산
1135,홀리몰리
1136,지알지(grg)
1137,워밍업스토어
1138,화정플라워카페
1139,행복
1140,마실커피 팔달시장역점
1141,청솔로9 두류점
1142,커피스미스 대구혁신점
1143,더벤티 서대구IC점
1144,브루업
1145,아티세리
1146,예투카페
1147,날뫼카페아이스크림
1148,드림셀러
1149,카페로마노
1150,나따오비까
1151,즉흥적인
1152,이루팜 대명점
1153,넘버더스타즈
1154,원기커피 남구청점
1155,카페오프닝
1156,미야까페
1157,영미레스카페
1158,마카다
1159,놈놈놈
1160,카페쉐어링 영남이공대점
1161,오퍼커피 서문시장점
1162,힐빙카페
1163,화성커피숍
1164,소소우드
1165,로비아네
1166,지니카페앤(&)슬라임
1167,커피크릭
1168,꿀벌커피숍
1169,카페판다
1170,파가니니
1171,원유로스페셜티 대구동구혁신DT점
1172,카페로커피
1173,호커피숍
1174,향수레스커피
1175,990에스프레소 바 내당패밀리점
1176,몬스터커피 안지랑점
1177,바리스타비
1178,삼영다방
1179,예그리나
1180,뜨란뀔로(TRANQUILLO)
1181,안동찻집
1182,왕성레스구이
1183,티라미스유
1184,휴앤북스
1185,엔제리너스 대구침산점
1186,카페달달 신서점
1187,대봉정
1188,체크리스트
1189,봉비상점
1190,파스쿠찌 대구가톨릭대로DI점
1191,까또베이커리카페
1192,까페소울
1193,서진커피숍
1194,아잇쿠키
1195,슈크레
1196,엑스포커피
1197,레프트뱅크 화인탑점
1198,이디야커피 대구팔달시장점
1199,여왕다방
1200,산커피숍
1201,카페봄봄 내당점
1202,프랄린 로즈
1203,630- 02-02351
1204,카페몰리스
1205,낭구베이크
1206,카페도도
1207,번앤펀 영대병원점
1208,뜰
1209,핸즈커피 팔달시장점
1210,데니스커피 대봉점
1211,카페인중독 대구영대병원점
1212,카페아이니
1213,"카페, 바미"
1214,서부다방
1215,청담커피 신서점
1216,투썸플레이스 대구고성3가점
1217,커피특별시
1218,메이크어턴
1219,플라워카페향기
1220,월포리91
1221,커피콩
1222,몬스터커피 영대병원점
1223,일하
1224,미소
1225,미야
1226,아킨니
1227,더힐
1228,청구다방
1229,FRICE COFFEE
1230,경운커피숍
1231,반반다방
1232,파스쿠찌 대구두류점
1233,델라파체
1234,호미
1235,동보커피숍
1236,올드캐슬
1237,친구야
1238,핸섬커피
1239,카페오란다
1240,팔공티 이마트반야월점
1241,로드&스토리
1242,깡통라이브카페
1243,카페봄봄 서문시장점
1244,해리스카페 대구의료원점
1245,레브
1246,개들래미
1247,달콩커피
1248,바리스타비 신서점
1249,코페아커피 서문시장점
