,카페이름
1300,황금다방
1301,도도
1302,깔자매cafe
1303,팔공티 관문시장점
1304,카페인중독 대구송현점
1305,포라운지
1306,맨리스커세권 두류공원점
1307,꽃이랑커피랑
1308,과일콕 수성점
1309,코드이스케이프 대구본점
1310,수베니르
1311,쉘터
1312,브루키
1313,카페봄봄 월곡점
1314,금강다방
1315,루머팡 복현점
1316,뉴카페
1317,마시찌롱
1318,여름다방
1319,몰로 MOLLO
1320,보케르 범어점
1321,카페현
1322,화성커피숍
1323,배터리커피스탠드
1324,꽃길다방
1325,유가양과점
1326,야든
1327,미세스스위츠
1328,코쿠
1329,루아커피
1330,이디야커피 대구율하동점
1331,써밋
1332,모모커피
1333,카페봄봄 북구청점
1334,스탠바이미
1335,더리터 팔달노원점
1336,킹콩쥬스&커피 칠곡태전점
1337,카페봄봄 만촌점
1338,드리퍼베이커
1339,카페내추라
1340,카페레드
1341,썬솔
1342,작은씨앗
1343,위시카페
1344,화이트고릴라커피
1345,정스콘
1346,꾸덕꾸
1347,카페루프앤 범어점
1348,멜터스커피
1349,그때거기
1350,1프로김밥 그리고커피이야기
1351,죠니
1352,하연
1353,영지다방
1354,반할커피 상인점
1355,코지커피샵
1356,읍천리382 신월성점
1357,카페051 대구삼익뉴타운점
1358,브레드앤밀
1359,무인다방 건들바위역점
1360,카페헤이화
1361,알케미커피
1362,투썸플레이스 대구팔공산점
1363,카페온연히
1364,라이브와이어커피하우스
1365,탱크
1366,엽전레스토랑
1367,커피음65
1368,카페굄
1369,이크디저트
1370,쥬스식스
1371,별아리카페
1372,잇츠댕
1373,반짝콩
1374,인스토리
1375,호두 베리케이크
1376,파스쿠찌 대구서재점
1377,씨오피스커피바 대봉점
1378,로얄커피
1379,다복커피
1380,카페 달 199-8
1381,오세요 카페테리아
1382,코페아커피 서문시장점
1383,사랑다방
1384,박스커피
1385,아더와이즈커피
1386,미스터힐링카페 대구혁신도시점
1387,커피와담소사이
1388,모란이피기까지
1389,커피로뎀
1390,바질커피
1391,더리터 대구율하롯데점
1392,라포
1393,빽다방 대구침산점
1394,잇츠
1395,트랩코리아 대구월성점
1396,반월라떼
1397,카페스테이골드
1398,크로쿤커피
1399,카페트리빈
1400,팔공티 대구신월성점
1401,더달빙&디저트
1402,하삼동커피 대구용산점
1403,커피플라자
1404,노스밴
1405,샤밀
1406,코코
1407,포미
1408,트리니티카페
1409,슬립리스인시애틀 침산푸르지오2차점
1410,브릭스
1411,읍천리382 대구대실점
1412,아트바소담
1413,커피랑도서관 대구성당본리점
1414,북성로사람들
1415,이디야커피 대구지산녹원점
1416,동양다방
1417,커피데이
1418,카페테리아
1419,오도커피
1420,요거트월드 대구두류점
1421,드롭탑 경북대북문점
1422,머그커피하우스
1423,커피한잔도
1424,브리니 범어
1425,이디야커피 대구상인점
1426,우록갤러리
1427,폴바셋 대구만촌DT점
1428,로망띠끄
1429,마시그래이 알파시티점
1430,트루베카라멜리에
1431,소소남산
1432,힐리스커피
1433,리비
1434,카페벨
1435,요거프레소 대구삼성창조캠퍼스점
1436,나우커피 대구매호점
1437,스타벅스 대구월곡DT점
1438,토스트까페이순신 동대구역점
1439,엘비씨 범어에일린점
1440,신신
1441,커피50210
1442,지하철커피숍
1443,카페봄봄 와룡점
1444,카페휩
1445,핸즈커피 동성로데오점
1446,달커피
1447,미래견과
1448,핸즈커피 대구다운타운점
1449,카페봄봄 범어점
1450,힐링커피
1451,링넛
1452,달달한하루 계대동문점
1453,반하다
1454,코카브
1455,달콤한 피아노
1456,타르타르 대구동성로점
1457,스마트카페
1458,위치카페 평리점
1459,코코카페 동대구점
1460,홍차가게안단테
1461,데이즈
1462,오우야에스 프레소바 이천점
1463,미미당
1464,mijiro
1465,더리터 수성IC점
1466,팜테이블 수성못점
1467,디캣
1468,동행
1469,천년레스카페
1470,카페마이뮤지엄 다사점
1471,카페뜰
1472,행복
1473,데니스커피 대봉점
1474,벌크커피 상인점
1475,메이커피
1476,건영다방
1477,도너츠윤 대구직영점
1478,카페이층공작소
1479,오늘도통통
1480,신신카페
1481,스타벅스 대구계명대점
1482,"카페, 휘월"
1483,아이구름솜사탕
1484,밀루유떼베
1485,카페봄봄 수성대점
1486,2프로부족한공간
1487,모나크
1488,커피소소
1489,대구목공카페
1490,카페인중독 대구성서계대점
1491,에녹커피 북구청점
1492,진이레스카페
1493,와우쥬
1494,핸즈커피 감삼점
1495,청수커피숍
1496,산너머그집꿀
1497,타라
1498,커피에어로프레스
1499,인디안
1500,아틀리에빈 노변점
1501,나따오비까
1502,카페봄봄 청구점
1503,커피명가 이시아폴리스점
1504,헬륨카페
1505,커피모아
1506,물꼬방
1507,칼디
1508,요거트월드 서구점
1509,다온누리차향
1510,률 cafe
1511,훈카롱
1512,하삼동커피 대구율하점
1513,커피볶는집커피데이
1514,마이웨이라이브7080
1515,얌디저트
1516,모하커피
1517,카페봄봄 율하점
1518,커피요
1519,달달스푼
1520,바이반스
1521,카페HIH
1522,주커피 대구수목원점
1523,가배바투
1524,블루미스티
1525,구르미머무는
1526,카페라아
1527,메가MGC커피 대구신월성점
1528,더벤티 대구수목원점
1529,에브리커피 침산점
1530,커피랑도서관 성서이곡점
1531,그여행 용산점
1532,공차 대구만촌점
1533,핸즈커피 범어4가점
1534,더리터 대구서문시장점
1535,그로브
1536,카페티맑은 엑스코점
1537,비밀프로젝트
1538,브로커피
1539,북두칠성
1540,샘물
1541,페피토
1542,p.34
1543,경운커피숍
1544,커피 향을 담다
1545,그린클라우드 동성로점
1546,카페 모인모인
1547,모브
1548,유니드커피
1549,까또베이커리카페
1550,루츠루츠
1551,커피콩
1552,한빛스터디카페 대구현풍테크노폴리스점
1553,아마스빈 대구칠곡점
1554,카페상띠에
1555,예그리나카페
1556,커피라온
1557,띠아모커피 대구더열린병원점
1558,루시카토 신세계벡화점대구점
1559,헨젤과그레텔
1560,청담커피 만촌점
1561,비상구커피 1호점
1562,코너커피 침산점
1563,이디야커피 대구신천리버점
1564,꼬끄롱
1565,빈이커피 대명점
1566,마실커피 아양기찻길점
1567,미아모르카페
1568,정인카페라이브
1569,마실커피 광장코아점
1570,블랙빈101
1571,모투이(Motui)
1572,제임스딘라이브클럽
1573,오마이바스켓
1574,더리터 두류역점
1575,번앤펀 영대병원점
1576,달카롱
1577,퍼즈X멜트베이커리
1578,하삼동커피 연경중앙점
1579,텐퍼센트커피 대구상인점
1580,콩드립
1581,카페봄봄 월성삼정점
1582,쟈뎅1302
1583,브릭피오
1584,배달의카페 대구칠곡점
1585,오퐁드부아 티하우스
1586,빨대
1587,고요의 숲
1588,마벨
1589,딜라이츠타로엔커피
1590,베이크화목
1591,빠르띠로
1592,비아또
1593,마시그래이 옥포점
1594,소스앤니
1595,스타벅스 대구각산역DT점
1596,파스쿠찌 대구신남네거리점
1597,아이방방
1598,김진수로스터리카페
1599,앵커커피팩토리
1600,에브리데이 차미점
1601,백금당 종로점
1602,써니커피
1603,더리터 수성1가점
1604,튜즈데이 시에스타
1605,커피허브
1606,플랜 성서계대점
1607,팔공티 대구상인점
1608,제리집
1609,알로하
1610,꽃라떼
1611,쿠즈코커피대구제일점
1612,네쥬
1613,덴스
1614,카페보담
1615,수연다방
1616,카페루앤비 대구신천역점
1617,카페드롬
1618,코페아커피
1619,이디야 비산점
1620,카페 몬짜(CAFFE MONZA)
1621,대지다방
1622,천씨씨커피 대구신월성점
1623,신원아이엔디 반석점
1624,카페도트
1625,빠삐용
1626,지(G)블루브라운
1627,신천커피
1628,설
1629,투썸플레이스 대구가창점
1630,뷔프루타 본점
1631,에그카페24 남구점
1632,핸썸커피 남산점
1633,빽다방 대구효목점
1634,T.S카페
1635,스타빈
1636,컴포즈커피 대구동성로점
1637,파스쿠찌 대구중앙로점
1638,명다방
1639,카페엘림
1640,몬스터커피 테크노폴리스점
1641,빅터로스팅팩토리
1642,원데이
1643,머뭇
1644,데니스커피 수성점
1645,약속다방
1646,맥커피숍
1647,생츄어리
1648,반미콩 수성못점
1649,커피묵짜
1650,다람이곳간
1651,텐퍼센트커피 대구신월성점
1652,크림슨래빗
1653,까망콩
1654,째미핑거
1655,디저트부티크 엠 남구점
1656,헬로72번가
1657,그라노데커피
1658,매머드익스프레스 대구월성래미안점
1659,깜카페
1660,프랭크프랭크커피
1661,구공카페 서남시장점
1662,커피플라워
1663,빌리버스
1664,설렘카페
1665,친구야
1666,더리터 지산목련점
1667,카페관심 롯데캐슬황금점
1668,시실리
1669,블링빈스
1670,씨엘
1671,카페100
1672,띵크어바웃커피
1673,라일락뜨락1956
1674,좋은날다방
1675,호작질 지산점
1676,고아옥
1677,코셔
1678,펌프커피
1679,공차 대구월배점
1680,하이오커피 신월성점
1681,룸즈에이 대구동성로점
1682,동촌커피
1683,카페수다
1684,오퍼커피 서문시장점
1685,더브릿지커피
1686,설렘커피 본점
1687,엔터커피샵
1688,크로플덕오리아가씨 대구율하점
1689,신원아이엔디
1690,몬스터커피 팔거역점
1691,더샵코리아
1692,카페정이
1693,머스트잇
1694,홍주다방
1695,로스팅랩
1696,위드로우
1697,커피 이야기
1698,커피지상주의
1699,카페인중독 대구내당점
1700,카페포슬
1701,카페 림
1702,카페이쪽
1703,커피자루
1704,다락방커피가게
1705,GNI커피
1706,노즈커피
1707,커피명가 어나더 랩
1708,그랜마오븐
1709,에스파스
1710,카페뚤레 대구침산점
1711,모네꽃을그리다
1712,청춘다방
1713,태광커피숍
1714,붕붕커피숍
1715,감성커피 월배점
1716,힉스 구암점
1717,설빙 수성못점
1718,오늘도봄
1719,이디야커피 대구송현점
1720,유니크베뉴
1721,투썸플레이스 대구가톨릭대학교병원점
1722,이디피샵
1723,트리핀 동대구역점
1724,이디야커피 동대구환승센터점
1725,써니쓰스위트투쓰
1726,핑퐁커피 두산점
1727,월넛커피
1728,토스트카페마리 대구범어점
1729,미지미카페
1730,마스터키 동성로점
1731,마노아카페협동조합
1732,커피슈타인
1733,만남라이브카페
1734,리스커피
1735,핸즈커피 대명계대점
1736,마시그래이 신암점
1737,카페봄봄 대구법원점
1738,카페앙쥬
1739,비하겐커피
1740,구구공 에스프레소바 대봉점
1741,텐퍼센트커피 대구수성1가점
1742,천씨씨커피 대구보건대점
1743,힐링숲라파 대구 용산점
1744,선데이베이글마켓
1745,카페인차
1746,더치미
1747,위치어데이
1748,탑리터 연경점
1749,마시그래이 대천점
1750,락슈가
1751,겐조
1752,만남
1753,더드림커피 대구복현아너스점
1754,코즈범어
1755,감프커피 대구혁신점
1756,물보다더조은물 대구본사
1757,조이팝
1758,파르크우록
1759,사랑투다방
1760,베로에스프레소 광장점
1761,카페봄봄 대구범어역점
1762,베로나커피
1763,구공카페 팔달점
1764,카르멜인더시티
1765,커피놀
1766,히네마
1767,라임라임
1768,명문커피숍
1769,밍듀까까
1770,커피포유
1771,커피명가 효성병원점
1772,열매달
1773,카페인창고
1774,리리카페
1775,안동찻집
1776,공차 대구이월드점
1777,놈놈놈
1778,큐브스테이크
1779,아킨니
1780,테리컴퍼니
1781,장미카페 감삼점
1782,SIS 두류공원점
1783,비치클럽커피 상인역점
1784,커매진로스터스
1785,촉
1786,플로우바이손수
1787,앤드슬로우
1788,개들래미
1789,메가MGC커피 동성로점
1790,카와올라
1791,카페봄봄 칠곡점
1792,동구전자 영남지사(본사공식 직영점)
1793,시즌
1794,도와커피
1795,경이로운커피 대구점
1796,카타르시스
1797,더벤티 대구동서변점
1798,서울메이트
1799,세이커피스탠드
1800,커피아델
1801,36언택트카페
1802,메가MGC커피 대구황금점
1803,플랜 상인점
1804,모모
1805,어게인
1806,K&S
1807,떼데움커피연구소
1808,작은별
1809,기분좋은집
1810,까페로더
1811,요거프레소 침산푸르지오점
1812,모던라이브
1813,구공카페
1814,바닐라빌리지
1815,커피콩자루
1816,씨익
1817,베르데
1818,만복당
1819,송죽카페
1820,메종드림
1821,페이보릿카페
1822,소소커피
1823,희루커피 수성직영점
1824,따수운
1825,한량가비점
1826,데일리니드
1827,팔공티 동대구역점
1828,카페봄봄 대구도원점
1829,공차 대구화원점
1830,제니스커피
1831,꼬미당
1832,롤로
1833,에그모니나(EGGMONINA)
1834,대우받는카페
1835,서부다방
1836,오직건강을담다
1837,요거트월드 대구테크노폴리스점
1838,레드데이
1839,산격찜질카페 힐링
1840,카페봄봄 북부정류장점
1841,마이본 시지점
1842,커피두이후인
1843,시류
1844,리노운
1845,메르헨카페
1846,아이엠커피 서변점
1847,크로플각 대명점
1848,소연당
1849,커피딜라이트
1850,바바빈
1851,커피그리다
1852,투썸플레이스 대구죽곡공원점
1853,카페봄봄 동대구역점
1854,이런커피
1855,설빙 대구동구청점
1856,아틀리에빈 신매점
1857,무인카페칠리노 대구1호점
1858,가유
1859,메가MGC커피 대구칠곡3지구점
1860,발사랑
1861,매스커피 동구청점
1862,더벤티 롯데마트대구율하점
1863,요거트월드 율하점
1864,꽃커피랑
1865,아틀리에빈경북대점
1866,Denis coffee 대봉점
1867,카페마루
1868,모나코플레이스
1869,이병규의 커피클럽
1870,미스터힐링 대구동성로점
1871,마카다
1872,슬로우터틀 성서계대점
1873,빈커피
1874,마사커피 삼일병원점
1875,드롭탑 대구연경점
1876,박정희라이브까페
1877,커피이야기 효목점
1878,에어
1879,삼더크 율하점
1880,열매당
1881,E2
1882,대구동구시니어클럽누리커피
1883,달달스텝
1884,본인
1885,제이블리
1886,요거팡
1887,헤이크로롱
1888,온나다방
1889,매스커피 두류역점
1890,스테디커피 경대북문점
1891,그라운드커피 대구점
1892,래이데이커피
1893,딥다이브
1894,공차 대구이곡점
1895,어썸브루커피
1896,엔제리너스 대구광장점
1897,몬스터커피 안지랑점
1898,매머드익스프레스 수성구청점
1899,바삭
1900,오리진커피
1901,그린플레이트
1902,카페봄봄 칠곡 도남점
1903,미진
1904,빈센트커피
1905,메인스테이
1906,빽다방 대구범물시티월드점
1907,매머드익스프레스 대구진천역점
1908,빙내가
1909,점프 중구남산점
1910,커피플로라
1911,커피프렌즈(COFFEEFRIENDS)
1912,카페오렌지
1913,코히어
1914,준브로 수성못점
1915,이디야커피 대구신천역점
1916,커널스커피
1917,목로스터리카페
1918,쌍도커피 달서구점
1919,요거프레소 대구산격점
1920,하프힐
1921,별들의다방 북부정류장점
1922,킹스빙스
1923,매스커피 대봉점
1924,까사넬로
1925,노스페이스카페 대구수성점
1926,스와레
1927,카페안다미로
1928,동네카페
1929,푸딩구루
1930,카페엘마르
1931,MK프리마켓
1932,커피셀러 경대정문점
1933,슬로우
1934,카페봄봄 북성로점
1935,파스쿠찌 대구수목원점
1936,더벤티 서대구IC점
1937,카페 플록
1938,베이킷
1939,투썸플레이스 대구삼덕점
1940,카페 내당힐
1941,레코디안
1942,득조다방
1943,꽃들레레스
1944,마루스테이
1945,커피멍
1946,팔공티 경대병원역점
1947,모닉23
1948,커피나라
1949,폰타나커피
1950,읍천리382 대구경북대점
1951,더힐
1952,레프트뱅크 계대정문
1953,오가다 수성점
1954,카페바스
1955,웨스트110
1956,요요커피 복현본점
1957,크로플팩토레
1958,마스터
1959,푸루푸루 푸딩
1960,멜트그라운드(Meltground)
1961,카페공깨비
1962,뉴욕쟁이디저트 대구성서계대점
1963,하얀기억
1964,캔버스커피 대현점
1965,카페발리하이
1966,드림쿡
1967,화신다방
1968,파스쿠찌 대구성서이곡점
1969,읍천리382 대구칠곡점
1970,미니카페
1971,앵커커피컴퍼니
1972,행복카페
1973,류커피로스터스 신세계백화점 대구점
1974,체리픽
1975,카페봄봄 대구용지점
1976,MANY MAKE
1977,라이브 인365
1978,앙버터데이
1979,카페더케냐
1980,갓요거트
1981,나드리커피
1982,비베카
1983,카페드림 경북대학교복지관점
1984,연암
1985,온디맨드
1986,카페오트
1987,공대생카페 불로봉무점
1988,미니빈
1989,카페대령
1990,카페콘크리트 수정점
1991,호미다방
1992,나우커피 산격동점
1993,이이알티 대구점
1994,라임
1995,스타벅스 대구가톨릭대학교병원점
1996,까페그립소
1997,감성커피 대곡점
1998,투썸플레이스 대구성당점
1999,장화신은고양이
2000,빌리웍스
2001,마시그레이 동대구역점
2002,카페1015
2003,히몽
2004,공차 대구대곡점
2005,카페봄봄 옥포점
2006,스탬프커피
2007,마이 리틀 차차
2008,예니가
2009,핏어펫
2010,홍실커피숍
2011,안도
2012,자매커피
2013,마사커피 앞산송현점
2014,카페(CAFE) 653
2015,게코타워
2016,플랜 침산점
2017,MORRIS COFFEE
2018,그리핀
2019,아틀리에빈 남산역점
2020,아모르커피
2021,눈에꽃
2022,카페인프룻
2023,비행기카페
2024,Ur턴
2025,수화다방
2026,카페캔버스 용산점
2027,커피뜰안
2028,나주커피
2029,윤유월커피
2030,요거트마마
2031,반달커피 두류점
2032,더벤티 대구테크노중앙점
2033,그저모이기
2034,라프루따
2035,1리터커피다스 율하점
2036,다즐링
2037,청솔로9 황금점
2038,카페아리엘
2039,카펠리체 이시아폴리스점
2040,행복을찾아서
2041,파스쿠찌 대구가톨릭대로DI점
2042,썸데이아이윌
2043,베스트프레즐 대구수성점
2044,원기커피 남구청점
2045,해성
2046,노프릴스피플
2047,기억카페 9호점
2048,컴포즈커피 대구혁신점
2049,만남커피숍
2050,카페다이노소어
2051,카페 폴
2052,우성다방
2053,둥지찻집
2054,옐로루테이프
2055,더리터 대구아양점
2056,레드하우스
2057,구공이일공
2058,대경커피숍
2059,이디야커피 대구월배점
2060,구공카페 송현점
2061,비지스
2062,이디야커피 대구구지산단점
2063,두낫디스터브앞산
2064,스윗
2065,슈드해브커피
2066,아리에떼
2067,카페은주
2068,탑리터 현풍점
2069,아이엠커피 불로점
2070,카페 HA-NU
2071,낙조다방
2072,캔버스
2073,카페봄봄 시지퍼스트점
2074,마시그래이 만촌메트로점
2075,카페드로
2076,드롭탑 논공휴게소대구방향점
2077,카페반미
2078,더리터 담티역점
2079,소금카페
2080,달고나디저트
2081,린(Lyn)커피
2082,쿠잉
2083,로맨스코코
2084,도도슬라임 대구본점
2085,메카
2086,전원카페초가마실
2087,카페오프닝
2088,헬로어게인 대구복현점
2089,소풍가는날
2090,컴포즈커피 대구서부정류장점
2091,설렘 경북대점
2092,파스쿠찌 대구동성로점
2093,에브리데이에스프레소
2094,텐퍼센트커피 대구신암점
2095,꽃차그리고커피
2096,미메이트커피
2097,카페그룬
2098,스테이
2099,나른한책방
2100,팔공티 대구월성점
2101,스타벅스 대구죽전역점
2102,카페865
2103,세븐카페
2104,파스쿠찌 대구칠곡태전DT점
2105,초이크
2106,나우커피 대구달성옥포점
2107,더벤티 대구신서혁신도시점
2108,착한또띠아&커피
2109,두번째이야기
2110,메가샵 크로플 남산점
2111,카페우물
2112,오소(OSO)
2113,에그카페24 동대구역점
2114,프레키베이키
2115,빠다롤더테라스
2116,할리스 대구침산네거리점
2117,커피&누룽지
2118,비싼커피
2119,어싱카페
2120,도노커피
2121,헤세드
2122,미사리라이브
2123,광피시카페
2124,올리버브라운 대구복현점
2125,사루비아
2126,르프로코프
2127,마린다방
2128,카페유어프레즌트 동대구점
2129,요이파이브 대구진천점
2130,카페헤이하이
2131,모닝커피
2132,에녹&고섶
2133,봉명동내커피 대구혁신점
2134,타임
2135,착한커피&그릭요거트
2136,선향찻집
2137,다반트
2138,DUOMO
2139,구구공 에스프레소바 대봉직영점
2140,더아양
2141,블릭커피
2142,투썸플레이스 대구반야월역점
2143,아이엠투
2144,카페봄봄 안지랑점
2145,라이브온 라이브카페
2146,나드리커피숍
2147,몬스터커피 감삼역점
2148,핑크
2149,어펙션
2150,나발
2151,공차 동대구복합환승센터점
2152,아담브릿지
2153,카페051 대구신월성점
2154,빨간우체통
2155,메리포핀스
2156,졸리홀리데이
2157,요요커피
2158,투썸플레이스 대구계명대점
2159,미씽파파
2160,디어커피
2161,그린하실래요
2162,커피1번가
2163,미애부 동촌유원지점
2164,카보드커피
2165,플리에
2166,투썸플레이스 대구월곡로점
2167,그레이스
2168,부루잉
2169,사모아레스카페다방
2170,아이러브독도
2171,카페퀸
2172,카페설렘 두류점
2173,비밀의화원
2174,마이온룸
2175,윌로우커피
2176,공차 신세계대구점
2177,카페경혜네
2178,앤커피
2179,조모커피 범어본점
2180,옥토끼
2181,가로등커피
2182,뷰
2183,벽돌집
2184,커피스미스 각산이마트점
2185,설렘 두류점
2186,플라워카페향기
2187,탐앤탐스 현풍휴게소현풍방향점
2188,오놀라
2189,수야모커피
2190,카페맥피
2191,엔트리커피
2192,리970
2193,이디야커피 대구대실역점
2194,까페하라
2195,컴포즈커피 대구침산점
2196,커피인피니티
2197,스타지오네
2198,텐퍼센트커피 대구율하점
2199,브리딩
2200,이디야커피 대구동촌유원지점
2201,카페지금여기
2202,샘터루카페
2203,카페23
2204,순풍다방
2205,아메리칸컨테이너 본점
2206,팔공티 이마트칠성점
2207,온 카페
2208,카페반반
2209,거꾸로보는세상은
2210,마리아쥬커피
2211,미드웨이
2212,내미 코히
2213,수다방
2214,데이데이
2215,카페레브릭
2216,카페포인트
2217,제이에이치솔트랩
2218,다문
2219,수고했어오늘도
2220,경복커피숍
2221,프리지아
2222,읍천리382 대구감삼점
2223,홈그라운드카페&펍
2224,멍분의멍
2225,그란데
2226,블루샥 대구범어푸르지오점
2227,카페봄봄 서재점
2228,날쌘카페 범어점
2229,경아커피
2230,원쿡 대구스타디움점
2231,웜톤커피
2232,몰랑슬라임카페
2233,더주스마켓
2234,더카페아리아 범어점
2235,커피정원
2236,은정다방
2237,커피에반하다 대구동아아울렛점
2238,제크와콩나무
2239,테넷
2240,블럭패밀리
2241,버터문
2242,커피르플랑
2243,카페올드클로젯
2244,올람
2245,장원택라이브
2246,카페코나
2247,대구안심점멘토즈북카페러리
2248,데어오스텐
2249,커피왕 경대남문점
2250,더블유컬렉션
2251,투썸플레이스 대구종로점
2252,카페여기
2253,또요거트
2254,비팩토리
2255,끌리다
2256,아미타
2257,꿈을담다
2258,마시그래이 성서계대정문점
2259,대봉상점
2260,아빠딸
2261,마이하우스
2262,무튼(muten)
2263,디딤사주카페
2264,카페70도씨 본점
2265,예쁜하루
2266,캠프바이 커피명가
2267,스타벅스 신세계대구3F(티바나)점
2268,청솔로9 남구점
2269,92커피
2270,루머팡 신천점
2271,요거트아이스크림의정석 율하점
2272,마로나
2273,호호리
2274,플로리안
2275,나우커피 현풍점
2276,마시그래이 대구FC점
2277,카페라온
2278,베어프룻
2279,우즈베이커리포레스트
2280,더크
2281,컴인커피
2282,엔드포인트
2283,시나본 대구범어점
2284,카페플라모
2285,하중도카페
2286,핑크크로플
2287,몬스터커피 침산점
2288,마시그래이 월성점
2289,에띠엔
2290,핸즈커피 이곡점
2291,신성커피숍
2292,컨비니언스커피스토어
2293,율리상점
2294,꽃다방
2295,오렌지7890라이브카페
2296,드롭탑 대구명덕역점
2297,커피러셀 동인점
2298,플랜 대구경북대점
2299,카페보스
2300,아이비
2301,나우커피 대구이천점
2302,르씨엘 대백프라자점
2303,또다
2304,커피랑도서관 대구시지점
2305,소예루
2306,카페 카리타스 교구청점
2307,로우시티
2308,카페브릿지
2309,더벤티 동대구역점
2310,커인시던스에스프레소바
2311,덴스크
2312,그린커피
2313,굿타임7090
2314,카페블로썸 전기차충전소
2315,카페드케냐
2316,소담까페
2317,스테드
2318,따뜻한데이
2319,시그널카페
2320,테리커피로스터스
2321,카페클리어
2322,보물350
2323,커피앤번 보건대점
2324,전람회
2325,누보케이크
2326,노스폴
2327,코그커피
2328,쥬스커피
2329,차우림
2330,하바나
2331,공존카페베이커리
2332,빽다방 대구칠성하늘채점
2333,"마고커피,갤러리"
2334,카페414
2335,레이카페앤쿡
2336,즉흥적인
2337,맨리스커세권 현충로점
2338,미니커피
2339,카페루앤비 대구혁신도시점
2340,카페인헤븐
2341,지니카페앤(&)슬라임
2342,모던다방
2343,커피정찬
2344,카페제이제이
2345,교대커피
2346,잎새달닷새
2347,카페꽃이피다 성서계대점
2348,어굿
2349,컴포즈커피 대구대신자이점
2350,위라이크케이크
2351,이디야커피 대구팔달시장점
2352,셀렉토커피 대구성서롯데시네마점
2353,컴포즈커피 대구이시아폴리스점
2354,샌드선샤인
2355,힙오커피
2356,봉비상점
2357,조금남다른커피
2358,카페피네
2359,카페마엔코 대구동천첨
2360,달곰
2361,레드파인카페
2362,더드림커피 서남시장점
2363,공차 대구국제공항점
2364,운터커피
2365,할리스 대구침산점
2366,빽다방 대구두류점
2367,아진커피숍
2368,더벤티 대구지묘점
2369,아비앙또
2370,대구다방
2371,JNK커피&머신
2372,카페봄봄 고산점
2373,렌토
2374,빽다방 대구칠곡타운점
2375,카페오브유
2376,몬스터커피 죽전역점
2377,뵈르카페
2378,보니또
2379,혜이커피
2380,마스가토
2381,요거프레소 대구불로점
2382,시리즈커피
2383,마시그래이 강촌점
2384,이디야커피 대구복현오거리점
2385,페코
2386,런더너
2387,카페오란다
2388,고산골과일카페
2389,어필
2390,스위트주아르
2391,정다운커피숍
2392,카페 꽃이피다 수성점
2393,대봉동 문
2394,탑클래스커피 상인점
2395,놈코어카페
2396,파이메이트
2397,북키디맘
2398,피컵요거트
2399,라벨라마띠나
2400,그린테라스
2401,석화다원
2402,읍천리382 대구범어점
2403,못난이커피
2404,바이썬 하이문
2405,두루카페
2406,티라미스유
2407,카펠라
2408,써드스페이스 커피
2409,카페노리터
2410,커피엔브릿지
2411,은다방
2412,홍월당
2413,나우커피 대구두류점
2414,읍천리382 대구이시아폴리스점
2415,이레
2416,올리졸리꽉꽉이네
2417,카페봄봄 침산점
2418,스노우비바리스타비
2419,폴바셋 더현대 대구점
2420,U커피
2421,문스
2422,디저트덤덤
2423,고망고
2424,청담커피 황금점
2425,워킹커피
2426,인스퍼레이션디 동촌유원지점
2427,스토크
2428,아고아 커피팩토리
2429,빈즈드랍
2430,보테가라운지
2431,카페점보 달서점
2432,아델리커피
2433,카페유
2434,써니커피 대명점
2435,카페보토나
2436,요거트월드 대구칠곡점
2437,제이스베이커리
2438,아카페
2439,영푸드
2440,모두의카페다다름
2441,에움길
2442,마실커피 율하점
2443,이즈
2444,알로하베이킹
2445,험블앤멈블
2446,텐퍼센트커피 대구만촌역점
2447,도시의봄
2448,만랩커피 대구수성범물점
2449,얌디
2450,더리터 대명역점
2451,그린페이스카페
2452,장미카페 본점
2453,테오카페바이트
2454,dan coffee
2455,카페플루마
2456,멜로우엔
2457,마실커피 동구청점
2458,어바웃타임
2459,황제다방
2460,글로벌플라자 카페테리아
2461,뉴포트비치커피
2462,썸8.90
2463,범어1번가카페
2464,이디야 앞산점
2465,어썸데이
2466,프리울리
2467,화이트고릴라앤츄떡
2468,달성보애견카페
2469,복커피숍
2470,매머드익스프레스 동대구점
2471,친구야커피숍
2472,홀리데이 마카롱
2473,이디야커피 대구성서운동장점
2474,드롭탑 대구테크노폴리스점
2475,컴포즈커피 대구서재점
2476,커피베이 경북대북문점
2477,카페누리
2478,카페 늘
2479,컴포즈커피 대구대천점
2480,카페보스 동천점
2481,핸섬커피
2482,금곡다방
2483,카페라이
2484,스타벅스 대구수성호수R점
2485,그카페&스몰팩토리
2486,커피다방
2487,빈방
2488,구암동김양커피
2489,오아시스오브데저트
2490,언더스코어
2491,홀썸커피
2492,말그미옥상
2493,할리스 수성네거리점
2494,피오레
2495,머무름
2496,칼디커피
2497,바빈스커피 대구상인점
2498,달빛다방
2499,꼬모맨션 칠곡점
2500,커피랑도서관 성서계명대점
2501,리엔뷰
2502,운남차정
2503,카페하누
2504,주식회사 에스오코리아 븍구점
2505,라라빈
2506,아웃스탠딩커피 혜진점
2507,마시그래이 두산점
2508,마시그래이 수성범어점
2509,마이리틀퐁
2510,뜨락
2511,사랑옵은
2512,갤러리앤카페
2513,책상
2514,커피정류장
2515,몬스터커피 달서시장점
2516,카페AA 칠곡점
2517,빽다방 대구감삼역점
2518,코펜하겐커피
