,카페이름
749,모퉁이세번째이야기
750,헤이듀
751,토프레소 대구서문시장점
752,다빈치커피 서문시장점
753,크롭투컵
754,와플칸 남산점
755,모노클
756,토스트까페이순신 동대구역점
757,르씨엘 청구점
758,카페앙코르
759,도로시
760,마카다
761,그대때문에늘봄날
762,점프 중구남산점
763,스타벅스 반월당점
764,셜록홈즈 동성로점
765,동구다방
766,폴바셋 대구만촌DT점
767,스타벅스 대구각산역DT점
768,브레드나인
769,카페두다트 대구동화사점
770,탈린커피바
771,오우야에스 프레소바 이천점
772,나우커피 대구이천점
773,졸리홀리데이
774,아웃스탠딩커피 혜진점
775,미진
776,팔공티 경대병원역점
777,투데이로스팅커피 신암점
778,로랑
779,미니커피
780,별다방
781,빽다방 대구봉무공원점
782,십분의칠
783,오브너
784,이에커피공간
785,브릭62
786,쌔틀
787,매스커피 동구청점
788,더리터 신암점
789,에스코더에스프레소
790,시나본 신세계백화점 대구점
791,유림커피숖
792,향기마루
793,다독다독
794,온나다방
795,파스쿠찌 대구만촌점
796,거꾸로보는세상은
797,킹콩쥬스앤커피 대백프라자점
798,텐퍼센트커피 대구남산극동점
799,반디의꿈 신남역점
800,다본향
801,은승다방
802,헤이넛
803,드롭탑 홈플러스대구동촌점
804,백련차와식사
805,사운즈프리미어
806,오마이버디즈
807,드리퍼베이커
808,와우커피
809,사월보름
810,스타벅스 대구반월삼성
811,바리스타비 율하점
812,더기커피
813,카페인우드
814,카페시집
815,커피러셀 동인점
816,관산
817,로컬팜카페8062
818,아파트먼트 대구중앙점
819,이병규의 커피클럽
820,아베끄
821,이디야커피 대구동성로점
822,대구사주타로쪽집게천사
823,블럭패밀리
824,대구 메리어트호텔&레지던스 로비라운지
825,퍼센트14-3
826,커피메지스
827,852갤러리카페
828,카페봄봄 지저점
829,섭스
830,폴바셋 대구신세계백화점2호점
831,더리터 대구대현점
832,더벤티 동구청점
833,코너커피
834,팍스카페재즈
835,핸즈커피 경대병원점
836,카페플라모
837,이디야커피 동대구환승센터점
838,써니맘가득
839,대봉동 문
840,슬로우터틀 약전골목점
841,주다방
842,투썸플레이스 대구삼덕점
843,85커피
844,반반다방
845,한나커피
846,하얀기억
847,라데팡스
848,꼬모맨션
849,커피명가 프라자점
850,굿데이마마
851,팔공티 이시아폴리스점
852,카페헤더
853,청솔로9 이시아폴리스점
854,헤이마포인트
855,벵봉
856,카페이시아
857,읍천리382 대구이시아폴리스점
858,커피에어로프레스
859,엘리스커피
860,낮에해와밤에달카페
861,청솔로9 율하점
862,멜로우커피
863,투썸플레이스 대구남산점
864,마사커피 대구공항점
865,엘림의집
866,위시카페
867,게코타워
868,텐퍼센트커피 대구율하점
869,투썸플레이스 대구팔공순환로점
870,포라운지
871,차밍쌀디저트
872,온니컵로스터리
873,더리터 대구안심점
874,다온 이시아폴리스점
875,진스초콜릿
876,요거프레소 서성네거리점
877,카페틸
878,짝라이브
879,고아옥
880,마실커피 아양기찻길점
881,스타벅스 대구동촌유원지점
882,카페드리즐
883,신원아이엔디 반석점
884,라임라임
885,공차 이시아폴리스점
886,향기든자리
887,원애견&뭉까두까
888,대한커피숍
889,카푸루스비타
890,더벤티 경대병원점
891,컴포즈커피 이안동대구점
892,카페코튼 베이커리카페
893,오잉크
894,소공녀
895,핸썸커피 남산점
896,해브아워
897,크로플덕오리아가씨 대구중구점
898,루프탑앤
899,만남
900,투썸플레이스 동대구점
901,골목안카페
902,위치스43
903,옥이랑
904,슈룹
905,라지트
906,건영다방
907,딥오리진
908,힐리스커피
909,이디야커피 대구율하동점
910,몬스터커피 방촌점
911,에이샵라이브카페
912,스타벅스 대구중앙로역점
913,1리터커피다스 율하점
914,세종다방
915,블루샥 동성로점
916,종종
917,티룸오후4시
918,카페하누
919,타이거살롱
920,우미우미
921,보케르커피 강촌점
922,무인다방 신천더샵센터시티점
923,커피플라워
924,아리츠
925,내가꿈꾸는다락방
926,이디야커피 대구봉산육거리점
927,카페루앤비 대구신천역점
928,브라운슈가
929,명인
930,코그커피
931,카페마루
932,안티고
933,만복당
934,가베오카페
935,모닉23
936,요거트월드 불로봉무점
937,디브이투어카페
938,그네
939,카페루엔
940,샬로우커피 대구삼덕점
941,앤커피
942,지구별방탈출
943,앤지스앤틱갤러리
944,동성로미술관
945,나비야
946,마시그레이 동대구역점
947,감성커피 동대구시장점
948,로키커피
949,슬로우
950,퍼피80
951,검은구상
952,캣독
953,핑크크로플
954,카르투시아
955,미드웨이
956,이제곱
957,텐퍼센트커피 대구신암점
958,시월보름
959,사랑채 청라점
960,스타벅스 대구시티센터
961,스타벅스 신세계대구8F R점
962,컬렉팅더모먼츠
963,카페충분
964,호미다방
965,정이담
966,마르코폴로
967,아름다운만남
968,HEJHEJ
969,모해커피
970,피아노포르테
971,커피샵
972,정다운컴퍼니
973,커피인 아양교점
974,파라다이스
975,무인다방 대구율하점
976,모캄보 대구삼덕점
977,카페달달 신서점
978,바리스타비 신서점
979,카페필름통
980,투썸플레이스 대구동북로점
981,컴포즈커피 대구이시아폴리스점
982,88다방
983,아메리칸컨테이너 본점
984,르씨엘 동대구역점
985,머머커피
986,슈퍼말차 더현대대구
987,일리터맥스 반야월점
988,카페인차
989,비채담
990,지구커피
991,매스커피 반월당점
992,요거프레소 대구불로점
993,스타빈
994,둔산카페
995,점핑퀸&편백찜질
996,카페 카리타스 교구청점
997,카페하루
998,카페더치앤빈
999,리카페이
1000,핸즈커피 대명계대점
1001,전원다방
1002,글레이즈커피
1003,컴포즈커피 대구동성로점
1004,라이브온 라이브카페
1005,카페만권당
1006,광복다방
1007,스윗두잇
1008,블링빈스
1009,공차 롯데아울렛이시아폴리스점
1010,튜즈데이 시에스타
1011,카페로건
1012,하루카페
1013,할리스 대구동성로점
1014,필라이브카페
1015,공차 신세계대구점
1016,카페스테이
1017,로스터리
1018,홍차가게안단테
1019,이층집
1020,카르멜인더시티
1021,커피이야기 효목점
1022,나스커피로스터스
1023,텐퍼센트커피 대구삼덕점
1024,오다원의 밤실바라기
1025,파스쿠찌 대구봉무공원점
1026,루멘
1027,나우커피 만촌점
1028,블랙로드커피
1029,르폴뒤
1030,릴스커피각산점
1031,카페mImL
1032,카페이든
1033,커피스미스 각산이마트점
1034,카페퀸즈
1035,노팅힐
1036,샘터루카페
1037,투데이로스팅커피 경대점
1038,커피원
1039,스위치남산
1040,브릭커피
1041,위드콩쓰
1042,프라우송
1043,카페우물
1044,빽다방 대구복현네거리점
1045,화이트캐슬
1046,원파인트리
1047,드롭탑 동촌홈플러스점
1048,지중해의뜰
1049,요거트월드 율하점
1050,동진다방
1051,왕궁커피숍
1052,카페봄봄 지묘점
1053,동대구역커피전문점
1054,갤러리카페모네
1055,리프
1056,조금남다른커피
1057,디저트랩코코
1058,카페유
1059,서울메이트
1060,비밀의화원 동성로점
1061,라온데일리
1062,아나바커피
1063,몬순
1064,카페봄봄 북성로점
1065,세븐카페
1066,모던다방
1067,마시그래이 복현푸르지오점
1068,이디야커피 대구중구청점
1069,스위치어페럴
1070,초심
1071,카페봄봄 대구 신암점
1072,홈카페24
1073,카페루앤비 경북대점
1074,산호다방
1075,찬미커피
1076,땡스베이글
1077,낮잔에밤별소
1078,보정당 반야월점
1079,어바웃타임
1080,카페2로
1081,박물관이야기
1082,카페머그
1083,청커피숍
1084,나우카페
1085,슬로우터틀 중앙로점
1086,카페큐
1087,다우산방
1088,롤러커피
1089,옐로팩토리
1090,그린커피숍
1091,매스커피 서문점
1092,어메이징요거빙수
1093,카페봄봄 신서점
1094,엘티알커피
1095,프레임웍스커피
1096,올웨이즈베케이션클럽
1097,에프아이티씨
1098,루다커피
1099,안커피
1100,어울리커피클럽
1101,더리터 명덕역점
1102,두남
1103,대구하루
1104,마더커피
1105,에브리데이에스프레소
1106,로정전통카페
1107,로라롱하우스
1108,투썸플레이스 대구팔공산점
1109,라운지온
1110,딥고잉
1111,믹쓰커피케이크
1112,케렌시아
1113,디저트34
1114,하프힐
1115,카페찐
1116,파스쿠찌 대구남산역점
1117,프로마쥬
1118,블루포트 대구동산병원점
1119,카페앤스터프 반월당점
1120,무드
1121,설레임
1122,헵번(HEPBURN)1953
1123,동광다방
1124,믹쓰커피 신암점
1125,제이갤러리카페
1126,다온
1127,은정다방
1128,카페봄봄 안심점
1129,로로
1130,마시그래이 강촌점
1131,상현
1132,카페자매집
1133,포레스트
1134,타임투 포커스 TIME TO FOCUS
1135,헬로스위트
1136,카페달래
1137,분홍커피
1138,이디야커피 대구신암로점
1139,풀꽃
1140,스타벅스 신세계대구3F(티바나)점
1141,다즐링
1142,베로나커피
1143,핸즈커피 대구다운타운점
1144,스테드
1145,커피명가 반월당점
1146,읍천리382 대구율하점
1147,아우어커피
1148,카페큐알
1149,젠틀러에스프레소바
1150,또또커피
1151,더파티
1152,스토크
1153,할리스 동대구역사점
1154,하와이코나사자커피
1155,수수케키
1156,ROUND COFFEE SQUARE
1157,마스터키 동성로점
1158,말랑캣
1159,카페오오디
1160,마시그래이 동호점
1161,드롭탑 동촌유원지점
1162,타르타르 대구동성로점
1163,분홍카페
1164,민트봉봉
1165,하나커피숍
1166,하샐요
1167,Denis coffee 대봉점
1168,카페마롱
1169,설빙 대구동촌유원지점
1170,맨션5
1171,은하수다방
1172,커피전문점베토벤
1173,하옥
1174,카페아띠
1175,구구공 에스프레소바 대봉직영점
1176,파라볼레 동촌유원지점
1177,이시아카페
1178,바삭한 고토고토
1179,박가네커피
1180,고바슨 반달스퀘어점
1181,더벤티 롯데마트대구율하점
1182,비숑
1183,리틀빅커피
1184,어글리
1185,카페리즈
1186,살롱드루루
1187,곰커피
1188,핸즈커피 각산점
1189,리비
1190,에녹커피 강촌점
1191,커피트리
1192,커피엔브릿지
1193,시샘달닷새
1194,윌로우커피
1195,솔트
1196,라미아에밀리
1197,마시그래이 반월당점
1198,달콤커피 대구국제공항점
1199,메이커피
1200,득조다방
1201,댕댕 브라우니
1202,멜라이드 경대점
1203,큐바이쿼트
1204,리틀이탈리아 신세계점
1205,코러스커피
1206,루시카토 신세계벡화점대구점
1207,헤이븐스 미쉘
1208,땅과사람이야기
1209,카페헤이화
1210,카네기
1211,스윕
1212,메이드인
1213,커피다방
1214,할미다방
1215,굿테이스트커피by커피맛을조금아는남자 팔공산점
1216,카페인중독 대구동구청점
1217,에스파스
1218,팔공티 대구각산역점
1219,대구테크노파크 온샘카페
1220,다온디저트공방
1221,디저트데이
1222,에소커피
1223,다올
1224,영원아카이브
1225,커피앤베이글
1226,야미스토아
1227,카페혜화
1228,파란자전거
1229,쌍도커피
1230,매스커피 경대병원역점
1231,전람회
1232,박정희라이브까페
1233,안녕하세요베이커리&카페
1234,킵온
1235,카페콤마
1236,엘리스파이전문점
1237,더벤티 대구신암점
1238,투썸플레이스 대구종로점
1239,대우커피숍
1240,꽃봄
1241,설빙 대구동구청점
1242,파노라마 포레스트180
1243,파클렛
1244,공차 대구현대시티아울렛점
1245,메가MGC커피 대구방촌점
1246,이디야커피 대구율하세영점
1247,빙수제이
1248,퀸즈브라운 대구동촌역점
1249,스타벅스 동성로광장점
1250,보네티
1251,더리터 이시아폴리스점
1252,정다방
1253,샤인오브유
1254,신기다방
1255,안스커피
1256,원다방
1257,보르딘 대구율하점
1258,공차 대구동아쇼핑점
1259,아틀리에빈 남산역점
1260,옥토끼
1261,라임카페
1262,컵넛 동성로점
1263,달구벌연구소
1264,공항커피숍
1265,더리터 대구율하롯데점
1266,아워아워스
1267,윤영
1268,카페월화
1269,다흰커피
1270,써니쓰스위트투쓰
1271,스타지오네
1272,모리스커피
1273,원기커피
1274,므므커피
1275,카페오렌지
1276,상큼한남자들
1277,카페나무그루
1278,카페봄봄 대구 방촌점
1279,조앤더주스 더현대대구점
1280,마노아카페협동조합
1281,니꾸키
1282,커피뉴
1283,영카페
1284,세라젬웰카페 대구동성로중앙직영점
1285,그저모이기
1286,피삼사(pisamsa)
1287,30ML에스프레소 동촌본점
1288,마이브라운노트
1289,이디야커피 동대구우방유쉘점
1290,캠프바이 커피명가
1291,설렘카페
1292,까리노커피
1293,구트오피스커피
1294,왓쿡왓커피 대구이시아점
1295,쥬씨 경북대병원점
1296,알로하
1297,윈디스스토어(Windy+s store)
1298,공드리다
1299,무튼(muten)
1300,유연제과
1301,프랭크프랭크커피
1302,카페일리터 효목점
1303,홍익차
1304,커피에반하다 대구입석점
1305,멜로우즈
1306,빽다방 대구반월당지하점
1307,헤이트먼데이
