,0,1,2
봉덕1동 나랑노랑,https://drive.google.com/uc?id=1O84CMJKXPyano-_ceJJD_OpBV_obpT6z,https://drive.google.com/uc?id=1IXsluUEJW73ZUrWWKKCQomkGxmEnuGav,https://drive.google.com/uc?id=1uXhACofT2nSis-AZBphvz6zvbIdwhjam
봉덕2동 혜이커피,https://drive.google.com/uc?id=172sAJ30-EFbveU1h8KV0VHL8TcTUXUgg,https://drive.google.com/uc?id=1DEGDJ86y_mRiMOfDiUqgXeDJH8X45AYb,https://drive.google.com/uc?id=1gaEYW_62ESTpXI5WvsM1_iMRA6nkYqDk
대명2동 마스가토,https://drive.google.com/uc?id=1KLMT_8rPdeDNi7lLEM2JTuZBrdmLibNH,https://drive.google.com/uc?id=1jSA7RdyngLPahKztKzlJ2R0YyjrzEkjr,https://drive.google.com/uc?id=1VHT1OP0LFjRQMdzVmWQXYbGDVilj8h1D
봉덕1동 띤또카페,https://drive.google.com/uc?id=1ZqaE3QbyP5xpEjXguuB6nqEsI03N814G,https://drive.google.com/uc?id=10TG3KfNlY8hjTjS-QbMrecc-5eVKyaN4,https://drive.google.com/uc?id=1cgCWhaIoYXtN2V8toeNZCa6PAQ9XMHq2
봉덕1동 카페봄봄 남구청점,https://drive.google.com/uc?id=1WcS4NZsvFWqTsSiCdUtShDo4QrYpUYWX,https://drive.google.com/uc?id=1Gb2cy4YCfdwUWGJvyRWiPsbOwVltW18h,https://drive.google.com/uc?id=1_55QR5kOQO2qlA9V63y6oI2dnsbBeH6y
봉덕2동 그다방,https://drive.google.com/uc?id=1PHuoO1_n_quJSwfDhptU0D4geyOg4U5_,https://drive.google.com/uc?id=13lE-lwu-Ukgww13b1565FGWs0WZolTSB,https://drive.google.com/uc?id=15bzFr-OJJPMGa47HIeec8FYMCNQOREQ3
봉덕1동 코지커피,https://drive.google.com/uc?id=185X5fcXlLnHVhajYc36RqZwrZGwkRhFS,https://drive.google.com/uc?id=13g8Gdwd95S54kLnajXZBMm3sSw0nTaR-,https://drive.google.com/uc?id=1o7PnYLo6nhNcDRX2H621tCKSoLWnu8t6
이천동 별책다방,https://drive.google.com/uc?id=18x0WYy8lnDCBm9C012DyYUZW9nP8bk_P,https://drive.google.com/uc?id=1Qb6Ma0S8KnXO5vwMPH4u07hA5FCi36Uq,https://drive.google.com/uc?id=15hG20yWTg58foDkngVNw2LWWHxnR7sOa
봉덕3동 랑데부,https://drive.google.com/uc?id=1QzlPG_tWta1DN5w9LlSOpyKcJZbBZUD-,https://drive.google.com/uc?id=1f3l3AfSxW4TOPOZvcVxB5Bd2N4uXqhHF,https://drive.google.com/uc?id=1sTrBKEuKle49S2Dh2tnyB1akKP9wH9tm
대명2동 아티스트바이,https://drive.google.com/uc?id=1o1_fFfdpwlvZOfX6KdgObDJQudiw3NTi,https://drive.google.com/uc?id=1gUpONpHtDyfeFwHB993VQCd7vBtF4_Mq,https://drive.google.com/uc?id=1ij4SivYAp4CjyN77NTJ6VLULaDrCR21V
대명3동 예니네 베이커리카페 대구점,https://drive.google.com/uc?id=1uL708vkWa7GCn3vEHPY_x2w3zS_i97sy,https://drive.google.com/uc?id=1dF_ZaS4ucych7Jy8rE6LkofXeul9Jx-h,https://drive.google.com/uc?id=18wKcUy_t8it23XF1Ei3pYyjuWcxashvT
대명3동 타미즈바이올렛,https://drive.google.com/uc?id=1hjsMSl2a45AQUFma-FF6XHy6w0vWqd6U,https://drive.google.com/uc?id=1pL3NAti5KWoOBQLDJs1qO2k7c1ayrcvj,https://drive.google.com/uc?id=1Gdhc20_2GaZbgKIHlacwSS_1hh36sT4E
대명3동 펠리즈커피,https://drive.google.com/uc?id=1w0dKVjeguXFRtKaq47QF1lmqTkEAYDsi,https://drive.google.com/uc?id=17U8Wytg4rclr1RIiCfTwJyyzX-K1Ci-E,https://drive.google.com/uc?id=1JN11IAnlM8zPGSeNU43H_W77DOm8EHnt
남산4동 더캄,https://drive.google.com/uc?id=1kMRFy_sPaLiOUBYKqYF1f7fopg_xee1c,https://drive.google.com/uc?id=1evyeRJYI1g3UBHZaJWtL7xPOTKEDNxg3,https://drive.google.com/uc?id=1mBqiI2Brz3EDnsRUewH2O9vNOKjsvdIK
