,사업장명,카페이름
567,본리동 베어프룻cafe,베어프룻
568,장기동 할리스 대구본리점,할리스 대구본리점
569,본리동 투썸플레이스 대구죽전하늘채점,투썸플레이스 대구죽전하늘채점
570,장기동 별다방,별다방
571,성당동 크레센트,크레센트
572,성당동 라라커피,라라커피
573,성당동 쉴만한물가,쉴만한 물가
574,성당동 멜빵커피 성당점,멜빵커피 성당점
575,본리동 파나쉬블랑,파나쉬블랑
576,용산1동 데인티 용산점,데인티 용산점
577,용산1동 벨르마망,벨르마망
578,용산1동 카페세라,카페세라
579,장기동 숲으로,숲으로
580,유천동 더벤티 대구유천점,더벤티 대구유천점
581,유천동 감성커피 유천점,감성커피 유천점
582,월성1동 블루샥 대구월성점,블루샥 월성점
583,월성1동 매머드익스프레스 대구월성래미안점,매머드익스프레스 대구월성래미안점
584,월성1동 하삼동커피 대구월성점,하삼동커피 대구월성점
585,월성1동 카페아토,카페아토
586,유천동 하삼동커피 대구월배점,하삼동커피 대구월배점
587,유천동 코에케,코에케
588,유천동 쁘렝땅,쁘렝땅
589,유천동 레드파인카페,레드파인카페
590,유천동 매머드익스프레스 대구월배삼정점,매머드익스프레스 대구월배삼정점
591,유천동 하이오커피 대구월배점,하이오커피 대구월배점
592,월성1동 대퍼카페,대퍼카페
593,월성2동 도케비커피 신월성점,도케비커피 신월성점
594,유천동 마시그래이 대천점,마시그래이 대천점
595,월성1동 공차 대구월성점,공차 대구월성점
596,월성2동 이디야커피 대구신월성점,이디야커피 대구신월성점
597,월성2동 벌크커피 신월성점,벌크커피 신월성점
598,월성2동 아마스빈 신월성점,아마스빈 대구 신월성점
599,유천동 모꼬싶찌,모꼬싶찌
600,유천동 옐로우딥커피,옐로우딥커피
601,월성2동 몬스터커피 신월성점,몬스터커피신월성점
602,월성2동 스트릿츄러스 대구월성점,스트릿츄러스 대구월성점
603,월성2동 트랩코리아 대구월성점,트랩코리아 대구월성점
604,월성2동 컴포즈커피 대구신월성점,컴포즈커피 대구신월성점
605,월성2동 댄싱컵 신월성점,댄싱컵 신월성점
606,월성1동 빽다방 대구신월성점,빽다방 대구신월성점
607,월성2동 팔공티 대구신월성점,팔공티 신월성점
608,월성2동 메가MGC커피 대구신월성점,메가MGC커피 대구신월성점
609,월성1동 하이오커피 신월성점,하이오커피 신월성점
610,월성1동 동네커피 대구신월성점,동네커피 대구신월성점
611,월성1동 카페051 대구신월성점,카페051 대구신월성점
612,월성2동 텐퍼센트커피 대구신월성점,텐퍼센트커피 대구신월성점
613,월성1동 빽다방 대구월성원더풀점,빽다방 대구월성원더풀점
614,월성2동 더벤티 대구신월성점,더벤티 대구신월성점
615,월성2동 블루샥 대구신월성점,블루샥 신월성점
616,월성1동 모도,모도 월성점
617,월성1동 감성커피 대구신월성점,감성커피 대구신월성점
618,월성2동 더리터 월성점,더리터 월성점
619,월성1동 수북하이 신월성점,수북하이 신월성점
620,죽전동 요거트월드 대구두류점,요거트월드 대구두류점
621,대명11동 딜리저트 송현점,딜리저트 송현점
622,송현1동 마사커피 앞산송현점,마사커피 앞산송현점
623,진천동 아우어가비,아우어가비
624,유천동 플랜 대구진천점,플랜 진천점
625,유천동 펌프커피,펌프커피
626,진천동 더리터 대구진천역점,더리터 진천역점
