,0
범어2동 레조넌스,https://drive.google.com/uc?id=1DkNoTpnp1z6vJo_zvk9M8d8nqt6GavrK
중동 리즈카페,https://drive.google.com/uc?id=1L0TEdNbgFfYzkCfILebu8Ds4IbNVgGxn
수성1가동 옹글스카페,https://drive.google.com/uc?id=1ZQhfbR_ZehBOtB6cYMasgiwg6RcIVhi9
중동 투썸플레이스 대구수성1가점,https://drive.google.com/uc?id=1bQ7f9WwpCVHc838TzijFnS5jZYYIZa8p
수성1가동 피에스 수성,https://drive.google.com/uc?id=1lndffY8EcrEjmx3dt40vvVUYr9JRzwj0
수성4가동 매스커피 대구은행역점,https://drive.google.com/uc?id=10Zqw-8aK5S1eM-LozG1D2Gd60KCpKsrv
상동 다홍연화,https://drive.google.com/uc?id=1yV5v7MZ6D3rVNgpHAe5PBmVL7xvMRPYW
상동 CM,https://drive.google.com/uc?id=1UEx_e1wExbN8by7wdEm2RC0Wkyc8RRf4
중동 피델리티커피,https://drive.google.com/uc?id=1Yh2Rwz7SY79AjWER7EVfjHnykAT3fz4b
수성3가동 티앤트래블,https://drive.google.com/uc?id=1b2y-2Vy4wVpec6gMxCk_cGLtaMQjukPa
수성3가동 몰로 MOLLO,https://drive.google.com/uc?id=1eGFOyLPs6-9Phc0Lkaaa3r_h3MHxHD_k
수성1가동 로비,https://drive.google.com/uc?id=1bGpCsJxp1v8FleZdjeJ-qLgA1zDc-4IZ
수성4가동 텐퍼센트커피 대구수성1가점,https://drive.google.com/uc?id=1v6rtfMm80mxGoTAv5U1DThiOXfFADXMZ
수성2가동 카페우아한,https://drive.google.com/uc?id=13Nx4ChyFuXhaQTqZrjX3DEnuTyvoS6FJ
수성1가동 하삼동커피 대구수성점,https://drive.google.com/uc?id=1gNQWD4KWrrpk9ggCwaAMeSdPe_ySZO60
수성2가동 시월일일,https://drive.google.com/uc?id=1oPxolnX8vi4DKYxVwaBRMp-j9LNOZC1H
지산2동 설빙 대구수성못점,https://drive.google.com/uc?id=1qjKTo_WoE2fYGeytszeJMw1kuPmh5_pz
지산2동 반미콩 수성못점,https://drive.google.com/uc?id=1E_Kg8nmjyzER-pDidMt7xehwy3f-a2Uu
지산2동 우즈베이커리카페 수성호수점,https://drive.google.com/uc?id=12E_9qlUmQWoZ8M8ZbaMdsOPDCsHAtHib
지산2동 이디야커피 수성못점,https://drive.google.com/uc?id=17l74a1cHraAJOF-vwTeo4lpAAfcIyEui
지산2동 디저트39 대구 수성못점,https://drive.google.com/uc?id=1_QjCPjsNGR5HoP7wX8CFMQDaoVOilQXl
두산동 카페봄봄 수성못점,https://drive.google.com/uc?id=1Vy3bWSPB1q_FEuxgi7f1gJfGDFCuRyNf
고산2동 마커스커피,https://drive.google.com/uc?id=1Y4kRqy_sA_XLem0AGdmrL24hpnM3r7h2
고산2동 이디야커피 대구수성알파시티점,https://drive.google.com/uc?id=1LuLxYgpmMM2susQDnLxy1yi-HYRkls4r
고산2동 갓샐러드 시지점,https://drive.google.com/uc?id=1GUHOIoGPl89Z7hvODENDZpE08YP8u3lp
고산2동 라우디,https://drive.google.com/uc?id=1VFslhbD-bfmXVrQm5Clkn9yKA2_SBx_X
고산2동 프리울리,https://drive.google.com/uc?id=1yVjGAyhZxZ2P5yFgjXybiqOJ6UIj4q1D
고산2동 읍천리382 대구시지점,https://drive.google.com/uc?id=1UXN-lPeuPM1Wi9gwjbbaaPo_jGoG18BM
고산2동 셀프바리스타 시지점,https://drive.google.com/uc?id=10gS4zzZcNGmAYxYUIuPDhw30yaO2RPPT
고산1동 탑리터 시지점,https://drive.google.com/uc?id=1P-9LvPRCPxz4Fa0q66kWH30da7QpbZHe
고산1동 더드림커피 대구신매점,https://drive.google.com/uc?id=1RQB1cwOfBwRBAFttZERCjtzhiwZDfLyP
고산1동 천미리다방 시지점,https://drive.google.com/uc?id=13rZH2SOIityvAxpaQ5d0BdystgxpUvUQ
고산1동 미리지구,https://drive.google.com/uc?id=1X2GTa4ZlbU2iNh2xbuY6l30QCh9NJ4Qp
고산1동 요거드숑,https://drive.google.com/uc?id=1nSISy3KlEwFEuj3Lelj2otnrcUoH-WFN
고산1동 카페벨,https://drive.google.com/uc?id=1EMWHNxs22kwNmPm6pPi5wq50tFIsUzTd
고산1동 아마스빈 대구시지점,https://drive.google.com/uc?id=1UR0VvU59s6NMrt5fTd-xNooZP13ZHNgC
고산1동 제일구락부 시지점,https://drive.google.com/uc?id=1Ke-NzroUbmw5YI0Ff6gAjnlqPCQNQUJ1
고산1동 아임붕어 시지점,https://drive.google.com/uc?id=17ek1vFNhypk_2aYXCc_R7nL9gdavQkwq
고산1동 플로미슈X아제트,https://drive.google.com/uc?id=1jeYeZwOgtuLfcKEpKBu9h2ftHm72rScM
고산1동 커피인피니티,https://drive.google.com/uc?id=1xbfy0o2YqwykHPm5tg3KGYNJhpNcJ-Iq
고산1동 커피그리고,https://drive.google.com/uc?id=1ZLEMDlNPbtquP4phR_8bzV487Il3ITym
신천2동 머뭇,https://drive.google.com/uc?id=1Nm-clCm655B68qOmLwtVCMlPmglmP8g8
수성4가동 틸더커피바,https://drive.google.com/uc?id=1kxOg-KlkRTgygAUmRgqHf5diZFeIVcvn
고산2동 배터리커피스탠드,https://drive.google.com/uc?id=1EhqJzYsxTIjFrPMwAAiEhrF7_2bJyC0z
고산2동 더리터 수성IC점,https://drive.google.com/uc?id=1xDCaiUXzwfPNaUqFS0-ILtUnpBM---hL
고산2동 댐퍼커피 알파시티점,https://drive.google.com/uc?id=1cadwtj0LsyuE3zFQcr2tQ91cI0KaWsko
고산2동 몬스터커피 알파시티점,https://drive.google.com/uc?id=1xON6YRv0vpDGGDwLlBBb16Fop5BRK5Lr
고산2동 핑퐁커피 알파시티점,https://drive.google.com/uc?id=16qXChHxce8Gk2W4emWXZ-751pB1GweN6
고산2동 빽다방 대구알파시티점,https://drive.google.com/uc?id=1cAjka5s72twnobm8ayzcHdfn5sKZ3MiJ
고산2동 더리터 대구알파시티점,https://drive.google.com/uc?id=1kcMVL1VDUPTbsApg1KAyBSfVed_TbkqO
고산2동 디저트39 알파시티점,https://drive.google.com/uc?id=1F5RVg8XivANNnJjkibb0qvdpfjFes-LI
고산2동 카페봄봄 알파시티점,https://drive.google.com/uc?id=16pgrxrggqQVEYfmeVARyirPXDLO0_xau
고산2동 올웨이즈카페,https://drive.google.com/uc?id=1NQKNaZUGbZPMTyPG7_VNR3rF1xuMxbMJ
고산2동 마노커피,https://drive.google.com/uc?id=1d-y2J7v3lbbov6_W-8cA_Vn6poTw02UQ
파동 핸즈커피 수성못점,https://drive.google.com/uc?id=1y3INXx7f-LFXE6zsnzdRW33wO2L-HX1r
지산2동 고바슨,https://drive.google.com/uc?id=18GFKw0bX3wfu9XAcHW6Svu3IKv_5xLsW
지산2동 커피명가 어나더 랩,https://drive.google.com/uc?id=1sSAllXTZeo6GsH9V21hD7QKq_4GaRzB6
지산2동 할리스 대구수성못점,https://drive.google.com/uc?id=1uc0yHYExj9Wa6pxEdQ8z8JLyou-LZZz5
지산2동 투썸플레이스 대구수성못점,https://drive.google.com/uc?id=1OXCUnoqqBzv4N80x36WRFdeDI0TAPkn6
파동 코트니마켓,https://drive.google.com/uc?id=1ftYGkK8alMY_wT9IxXl1YFaXuOJC1v6-
지산2동 더리터 지산목련점,https://drive.google.com/uc?id=12F-kDmM7AKtz1grjpWXmuWDvHY7NZ66W
범물2동 투썸플레이스 지산광장점,https://drive.google.com/uc?id=1LBjeCLG3UidcijeZaVB7M3EVRzD7zPzH
두산동 탐앤탐스 대구수성못호반점,https://drive.google.com/uc?id=1zMic7nfQLWZYXaooadI1RXG12t37EITE
두산동 헬로72번가,https://drive.google.com/uc?id=1HwFtx6MYeeUB0mtBTxHKqcf1Z5ld7MNg
파동 엔제리너스 아일랜드점,https://drive.google.com/uc?id=1kb3j9yWoWsAngT8zub39aa-0gXGZhb3w
파동 커피스미스,https://drive.google.com/uc?id=1fFHUr_iT7qu4m7H_0I9gWZFn7_iysZc_
두산동 아트플렉스,https://drive.google.com/uc?id=1QN86mQ8Fj4cja0D7bI_zBn54S0eFS4xb
파동 mijiro,https://drive.google.com/uc?id=12Do9iL3VqLruTP0XzJxV7nCxOTBiV1bV
두산동 웰스프링,https://drive.google.com/uc?id=1qSNI-qnnxDPpSGDTybxuZdNH2fzhgz5A
지산2동 덴스댄스요거트,https://drive.google.com/uc?id=14PwPx59Tv_IayoxXR03iVcytsMce_kq0
지산2동 happyhappyhappy,https://drive.google.com/uc?id=15IZXGklyjBH8lzU9VZ6bePDh9n0Q5HL-
고산1동 팔레트카페,https://drive.google.com/uc?id=1ei4faqMSAVFh9RS1hxALGGD0g3eqgZCu
고산1동 카페욱수,https://drive.google.com/uc?id=14a53Qctq9qXN4OEJFnxw_5Xlt4eIeoQM
고산1동 피카커피 욱수점,https://drive.google.com/uc?id=18HgQgoeBBWg04UAghFd8BvF7HvMJc6in
고산1동 푸푸커피,https://drive.google.com/uc?id=19i8CNeqxMjNWt3seMjunCnUTnyj9ApBG
고산1동 카페하늘 민들레,https://drive.google.com/uc?id=1iFMW4w6gA_FQhzoWxVnEGQ11-Yv6klXS
지산1동 모하커피,https://drive.google.com/uc?id=10ZLKVhmjAhoK0pm7cFmmB0GXclxKPnCD
범물2동 더리터 지산점,https://drive.google.com/uc?id=1T7KtoGzFVnUI5Ja8D9J-MSP2CfXg-12-
범물2동 쥬씨 지산범물점,https://drive.google.com/uc?id=1Pn3ptPDdQnoGbGsSDL-o1QJU99i7wl2D
범물2동 커피명가 지산점,https://drive.google.com/uc?id=1L39kHhE0jy-0gL5-RWY0_UAtXZ-00cCx
범물2동 공차 대구범물점,https://drive.google.com/uc?id=1kERIBeIU97G6BJK32O0g570stnnhSVA-
범물2동 빽다방 대구범물시티월드점,https://drive.google.com/uc?id=1sG0nQTvxswqsjFhnmHTtOaYTBRnJ_Y07
범물2동 카페봄봄 범물점,https://drive.google.com/uc?id=168pU9rb1_SxMwyzJUEbyNXiIzt5MUvzi
범물1동 라부아뜨엘,https://drive.google.com/uc?id=1F-GTk6lrHiJcy3wG-k5OK5Tl8wcnKp2w
범물1동 카페봄봄 대구용지점,https://drive.google.com/uc?id=1RvGhKBzIMizPNwM8HESZGj7bODj5QR3m
범물2동 까페앨리스,https://drive.google.com/uc?id=13pUcl7UD0dq2JnAP3Y2RkfAHanahguHQ
범물2동 카페아미,https://drive.google.com/uc?id=1idso1HHiLuQsZZBZA84Bzi0yS7PnaJG8
범물1동 디오커피&잉크,https://drive.google.com/uc?id=1pnkk__4w_qD0uVyHXOHylH7mQpqED18O
지산1동 모든순간,https://drive.google.com/uc?id=1gWRBUPcDdol7nHOZUxu6Vm1SqiYYiJT1
지산2동 조조스커피클럽,https://drive.google.com/uc?id=1Br_Dtsx5nKfc3SSarVSiXN2kKz-2nkBW
지산2동 에그트리,https://drive.google.com/uc?id=1S1CEg7ba4FoWgEszuPH7wyazyOlsLo11
지산1동 어벤더치커피 대구 지범점,https://drive.google.com/uc?id=1qRiK-Uvvy6mMGP4P70jE2--tMGS_CjbG
지산1동 엑트,https://drive.google.com/uc?id=1ES3wyudRZ5sFlmVlZtJPYd5CSFyd5Ux-
범물2동 하삼동커피 대구지산범물점,https://drive.google.com/uc?id=18K0Us933ZzehXZAmLfemkJVx90Jtzxmc
범물2동 하바나커피,https://drive.google.com/uc?id=1VZ0vviMGRJ_VxOWLKbM_7r7NdqhdRU7e
범물2동 카페마일드,https://drive.google.com/uc?id=1XiZ_sq_8ifWVZEMQGtcXxJz_yUSw0G7s
범물2동 에렌델,https://drive.google.com/uc?id=1C6rHidPV9nePcgn41age2iIXqc2Cd3Fp
범물2동 esc 범물점,https://drive.google.com/uc?id=1Xx7zFtgKnB6nX6zW3WL0KbaZGXcnYaaF
범물1동 피쉬마운트 범물점,https://drive.google.com/uc?id=1jWYcR3oZUI04FUIfh5yvv6OR6x8NKbtV
범물1동 메숲,https://drive.google.com/uc?id=1TXN0sZchGdYRkDrzHXYXB0N_KdE7M6VD
범물1동 말카커피,https://drive.google.com/uc?id=1iyfhf369JpHGR7mkYBDSG6RSCa5EMXlR
범물2동 예쁜하루디저트카페,https://drive.google.com/uc?id=1Cc1rgGVSTbs4hci55VV2buwIzovQ4XBp
범물1동 카페헤이닷,https://drive.google.com/uc?id=1Zg2atQPwkAarBO6gk5NJ_dBMeaZjY5Ol
범물1동 몬스터커피 범물점,https://drive.google.com/uc?id=12znH0X5ajOyRa6sd-Szt04_acuamzK2Y
범물1동 만랩커피 대구수성범물점,https://drive.google.com/uc?id=1xigQX8dnrjz3eo5u-fZFAmtAHZ6rH94S
범물2동 트리오브헤븐,https://drive.google.com/uc?id=1oroap4fU2UIzwdsrGWlQtGrP3R7HyVMg
범물1동 투썸플레이스 대구범물점,https://drive.google.com/uc?id=19Lg3tCl-njozTretbQJTzAshe9XvKtno
범물1동 엘리먼트비,https://drive.google.com/uc?id=1d8KzJdV1WHIkKXl6Bq8QnJVnIQCxY3Gj
지산2동 차우림,https://drive.google.com/uc?id=1DmqO_zUEnGFPBElKRl5xRazSo4_YIjw9
고산3동 09264 커피갤러리,https://drive.google.com/uc?id=1fBil779f1QMZO2nnB0TKIhuK0JUxguHi
고산2동 마이리틀퐁,https://drive.google.com/uc?id=1PidRL4wekpt9enNFtDIz1vRbEtSChF9Y
고산2동 아틀리에빈 고산점,https://drive.google.com/uc?id=1huLHAb51IoW0hIYg_pJYjiFjk1LFMzgE
수성2가동 카페클레오파트라,https://drive.google.com/uc?id=1aQ_DbmLzF4jW75sw_MbG_uEpkIRNzB-L
수성3가동 마쥬,https://drive.google.com/uc?id=13aBSacuaVxYh7k0U2lePGv7FsNqiDCD2
황금2동 텐퍼센트커피 대구황금엘포레점,https://drive.google.com/uc?id=1m_0nmfw11rQcnpkmneJoQDdw7O7lcKqg
중동 설렘커피 본점,https://drive.google.com/uc?id=10smE7HzKvgW5u-VNdBOQM5HjOSVtjxGn
중동 흐드러진커피,https://drive.google.com/uc?id=1gNwCFs2NV-GWXosc_-VvanpyInVsFkI7
황금2동 살랑커피,https://drive.google.com/uc?id=1HTaEJN_ns7TA1Szhmxn23qFjHlt6rTMR
수성2가동 레디투커피,https://drive.google.com/uc?id=16LNJbYUHMucHkXa88_s1rSL2kAR2g91H
범어1동 레프트뱅크커피 범어에일린점,https://drive.google.com/uc?id=144VCxINrgMBnP-TgEYY3vvXusSHBq5zn
수성2가동 블루샥 대구범어점,https://drive.google.com/uc?id=1U7S39lodEQ_aAs1tdU706lgolh8KNCDL
범어1동 노바디커피클럽,https://drive.google.com/uc?id=170A2jIm446YPXi5NCvmLD_8UM2yG5VB5
범어1동 켑트커피,https://drive.google.com/uc?id=1Dp21CHvtJ_R5VRdb1uQ8DkPdP6tojtuI
범어1동 카페생활,https://drive.google.com/uc?id=1sU8PiA54TpfGYcotKthjkKGrnhOH6BAO
수성2가동 마루모리,https://drive.google.com/uc?id=118Rr_XaL1UhlmJ7bL-hB73wUO08fS1mD
황금2동 또리커피 수성점,https://drive.google.com/uc?id=1Old73YDvz4jTpC9D6dMn_5ZT0jMiENiL
황금2동 유엠엠커피(UMMCOFFEE),https://drive.google.com/uc?id=13Ahri8gGNJwDFqW2ekYRbYwxvxY0rBcn
두산동 셀프바리스타 황금점,https://drive.google.com/uc?id=1h3yVYPr0DYNmuSQjRZsPqIs7K_h_Y65g
두산동 파스쿠찌 대구황금점,https://drive.google.com/uc?id=1XMoJaII97QKFoq2DAGcFNgtM8kIwzJwv
황금1동 공차 대구황금점,https://drive.google.com/uc?id=1szTGHm9yTpaYksO7nNRCRY5g8j3WJ8-a
황금1동 쿠스커피,https://drive.google.com/uc?id=146LuQQIUaIRG4LTxbmQ65gToC08R35hf
중동 오하커피,https://drive.google.com/uc?id=1d2eqdGNUTziRJ5mWF5hI1tdQCv0QZw_3
만촌3동 리움,https://drive.google.com/uc?id=19mryjhVwNyLU4_LNZhd4y4HsBNNjhtik
두산동 마가렛루멘,https://drive.google.com/uc?id=1XGDkE3VsS5EWgTyXFRd1nzDqY-VAi_wT
두산동 몬스터커피 두산점,https://drive.google.com/uc?id=1Minax0z4gQehy9sRSTmfg5eXyawP4dkf
두산동 읍천리382 대구두산점,https://drive.google.com/uc?id=10xszlvyPsETK08PpaWJrU59u9hhY4YbS
두산동 하삼동커피 대구두산점,https://drive.google.com/uc?id=1M1otldtJ1qvme1tT3zDouBeZYidrdoUr
두산동 메가MGC커피 대구황금점,https://drive.google.com/uc?id=10Z2-SvEhxSJ_mKn-2l234X3AVSKwTL5N
두산동 더벤티 대구두산점,https://drive.google.com/uc?id=14Aked1aAh4WxWznljTxD_oOcrFSu_Ve0
지산1동 타샤커피,https://drive.google.com/uc?id=1Bg3oYR50GzTukomCRfvzi6CcYXgw0TLk
황금1동 쭈롱베이크샵,https://drive.google.com/uc?id=1ea2gXSzj7LqOIDsNsaZ0o7lrOIg37ifR
황금1동 바질커피,https://drive.google.com/uc?id=1eQKETmH29Z8jl5PlDZVq7hlAYSvjatsi
황금1동 비포커피,https://drive.google.com/uc?id=119QsX8_F0bMrULa44FnYwNyDoaAW4WJj
범어4동 서로커피 만촌점,https://drive.google.com/uc?id=1U_RbJXPmqSpGN8LIhrkfpPNGyjHKQ_sR
황금1동 이디야커피 대구범어경신점,https://drive.google.com/uc?id=1ZHcsw4v89wxlwyA5nQ--qM4qZJwenImh
범어4동 이끌림스터디카페,https://drive.google.com/uc?id=12EXBleh0zzx8x5mYrszvYIFcld9FJUlo
황금1동 히스,https://drive.google.com/uc?id=1ld0yEWCCiw1izgzERB5Vd9EVo2HfJm91
범어4동 카페 로즈앤코튼,https://drive.google.com/uc?id=1iuBpYJt5PwrgIRs74vhuJ3TEKSwRDTdf
만촌2동 teo,https://drive.google.com/uc?id=15NLkPsNWYIgjRjxbHbBdSjMQNlfYE-U4
만촌3동 쿠우,https://drive.google.com/uc?id=1fCaIfJjqr2u9lXA1_p5J4FpGGb_O5ZXW
만촌2동 충의로 3,https://drive.google.com/uc?id=16A0xvbB40d2sIM7L4mf_KLq2ODe59Mrk
가창면 카페봄봄 대구파동점,https://drive.google.com/uc?id=1SM28grqKEPinwHW1Uu0IwkccV_xgX2sh
파동 커피패밀리 파동점,https://drive.google.com/uc?id=1ew4NOrzOYxuzVtdIfPZLfqPP1w5b5zaP
가창면 카페노리터,https://drive.google.com/uc?id=1GDSnP1bozrL0zhAf7wi8KOjXrx4xfiZa
가창면 비그릭,https://drive.google.com/uc?id=1GuBvqrnMeVQPc3vasXKUXnjbtuIcN85V
가창면 이오커피,https://drive.google.com/uc?id=1oRX6EH42NlrhH3urxoIlb6-2xx3QTfyX
파동 라고디카페,https://drive.google.com/uc?id=17S45rQ7GxE0dD_G5Oskat0KUeO33xcr9
상동 커피파리스,https://drive.google.com/uc?id=1xfQEp3CINg6C66Vupns-g99m_hcyO9s8
가창면 고요의 숲,https://drive.google.com/uc?id=13S3Qp3hNdeV3umluZio0GSfB7z_w0Nyy
파동 카페파잠리,https://drive.google.com/uc?id=1fw0KRiiUmcqebPNxTcRTjI5zB7WrG2sU
고산2동 산너머그집꿀,https://drive.google.com/uc?id=1SCx5DRbE56s5MBLVCGDAHLJgCMRfagVC
만촌1동 낮잔에밤별소,https://drive.google.com/uc?id=1qZzHzepU_mfAVPLxD0H9AWE6RiPUNNFj
만촌1동 카페꽃이피다 만촌점,https://drive.google.com/uc?id=1lyKmlc379m4LO7aXLZ6PfKROn38jQwey
효목2동 파스쿠찌 대구만촌점,https://drive.google.com/uc?id=1hVc45heLFPd0vakkMVALsrrqWGLQ3o8k
만촌1동 듀,https://drive.google.com/uc?id=1YN2_Sro3rNtvJ4qBN7qppx2Uzn-CQaf2
만촌1동 샌타바버라,https://drive.google.com/uc?id=1Uq29cwY7KIjp1qfAdAzbY9cFOqzeUP6s
만촌1동 카페봄봄 만촌점,https://drive.google.com/uc?id=1rkiv2YdTHqbBSJuM1ecBLgazT-1NKiXb
만촌1동 몬스터커피 만촌점,https://drive.google.com/uc?id=1bMIqH9ADO9XbVzpkw0Cgq6vSfJQjLzjF
만촌1동 뵈르카페,https://drive.google.com/uc?id=1zDBfqyKnsej5jSOBLvLTqsoqzsfB9f3T
만촌1동 크로스워크,https://drive.google.com/uc?id=1Fuf8dx0sUdqOmTmfLS3KL48UoXUXA3ef
중동 멜티드,https://drive.google.com/uc?id=1SvmmPpLlVX8avvAcIAhyYcpw7FB5jxwN
황금2동 룰루블루,https://drive.google.com/uc?id=1H2t-xkRwYTa4mY3PRZ_xumaQjT9dRepj
황금1동 카페 아틀란,https://drive.google.com/uc?id=1NgJy6ZoF1MmZBwS1DBGrnFfoM-LWkAwP
황금2동 힙오커피,https://drive.google.com/uc?id=1GDerJL3d2p7ONpyMrHxeAAgoqUCBC0Cd
도원동 구트오피스커피,https://drive.google.com/uc?id=1t9nPNOzU96dfyRuvZdgyjvF1GOQXg7Hl
동인동 스커트케이크샵,https://drive.google.com/uc?id=1sJMfQ6c-t5jP6q24wIY1ds3qosSmjReC
동인동 미스터브리즈커피 대구시청점,https://drive.google.com/uc?id=1boGyYJcJdevWCWtl0uF9FgmnSCSwzlnu
도원동 서스카페,https://drive.google.com/uc?id=1pT7UwnMbk07nWBdufEmhu1M8bU-JKUYu
성내2동 러브모드,https://drive.google.com/uc?id=1Ln5at8rAz5QGyrMl_zz63gVS_IRLM7Nf
성내2동 차방책방,https://drive.google.com/uc?id=1uKVR2lSU7Oh9ovli00j5p6QyK1l6dmn4
성내3동 넌테이블,https://drive.google.com/uc?id=163kn9_yCbg1IYurvSNgaYZ8Vqy6cd9Af
삼덕동 더리터 동성로점,https://drive.google.com/uc?id=15m8vuDMe7O8PwCPB3rAFrLT_3voeSbI5
성내1동 이얼즈,https://drive.google.com/uc?id=1f0sIbp2gAQnxF0eHJ0Z7sMvvD0bj3brK
성내1동 빌로우 대구시청점,https://drive.google.com/uc?id=1WR_7px9bKjnn-ReQyomI62G2Lt8C5TT2
삼덕동 카페헤이화,https://drive.google.com/uc?id=1SlTt-qF-ucdedEUDOkMv40vX1TMEaK0D
삼덕동 혜동,https://drive.google.com/uc?id=1aQX2vk0RFRsAQ33AIvTt-I4PK1WY9Ml6
삼덕동 85커피,https://drive.google.com/uc?id=1ngpAcBXL1uUuQaj49VoG-Zi4SSE9xFTU
남산2동 카페쵸피,https://drive.google.com/uc?id=1RW_wDPfv87bRJ3Um7uX4Re35cVHnPxCL
남산1동 탈린커피바,https://drive.google.com/uc?id=1c8AlBNrFGYf7yncuK5rIY4qDJjQ9x-Ws
성내1동 까사넬로,https://drive.google.com/uc?id=1Pwcni0VC2LOQccDYbA2id0400bAlrlUG
성내1동 버건디,https://drive.google.com/uc?id=1bUl4VZhm8JFkHrzhmD_UpjJn2ozkAmDn
성내1동 북성로사람들,https://drive.google.com/uc?id=1Zai0ye7nC_SrjLzBPyprQGARf7rAUfw_
대신동 오퍼커피 서문시장점,https://drive.google.com/uc?id=1wE6BCjvPtF4n3hSW3H08solBH2KAXdnM
도원동 매스커피 서문점,https://drive.google.com/uc?id=1wDLMPrTnh9MSr7Kt-LA4JLCtn6XpPZXx
성내3동 더리터 대구서문시장점,https://drive.google.com/uc?id=1bwIFtXc8-N6NV_4XkTrCZQPM8NQNB2er
성내3동 카페이든,https://drive.google.com/uc?id=1MFNMduoMYc4aQU6IhnOjcVoKyC2nkkrt
성내2동 물댄동산,https://drive.google.com/uc?id=1d2n75OAOa632Yl4pfvGnZO2zrhDPR1fD
성내3동 로맨스빠빠,https://drive.google.com/uc?id=1KDWL58Elk7hQlZN3ps2GXNiaRjL3YKR8
성내3동 카페마롱,https://drive.google.com/uc?id=1MUiCDBzYAQviHApIktqTfUIYkzK3tidB
성내3동 커피한잔할래요,https://drive.google.com/uc?id=11nkwsWjARLE8sGTOS8ZgYm6kY4Z16n5s
성내3동 아파트먼트 대구중앙점,https://drive.google.com/uc?id=1H2X7IbMZpvvkSfc3YognWXzh1kr31sF-
성내3동 할리스 롯데시네마프리미엄만경관점,https://drive.google.com/uc?id=1Yyvx-U-lJUQY0c_Exh8scyilJvRHpLnj
성내3동 이디야커피 대구만경관점,https://drive.google.com/uc?id=1VtDE5bHPOnpwL9qVhrj0sStDzYXrjFcA
성내1동 스쿱당,https://drive.google.com/uc?id=1D3Ku6Pp62yoTYd1jwfWdqjdY5CDjRf2D
성내1동 영원아카이브,https://drive.google.com/uc?id=15AHusGBMVrB7KA5BvaMP-N2lUPxfCDOz
동인동 피삼사(pisamsa),https://drive.google.com/uc?id=1C4AiV7hih1xupInt4O500fcxWQjoZdn_
